SEQID	ATF3	GABPA	BHLHE40	CEBPB	CTCF	ELK1	FOSL2	FOXA1	FOXA2	HNF4A	HNF4G	JUND	MAFK	MAX	NFE2L2	REST	USF2	YY1	ZBTB33
8:118029848-118029948	8.757e-09	1.849e-09	1.489e-10	7.614e-08	2.218e-11	2.665e-13	2.153e-15	8.654e-05	3.526e-05	1.625e-11	6.198e-08	4.503e-19	5.77e-13	4.232e-08	1.593e-13	1.756e-19	9.884e-14	2.107e-14	5.749e-11
1:150067532-150067632	1.669e-09	3.65e-09	7.975e-09	1.155e-13	1.953e-08	9.784e-11	8.269e-11	1.625e-11	9.054e-09	1.2e-17	8.281e-06	3.952e-17	2.635e-12	3.547e-07	4.086e-11	2.756e-16	1.128e-07	9.387e-10	9.925e-11
19:6719467-6719567	1.187e-08	9.877e-08	8.317e-08	2.354e-12	1.189e-11	5.229e-07	5.287e-12	2.259e-11	4.221e-09	6.275e-17	9.653e-07	1.188e-16	1.176e-13	1.709e-07	3.381e-11	6.531e-12	8.614e-12	3.588e-09	6.832e-12
7:154055864-154055964	3.307e-09	5.543e-09	7.724e-13	5.666e-06	1.082e-14	1.139e-10	5.624e-13	2.642e-11	6.931e-09	1.661e-07	0.002936	5.345e-18	6.518e-11	9.159e-12	4.057e-12	8.489e-18	5.751e-18	2.184e-09	3.08e-14
1:63523515-63523615	1.17e-10	4.636e-07	8.143e-11	8.004e-13	1.089e-12	3.525e-12	6.625e-10	2.172e-15	2.435e-11	3.755e-19	1.232e-08	3.535e-12	1.114e-08	8.304e-11	7.403e-11	6.798e-15	6.533e-14	3.566e-07	9.927e-10
9:87372591-87372691	2.369e-08	4.11e-08	6.809e-08	1.04e-06	9.69e-12	5.288e-11	2.076e-10	2.525e-11	5.135e-09	3.303e-17	4.253e-07	3.006e-17	5.136e-14	3.03e-08	3.454e-14	7.429e-17	4.033e-09	1.166e-10	1.14e-10
11:74138764-74138864	2.299e-07	4.912e-06	1.512e-11	8.961e-11	1.397e-12	3.553e-08	0.002716	7.789e-17	6.536e-12	2.314e-18	9.034e-08	3.581e-09	2.173e-13	6.467e-09	1.705e-10	1.398e-16	9.732e-12	2.479e-13	6.718e-12
5:138543623-138543723	1.385e-08	1.432e-09	2.178e-10	9.043e-12	3.786e-13	1.025e-12	2.913e-12	1.914e-17	7.397e-13	1.117e-18	9.454e-11	5.06e-14	8.614e-12	6.487e-08	1.219e-12	4.969e-18	1.361e-16	4.208e-16	4.975e-08
12:68815000-68815100	9.628e-09	5.357e-08	1.219e-10	9.691e-11	1.281e-07	1.264e-10	1.609e-09	5.99e-12	9.182e-10	1.084e-19	5.107e-09	1.823e-13	9.583e-09	6.814e-11	1.858e-09	5.152e-18	2.462e-09	1.353e-11	6.836e-12
1:93879232-93879332	3.785e-12	1.469e-08	5.227e-09	1.527e-12	6.22e-13	3.685e-10	3.645e-15	4.126e-09	1.913e-10	3.019e-16	9.327e-06	2.659e-18	2.249e-12	1.502e-10	1.201e-12	8.555e-16	1.332e-17	5.443e-13	3.23e-05
5:172006883-172006983	8.283e-10	3.271e-05	5.724e-10	1.348e-11	3.341e-12	5.031e-06	3.983e-13	1.654e-15	3.389e-10	6.594e-21	1.058e-10	7.031e-22	5.442e-15	2.6e-10	4.415e-15	4.506e-18	8.235e-16	3.027e-13	4.723e-10
4:99575017-99575117	2.335e-08	1.244e-11	2.026e-12	3.105e-08	4.078e-17	3.943e-14	2.009e-10	2.845e-12	1.296e-09	1.89e-20	1.486e-07	1.651e-11	7.487e-11	2.35e-10	7.714e-11	6.591e-20	7.132e-09	2.328e-10	4.544e-14
14:64948459-64948559	8.907e-08	1.509e-09	8.508e-07	6.458e-11	1.999e-09	1.477e-10	1.854e-10	9.181e-12	8.087e-11	4.353e-16	0.0001582	7.448e-12	1.226e-11	8.822e-07	2.004e-09	1.835e-14	3.535e-11	9.24e-14	3.442e-11
17:64315403-64315503	7.844e-10	2.916e-06	2.506e-09	5.959e-09	4.332e-12	7.186e-09	5.067e-13	5.795e-11	3.614e-08	9.959e-14	7.914e-10	2.116e-17	1.661e-11	1.692e-09	3.606e-11	1.334e-16	2.001e-11	1.937e-12	8.055e-12
3:186640241-186640341	9.242e-09	3.357e-11	2.971e-11	1.58e-05	6.367e-15	3.778e-13	9.42e-11	1.849e-10	1.544e-07	1.059e-12	7.761e-06	1.394e-11	5.382e-09	2.446e-11	1.488e-08	3.944e-08	2.245e-16	5.338e-13	3.374e-12
2:134433607-134433707	1.678e-09	3.245e-10	1.787e-07	2.019e-05	1.083e-13	1.205e-11	7.168e-08	1.635e-11	4.025e-09	7.232e-20	5.318e-10	1.361e-12	3.818e-12	2.574e-07	1.761e-11	2.303e-19	1.419e-06	1.529e-08	2.355e-12
8:66428862-66428962	2.345e-09	4.991e-08	5.48e-09	4.434e-08	0.0009453	1.971e-09	8.263e-19	6.237e-14	3.485e-11	3.519e-20	5.226e-07	2.269e-25	2.909e-10	4.233e-11	3.117e-15	1.253e-17	1.523e-15	2.77e-11	1.116e-09
6:90285789-90285889	2.951e-08	3.606e-10	2.525e-07	1.646e-10	1.533e-11	1.654e-12	0.0005423	2.284e-10	5.64e-08	7.986e-19	5.047e-08	0.001867	0.0002282	2.003e-07	0.001515	3.03e-17	5.184e-11	3.157e-12	2.223e-09
19:28377194-28377294	4.542e-10	9.187e-10	6.331e-13	1.034e-10	1.066e-15	2.041e-11	2.843e-07	6.368e-16	1.718e-10	1.725e-20	9.254e-10	1.088e-06	2.587e-05	1.101e-11	1.202e-07	0.01213	2.64e-15	4.616e-08	1.547e-12
16:15489522-15489622	1.557e-08	4.388e-08	1.019e-09	6.76e-10	1.051e-11	5.574e-10	2.799e-10	2.089e-09	3.015e-08	1.221e-17	3.926e-09	4.552e-16	8.948e-10	8.678e-10	1.774e-06	1.113e-17	7.893e-12	7.849e-12	6.996e-11
3:197573366-197573466	9.656e-10	2.801e-12	6.162e-10	3.975e-10	2.286e-08	4.043e-13	1.351e-11	1.977e-05	4.014e-06	1.702e-11	1.161e-05	2.071e-17	8.284e-13	3.087e-10	3.564e-09	1.394e-19	3.896e-16	1.114e-15	4.552e-12
9:15306201-15306301	5.153e-11	5.347e-09	4.755e-09	8.571e-11	6.941e-11	1.577e-12	6.678e-12	1.486e-05	2.997e-05	2.268e-19	8.147e-10	1.058e-16	5.748e-08	1.423e-06	1.379e-10	6.146e-09	1.158e-07	1.28e-13	1.25e-11
11:66958809-66958909	1.255e-10	1.997e-07	7.627e-10	5.128e-13	7.458e-13	8.183e-11	1.075e-10	1.807e-13	1.599e-11	4.113e-19	4.396e-09	1.678e-16	1.382e-13	9.374e-11	9.417e-10	6.592e-16	1.118e-15	6.243e-13	2.181e-09
14:24816292-24816392	1.362e-07	8.456e-10	6.892e-11	6.041e-10	8.745e-14	2.102e-13	4.314e-14	2.492e-10	1.471e-07	9.726e-19	1.208e-09	2.571e-17	1.109e-07	2.247e-10	7.096e-12	7.217e-15	1.844e-14	4.123e-08	5.271e-13
5:136094631-136094731	9.591e-06	1.114e-10	6.705e-12	1.838e-07	1.461e-13	1.331e-11	9.741e-13	1.339e-08	9.561e-06	6.891e-21	1.134e-11	1.166e-15	1.637e-10	2.498e-08	1.72e-12	1.406e-18	5.238e-10	9.638e-11	3.187e-13
18:74542072-74542172	8.191e-11	1.159e-10	1.127e-10	1.946e-05	7.645e-13	1.383e-11	1.632e-09	1.092e-10	1.793e-08	4.542e-12	1.213e-05	1.056e-14	7.777e-15	1.407e-08	2.072e-10	1.329e-12	4.823e-14	4.595e-12	2.15e-12
1:39576687-39576787	8.722e-14	1.362e-11	8.735e-13	3.071e-13	2.566e-17	1.786e-16	3.002e-18	8.651e-23	6.959e-15	1.255e-15	4.495e-10	2.931e-25	3.87e-18	1.186e-14	2.654e-15	1.329e-12	5.879e-26	1.05e-18	4.333e-14
5:160064718-160064818	2.027e-08	1.74e-09	5.224e-10	1.997e-08	2.427e-11	1.149e-10	1.051e-12	1.461e-14	3.197e-10	1.05e-20	8.094e-10	7.115e-18	1.442e-05	7.383e-11	3.119e-11	2.221e-14	6.54e-13	2.264e-11	3.591e-11
1:94384219-94384319	1.943e-08	3.618e-12	1.31e-10	2.34e-08	3.684e-11	8.056e-14	2.298e-11	1.191e-08	7.273e-06	5.367e-16	5.251e-10	1.645e-15	1.142e-12	1.598e-09	9.023e-14	3.441e-19	1.661e-08	1.014e-13	1.283e-12
3:12410272-12410372	2.328e-09	2.993e-10	3.133e-12	3.152e-08	4.179e-14	5.969e-12	6.319e-13	1.758e-09	6.582e-09	5.856e-14	7.48e-06	1.341e-11	9.316e-12	5.023e-10	2.824e-11	3.113e-17	2.882e-14	1.204e-11	4.697e-12
6:89050308-89050408	2.376e-09	2.303e-09	5.584e-13	0.001073	1.753e-14	8.745e-11	4.767e-12	1.241e-05	1.136e-05	2.737e-19	4.849e-09	5.454e-12	1.798e-07	1.044e-11	2.716e-13	6.142e-18	1.027e-16	1.136e-11	1.303e-13
12:6195945-6196045	6.465e-10	0.000338	1.491e-08	9.735e-11	3.099e-08	2.23e-05	5.329e-06	3.894e-14	7.744e-10	5.899e-21	1.165e-09	4.443e-05	6.119e-10	8.264e-06	5.594e-09	1.124e-14	4.997e-05	1.087e-09	2.022e-10
2:117917495-117917595	9.321e-11	9.955e-11	8.871e-12	2.13e-09	9.205e-14	9.905e-12	2.78e-13	1.551e-09	1.008e-10	7.91e-10	5.476e-05	5.376e-19	9.274e-11	9.453e-11	2.106e-13	1.676e-16	3.783e-16	3.139e-13	2.087e-13
2:134839711-134839811	1.054e-12	9.536e-10	7.048e-12	1.558e-07	4.048e-14	6.418e-13	3.744e-17	9.685e-09	1.965e-08	8.658e-19	4.443e-08	2.14e-20	1.216e-14	3.179e-10	4.126e-15	9.07e-18	1.174e-17	2.875e-14	1.977e-11
17:64505509-64505609	4.558e-10	1.322e-09	1.619e-12	1.491e-10	3.021e-10	3.622e-12	3.098e-11	3.671e-19	2.234e-12	2.432e-20	2.857e-08	1.587e-17	3.603e-15	2.752e-08	5.611e-13	1.381e-18	6.275e-12	0.003389	3.278e-10
18:41681658-41681758	2.064e-05	2.907e-11	2.045e-12	1.316e-07	1.16e-12	1.665e-13	0.00539	3.916e-12	5.548e-10	5.045e-19	3.906e-08	0.00117	8.022e-07	9.126e-12	3.547e-07	5.107e-06	1.322e-14	4.076e-11	1.657e-12
7:143263513-143263613	0.0002241	3.73e-09	9.426e-08	1.399e-13	1.088e-09	2.439e-12	1.879e-13	2.211e-18	3.645e-13	9.178e-19	7.936e-09	2.93e-17	3.114e-12	9.63e-07	5.956e-11	9.582e-15	5.623e-11	4.757e-14	1.801e-10
18:21330340-21330440	4.147e-09	8.169e-11	1.219e-11	5.346e-08	1.413e-07	6.289e-11	5.166e-14	4.234e-10	1.512e-07	3.491e-19	3.115e-07	1.95e-16	3.82e-13	4.599e-09	2.662e-13	6.109e-19	2.72e-15	6.631e-12	2.639e-10
11:61576133-61576233	1.722e-10	2.741e-10	9.042e-12	4.248e-10	5.502e-11	1.11e-12	7.9e-13	2.185e-10	4.334e-10	1.871e-13	1.651e-05	5.382e-18	3.604e-06	3.195e-10	8.982e-11	1.046e-16	1.642e-17	2.894e-12	1.976e-13
3:187738946-187739046	3.059e-09	2.167e-06	3.432e-12	1.018e-10	1.849e-09	9.296e-08	3.533e-10	2.087e-15	6.607e-10	2.24e-19	8.267e-11	5.053e-13	2.469e-14	5.661e-11	3.532e-10	1.22e-15	1.346e-16	1.565e-11	4.504e-10
2:20599441-20599541	2.365e-12	3.162e-12	2.089e-10	8.09e-07	3.774e-16	6.893e-14	7.743e-16	1.862e-12	2.983e-10	5.789e-21	7.721e-09	4.042e-22	1.543e-13	4.175e-11	1.752e-13	1.098e-23	7.074e-18	1.95e-14	1.913e-15
5:34008175-34008275	1.653e-11	1.305e-07	1.251e-08	9.788e-06	5.033e-10	2.167e-10	1.809e-12	1.272e-13	4.261e-11	7.632e-18	3.33e-09	1.968e-17	2.31e-14	5.125e-10	1.094e-12	1.931e-17	4.364e-12	2.74e-12	2.939e-08
14:34687683-34687783	1.653e-11	1.305e-07	1.251e-08	9.788e-06	5.033e-10	2.167e-10	1.809e-12	1.272e-13	4.261e-11	7.632e-18	3.33e-09	1.968e-17	2.31e-14	5.125e-10	1.094e-12	1.931e-17	4.364e-12	2.74e-12	2.939e-08
17:59707436-59707536	1.328e-06	0.0003456	7.161e-11	4.725e-09	1.746e-09	4.819e-06	6.112e-11	1.159e-13	1.824e-10	2.212e-17	1.706e-08	9.307e-11	1.307e-13	5.857e-09	2.085e-10	3.868e-18	3.126e-11	2.626e-09	2.472e-11
4:83034786-83034886	3.742e-10	3.171e-11	4.844e-09	2.487e-13	1.762e-14	4.433e-12	1.121e-12	1.575e-09	2.411e-09	2.359e-13	1.23e-08	1.017e-17	2.848e-18	7.774e-08	1.744e-14	9.373e-18	4.828e-12	2.089e-11	7.795e-08
1:153954049-153954149	3.709e-09	1.836e-09	3.829e-12	9.755e-10	2.149e-09	1.195e-11	3.208e-05	0.0002023	0.0001622	8.105e-06	0.0004732	6.844e-11	1.53e-09	7.684e-09	2.347e-10	7.772e-16	3.521e-13	6.433e-05	4.645e-11
10:59036780-59036880	1.26e-09	1.047e-10	6.366e-11	4.494e-12	7.775e-14	2.542e-13	1.594e-13	5.438e-11	3.129e-09	2.765e-16	1.174e-06	1.845e-17	3.21e-12	3.938e-09	7.368e-13	4.603e-19	4.93e-15	3.156e-10	3.292e-12
2:85539156-85539256	6.144e-11	9.126e-08	3.782e-12	1.652e-07	3.979e-11	3.806e-10	2.166e-13	4.232e-18	1.667e-12	8.177e-18	1.954e-11	1.622e-18	7.417e-12	7.945e-11	2.083e-11	1.622e-17	1.208e-16	2.711e-14	9.478e-11
4:13483837-13483937	1.153e-07	6.272e-08	8.944e-11	8.694e-10	1.627e-10	1.327e-09	2.326e-08	1.117e-14	2.177e-11	1.075e-21	1.123e-11	1.226e-09	2.108e-14	1.485e-09	5.637e-12	2.524e-16	7.453e-15	1.929e-13	3.846e-09
19:3307465-3307565	2.205e-12	2.028e-07	1.248e-09	3.805e-14	2.974e-08	1.882e-08	9.647e-13	1.568e-16	4.629e-11	3.069e-20	1.372e-09	9.977e-19	5.747e-08	2.767e-10	4.987e-13	4.906e-11	4.156e-12	2.517e-09	5.622e-10
1:31184094-31184194	6.613e-08	7.614e-11	1.324e-07	2.025e-08	0.0008123	1.697e-12	3.042e-10	4.071e-09	1.564e-08	1.421e-18	5.358e-09	2.375e-12	8.531e-16	1.264e-06	1.766e-10	5.042e-19	2.945e-06	2.983e-08	4.798e-13
7:101144250-101144350	1.762e-10	2.155e-13	1.086e-10	2.179e-11	2.869e-15	2.381e-13	7.467e-08	3.872e-05	3.533e-05	1.396e-14	0.000107	1.849e-12	9.241e-06	3.271e-10	5.641e-12	8.141e-17	2.403e-16	2.696e-11	5.343e-13
8:73293513-73293613	1.726e-07	1.217e-08	6.897e-11	2.617e-08	1.812e-11	7.72e-11	7.743e-12	1.139e-14	3.012e-11	5.041e-18	6.126e-09	5.569e-16	2.081e-14	6.368e-11	5.615e-10	8.061e-14	1.103e-15	1.748e-08	7.049e-09
18:31943455-31943555	1.236e-08	2.339e-09	6.744e-12	1.239e-11	8.266e-12	3.123e-11	9.303e-14	4.548e-14	1.259e-11	4.462e-14	7.314e-09	2.07e-18	1.592e-15	5.663e-11	3.814e-12	5.14e-15	1.401e-16	6.385e-10	4.777e-08
14:103334214-103334314	3.709e-10	1.344e-07	1.372e-09	1.878e-10	1.246e-11	4.638e-09	1.648e-08	4.608e-15	1.045e-09	1.395e-19	4.068e-08	5.325e-11	7.459e-16	3.959e-10	3.936e-08	1.871e-14	6.159e-11	6.997e-15	1.809e-08
22:46070103-46070203	1.294e-09	2.565e-11	3.029e-09	7.968e-11	3.072e-08	1.698e-11	2.61e-13	2.146e-12	9.547e-11	4.324e-15	6.135e-09	1.758e-18	6.817e-10	3.371e-08	4.726e-12	1.07e-16	4.218e-11	1.949e-13	3.156e-11
10:29956596-29956696	9.784e-09	4.691e-10	1.769e-12	2.482e-05	1.804e-10	9.241e-12	1.723e-10	8.509e-13	1.647e-09	2.04e-13	1.159e-07	7.423e-16	6.486e-13	2.015e-10	1.142e-10	2.177e-19	1.514e-15	1.203e-07	6.213e-13
11:129324669-129324769	9.737e-09	1.556e-10	2.606e-10	4.388e-11	2.736e-13	1.407e-12	2.369e-10	0.00124	0.0004191	3.997e-16	5.66e-11	3.377e-11	3.568e-10	1.318e-08	9.202e-08	5.936e-17	2.946e-14	3.088e-11	6.905e-12
2:61018208-61018308	1.693e-07	4.032e-07	3.563e-09	2.824e-10	1.138e-11	1.011e-07	1.768e-14	4.609e-13	3.404e-10	1.518e-10	3.855e-05	7.677e-21	4.072e-07	1.694e-09	1.424e-11	1.977e-16	2.645e-12	1.616e-13	4.204e-07
7:47266533-47266633	2.608e-08	3.73e-08	9.361e-08	3.077e-11	6.675e-11	7.1e-11	2.744e-05	1.506e-05	3.604e-06	3.056e-19	3.006e-07	6.635e-10	6.182e-12	9.702e-07	8.629e-10	1.205e-16	1.796e-10	1.032e-07	1.452e-11
21:45645959-45646059	5.77e-05	2.178e-11	2.595e-08	4.838e-11	1.356e-09	5.988e-13	0.002825	3.541e-12	1.028e-09	5.904e-20	8.002e-09	0.0001394	4.512e-06	3.298e-07	2.52e-08	0.007572	2.339e-05	1.856e-09	9.946e-11
3:188746540-188746640	8.939e-10	8.798e-11	5.571e-10	7.396e-07	8.853e-13	9.171e-12	6.241e-13	8.495e-12	5.853e-10	2.938e-19	1.011e-09	2.529e-13	4.844e-08	1.398e-09	2.104e-08	1.043e-17	1.884e-09	7.652e-14	5.238e-13
10:90621725-90621825	4.132e-12	4.884e-09	2.996e-08	3.072e-11	2.549e-11	4.99e-10	5.628e-10	6.119e-18	3.692e-13	9.567e-17	6.931e-09	1.083e-13	3.33e-14	9.201e-07	1.36e-12	0.001091	9.102e-07	2.231e-10	8.58e-11
6:53514926-53515026	4.504e-10	7.197e-13	8.004e-10	5.876e-12	4.475e-15	3.805e-14	1.152e-08	6.164e-12	1.977e-09	3.367e-20	9.512e-11	5.563e-11	2.221e-14	1.378e-07	9.237e-12	3.554e-20	3.172e-12	1.435e-13	9.411e-14
14:24307886-24307986	1.174e-09	1.125e-10	1.078e-09	3.304e-10	4.274e-11	7.202e-14	6.943e-06	3.071e-10	9.398e-08	7.128e-16	4.525e-09	1.962e-09	4.111e-11	3.194e-09	1.511e-10	1.441e-14	1.082e-12	2.204e-13	2.972e-11
2:20432830-20432930	1.27e-11	6.859e-13	7.172e-08	3.242e-09	8.311e-12	5.927e-13	1.948e-08	8.781e-11	1.447e-09	1.552e-20	1.647e-10	4.753e-18	2.828e-08	9.791e-05	2.981e-13	1.051e-18	5.691e-05	1.238e-10	3.383e-12
15:57477896-57477996	2.868e-11	5.243e-12	2.912e-08	4.633e-10	4.784e-11	2.823e-12	6.776e-07	0.0001948	0.0002563	4.983e-11	1.952e-06	1.401e-06	4.809e-09	3.235e-06	1.42e-08	3.323e-16	1.998e-07	1.747e-13	1.264e-11
1:117606000-117606100	3.043e-09	4.721e-10	2.683e-10	2.604e-13	1.436e-08	3.662e-11	2.969e-10	6.579e-15	1.484e-12	4.649e-15	4.432e-09	7.137e-16	2.252e-14	9.59e-09	7.223e-12	2.363e-16	2.911e-15	1.011e-11	1.19e-09
12:106358470-106358570	2.523e-09	2.447e-11	1.422e-11	6.378e-09	9.944e-12	2.68e-11	2.347e-11	5.442e-10	4.276e-07	3.694e-22	2.699e-11	3.483e-17	2.596e-14	2.368e-10	2.156e-11	1.268e-13	1.231e-11	7.305e-11	5.781e-12
13:49443934-49444034	5.806e-09	6.793e-08	8.94e-10	2.606e-09	1.149e-06	1.809e-09	3.511e-10	3.634e-14	2.31e-08	1.435e-19	6.019e-08	7.329e-17	1.322e-11	2.313e-08	1.092e-09	1.786e-18	1.587e-13	0.00436	2.15e-10
2:172374468-172374568	9.365e-12	5.935e-11	9.997e-12	1.132e-12	7.944e-11	2.783e-13	4.611e-14	4.487e-10	5.909e-07	5.407e-16	4.514e-08	5.13e-17	3.816e-13	2.725e-10	1.015e-12	1.211e-14	1.415e-12	8.656e-11	2.535e-12
3:53255864-53255964	9.851e-11	2.061e-09	2.481e-10	6.744e-13	8.031e-08	7.441e-12	2.353e-11	2.2e-11	9.541e-11	1.155e-21	7.56e-11	1.639e-17	2.125e-09	9.814e-08	2.999e-11	1.429e-05	2.628e-11	3.52e-09	3.437e-11
4:185112212-185112312	1.078e-06	1.943e-08	1.135e-09	6.519e-11	1.966e-12	6.921e-11	0.002663	1.953e-12	3.754e-09	1.258e-15	8.356e-07	0.003508	8.614e-13	1.1e-09	9.126e-09	2.091e-13	1.818e-15	3.086e-09	1.064e-12
3:58175736-58175836	4.754e-11	5.929e-08	3.935e-08	4.833e-13	1.304e-11	3.486e-10	7.16e-13	9.273e-11	1.209e-09	5.266e-16	1.438e-09	4.926e-20	2.897e-06	3.02e-07	5.003e-13	1.045e-16	2.376e-13	7.107e-12	1.64e-12
5:77635735-77635835	3.096e-05	8.022e-10	1.109e-11	1.358e-10	3.197e-13	1.519e-10	4.637e-11	6.533e-11	2.159e-08	2.245e-19	6.057e-09	1.53e-12	9.709e-07	5.664e-11	1.118e-10	0.0008239	8.026e-17	1.423e-08	2.121e-11
1:110963855-110963955	1.301e-10	1.151e-06	1.505e-11	3.039e-12	2.211e-11	2.98e-05	6.191e-15	1.209e-16	1.533e-12	2.925e-11	6.245e-08	5.372e-18	6.586e-13	1.527e-09	9.91e-11	6.424e-16	1.931e-11	1.598e-15	1.359e-11
2:120552893-120552993	9.165e-11	6.886e-07	1.171e-11	3.364e-11	4.234e-12	2.483e-10	2.605e-11	3.441e-14	1.25e-10	2.554e-16	2.506e-08	1.246e-11	2.769e-11	7.86e-10	5.93e-10	6.094e-15	4.389e-12	7.627e-14	1.18e-09
2:203627126-203627226	2.109e-08	8.728e-10	2.346e-11	1.657e-06	1.405e-15	1.88e-12	1.538e-09	7.157e-13	1.101e-09	8.123e-23	5.161e-09	1.13e-16	3.749e-08	1.082e-10	3.095e-11	1.137e-17	1.813e-13	9.522e-09	1.153e-12
20:32289876-32289976	5.22e-10	1.375e-10	6.597e-10	1.262e-12	1.258e-08	1.198e-14	6.226e-11	2.124e-14	1.934e-09	4.073e-16	1.162e-06	2.232e-16	5.082e-15	1.758e-06	1.591e-10	7.771e-21	4.448e-11	1.526e-16	4.067e-13
22:25182844-25182944	3.096e-05	5.093e-06	8.424e-10	5.19e-06	2.305e-10	3.461e-07	5.031e-08	5.366e-09	6.963e-10	1.227e-14	8.371e-08	8.384e-11	1.751e-08	6.325e-09	1.415e-06	4.112e-19	2.603e-10	7.743e-11	1.062e-10
4:71430771-71430871	1.866e-09	1.817e-10	1.518e-10	9.524e-09	2.052e-10	3.902e-13	2.136e-15	3.068e-06	5.121e-06	6.233e-21	4.426e-09	2.646e-17	9.929e-07	3.023e-08	8.44e-14	3.833e-12	9.556e-11	6.058e-11	8.541e-13
6:111210400-111210500	1.186e-08	6.334e-10	1.602e-10	7.432e-09	1.382e-06	2.899e-11	2.701e-13	6.406e-10	4.867e-09	2.343e-16	6.454e-09	6.998e-19	1.654e-08	8.432e-11	4.265e-12	2.447e-16	3.382e-15	4.685e-12	8.311e-10
6:3511491-3511591	1.636e-09	2.043e-11	1.702e-11	6.459e-07	2.521e-10	3.108e-13	1.874e-11	3.092e-14	8.653e-11	3.489e-18	5.919e-07	1.49e-15	3.195e-12	1.74e-10	7.347e-12	6.245e-14	8.154e-16	9.269e-12	4.431e-13
6:85644097-85644197	3.096e-05	3.431e-10	9.348e-10	1.758e-10	1.952e-11	1.171e-12	9.299e-16	3.106e-17	3.35e-13	1.535e-18	1.565e-08	9.899e-22	2.741e-10	3.773e-10	1.053e-12	5.604e-16	2.139e-13	1.939e-12	5.837e-10
2:65432674-65432774	1.991e-12	1.231e-05	4.468e-11	4.969e-10	2.07e-09	1.14e-08	1.558e-13	2.096e-07	5.26e-07	9.447e-21	8.404e-11	2.136e-18	6.614e-11	7.838e-10	2.384e-13	1.576e-15	9.528e-13	2.708e-12	3.673e-08
2:8139520-8139620	5.313e-13	3.42e-08	7.164e-10	4.969e-14	3.726e-12	1.751e-09	1.052e-13	5.669e-12	8.173e-10	7.574e-17	1.326e-06	9.512e-19	6.836e-11	7.105e-09	1.184e-12	9.777e-15	2.284e-11	4.782e-15	4.115e-10
11:85874331-85874431	2.988e-07	5.161e-09	7.016e-10	4.162e-05	2.528e-10	1.004e-10	1.182e-07	2.204e-09	2.962e-07	9.134e-20	3.691e-09	7.525e-11	7.068e-06	4.229e-09	2.449e-10	1.406e-15	5.738e-14	7.589e-10	1.991e-12
3:129184072-129184172	1.706e-11	2.511e-09	3.405e-12	4.103e-14	3.299e-12	1.672e-09	1.529e-12	3.139e-15	9.766e-12	4.546e-17	1.582e-08	2.454e-17	3.611e-08	2.161e-10	3.05e-12	5.133e-16	7.507e-13	4.275e-11	8.806e-11
4:41884178-41884278	7.794e-12	5.946e-06	4.683e-08	4.681e-06	2.589e-10	3.46e-07	4.376e-13	1.084e-05	6.093e-06	1.088e-14	2.547e-06	2.827e-17	1.802e-11	1.821e-07	1.123e-13	7.657e-18	2.805e-14	8.325e-09	7.116e-12
20:10435066-10435166	1.499e-09	1.114e-07	1.34e-07	8.734e-11	3.645e-13	5.12e-08	1.415e-14	6.492e-11	2.013e-08	1.08e-15	3.692e-05	1.019e-19	8.934e-13	1.448e-07	5.5e-14	8.761e-16	3.18e-16	0.0004267	1.416e-08
1:89994815-89994915	5.498e-10	1.356e-06	2.703e-10	3.434e-13	7.068e-11	6.304e-09	1.984e-16	6.283e-15	5.418e-11	3.062e-20	2.019e-10	1.096e-22	6.723e-14	1.063e-08	8.679e-14	6.581e-19	4.408e-14	3.222e-05	5.824e-10
5:168528643-168528743	5.276e-10	3.956e-11	2.379e-10	1.922e-08	3.067e-10	6.489e-14	1.289e-10	6.73e-12	5.271e-09	1.068e-21	5.803e-09	1.179e-11	6.637e-06	6.968e-09	1.208e-08	0.007813	3.846e-14	2.529e-09	8.159e-10
8:120809771-120809871	1.654e-08	1.497e-08	2.736e-12	3.3e-10	7.517e-12	3.772e-12	1.241e-12	0.001784	0.000523	2.654e-20	3.174e-09	2.567e-19	1.285e-13	1.155e-10	3.943e-12	4.264e-16	8.505e-15	5.685e-12	3.677e-12
4:128552981-128553081	2.488e-11	1.471e-07	3.876e-10	1.418e-11	1.777e-12	4.19e-10	5.753e-16	1.16e-15	1.651e-11	1.479e-16	6.044e-07	1.096e-22	1.219e-08	4.037e-10	1.502e-10	2.62e-20	1.742e-19	7.2e-12	1.075e-14
10:12605803-12605903	1.901e-10	4.18e-09	9.032e-11	3.203e-06	5.365e-12	6.945e-09	4.684e-13	0.004858	0.002254	5.252e-21	1.724e-08	7.857e-16	7.409e-09	3.599e-09	1.792e-11	9.733e-18	3.294e-15	1.339e-12	1.544e-10
2:32063288-32063388	2.947e-06	2.645e-06	1.474e-12	1.171e-09	8.829e-10	9.28e-09	2.357e-14	1.073e-14	2.23e-09	2.38e-18	2.934e-09	2.322e-18	1.721e-10	2.104e-12	4.922e-10	5.458e-18	1.862e-16	4.395e-12	1.757e-11
5:10671705-10671805	1.024e-08	3.773e-07	1.428e-12	1.203e-07	5.149e-14	4.847e-09	3.094e-10	7.659e-06	1.971e-06	2.504e-12	1.79e-06	8.418e-13	2.842e-09	3.205e-11	5.44e-09	1.276e-15	3.454e-12	1.752e-13	8.785e-13
