SEQID	YY1	CTCF	ZBTB33	REST
1:3776034-3776134	3.038e-13	3.629e-08	1.973e-09	6.339e-15
1:91886027-91886127	9.894e-11	1.246e-08	9.145e-07	5.722e-16
10:102056266-102056366	1.184e-13	1.25e-12	0.002546	2.133e-16
4:56435542-56435642	4.364e-12	5.029e-10	1.85e-06	3.066e-16
1:231337472-231337572	6.674e-10	2.236e-11	0.0001239	4.278e-13
5:1174440-1174540	3.273e-13	4.467e-13	0.0004163	1.278e-17
2:135741700-135741800	1.31e-14	1.917e-10	0.000168	1.135e-15
18:70376959-70377059	1.687e-14	1.063e-14	2.679e-12	1.886e-17
3:149813032-149813132	3.736e-13	1.203e-13	7.35e-07	4.779e-18
3:185497652-185497752	3.413e-10	6.266e-13	0.0003523	9.721e-19
13:48233152-48233252	2.836e-13	1.617e-09	2.562e-05	9.227e-16
19:49361607-49361707	4.859e-13	3.799e-14	3.059e-10	9.986e-16
11:62601977-62602077	2.788e-15	2.498e-09	3.809e-07	3.231e-14
1:154983272-154983372	3.339e-12	8.913e-12	7.068e-10	2.478e-13
14:31258233-31258333	2.728e-12	1.942e-13	2.013e-13	2.873e-18
22:50525215-50525315	4.515e-12	9.491e-10	7.719e-07	1.11e-13
9:68779927-68780027	2.188e-13	2.965e-12	6.1e-05	2.444e-16
17:30831855-30831955	1.787e-07	2.071e-09	1.782e-05	4.457e-19
1:207051006-207051106	9.629e-12	6.888e-13	0.005736	9.945e-13
9:134441376-134441476	3.593e-12	1.067e-13	2.444e-10	2.354e-15
15:73053241-73053341	1.654e-13	9.01e-12	3.948e-06	2.737e-16
13:94549963-94550063	4.22e-12	1.965e-11	0.0002209	5.517e-15
6:30626847-30626947	4.254e-10	6.141e-14	5.186e-10	9.003e-10
2:11352965-11353065	3.165e-12	4.215e-10	2.271e-07	1.768e-17
X:155026900-155027000	1.506e-10	1.226e-08	1.498e-08	7.337e-12
19:40716980-40717080	4.318e-15	1.345e-13	2.535e-09	1.99e-15
17:51260244-51260344	8.727e-12	1.038e-13	1.227e-08	2.26e-19
9:38620675-38620775	3.933e-12	0.001248	0.0001817	9.834e-18
M:8391-8491	3.325e-10	9.514e-12	4.76e-12	6.556e-20
3:40309500-40309600	3.539e-14	1.075e-09	3.285e-08	1.719e-18
3:186108523-186108623	7.087e-13	3.531e-10	0.00307	4.84e-16
M:10945-11045	7.609e-10	2.174e-14	1.073e-07	5.539e-16
12:111841887-111841987	1.292e-12	1.013e-11	7.053e-06	4.056e-17
12:49323007-49323107	3.814e-09	1.056e-08	3.388e-09	1.343e-17
15:101439621-101439721	3.47e-10	1.704e-11	4.265e-15	1.83e-15
19:36838291-36838391	2.76e-09	1.756e-10	3.542e-07	1.243e-19
1:32394702-32394802	1.48e-11	9.999e-11	6.058e-11	1.566e-12
1:151791459-151791559	8.581e-14	1.146e-08	0.004589	2.114e-17
15:42495504-42495604	7.793e-14	1.458e-09	1.04e-10	1.205e-12
4:73408682-73408782	1.248e-08	2.602e-08	5.447e-10	1.533e-16
19:55259377-55259477	3.515e-12	9.557e-14	8.274e-07	7.196e-19
11:2400381-2400481	6.489e-11	0.0004092	2.119e-05	7.386e-15
16:56669477-56669577	8.954e-15	1.346e-09	1.451e-08	3.932e-16
16:11575684-11575784	5.27e-12	2.514e-11	3.706e-07	1.022e-15
11:61815185-61815285	2.406e-13	1.049e-13	4.206e-09	1.448e-16
10:73414068-73414168	7.384e-11	1.306e-08	0.0005953	3.562e-17
21:34143972-34144072	1.758e-13	6.735e-12	0.008009	1.097e-12
4:39366346-39366446	1.914e-09	1.682e-09	1.612e-07	8.349e-17
1:161153964-161154064	0.004085	6.849e-13	5.94e-08	1.291e-14
4:140373315-140373415	9.63e-15	7.183e-14	3.478e-10	4.663e-17
M:8115-8215	2.81e-11	1.064e-13	1.837e-12	6.354e-18
X:120561278-120561378	1.398e-12	5.965e-12	8.67e-05	1.515e-16
9:33044209-33044309	2.975e-11	2.515e-11	7.75e-11	1.014e-13
20:45833692-45833792	4.433e-13	9.152e-10	5.622e-11	2.95e-19
7:135510435-135510535	7.302e-14	5.037e-09	5.905e-11	1.46e-16
15:44427241-44427341	1.209e-14	1.977e-10	2.522e-11	6.183e-20
19:36054234-36054334	3.646e-15	2.179e-12	4.034e-07	1.757e-18
9:113410577-113410677	1.768e-10	3.169e-11	6.426e-08	2.158e-15
15:49046480-49046580	1.176e-06	6.759e-12	7.959e-10	9.62e-17
6:142147080-142147180	5.735e-11	1.752e-12	2.079e-10	2.231e-15
10:30542353-30542453	7.67e-12	3.692e-14	5.46e-10	2.758e-15
5:138470141-138470241	9.277e-10	2.8e-10	3.08e-10	3.443e-18
1:100132979-100133079	9.99e-10	4.878e-13	8.841e-09	2.472e-17
6:109336691-109336791	9.603e-15	8.6e-11	4.676e-09	3.743e-19
20:62875662-62875762	8.66e-13	2.92e-11	4.561e-09	1.842e-12
8:42052060-42052160	1.096e-13	1.535e-10	2.197e-08	5.445e-16
4:133149076-133149176	1.618e-14	1.37e-12	5.174e-07	1.108e-16
22:31750184-31750284	6.027e-15	7.043e-07	1.513e-08	5.044e-14
2:85327962-85328062	2.187e-13	9.919e-08	0.01039	2.63e-17
22:39319817-39319917	2.454e-10	1.776e-13	3.322e-10	4.507e-16
2:85538769-85538869	4.844e-08	1.662e-11	6.923e-11	1.685e-15
17:7836924-7837024	1.445e-08	3.287e-09	4.968e-07	2.378e-14
12:6689526-6689626	6.069e-13	1.039e-12	7.984e-10	7.188e-16
14:104800252-104800352	2.631e-11	4.703e-12	0.009672	4.168e-14
10:101353915-101354015	8.15e-14	1.293e-11	3.484e-06	1.705e-17
10:112804602-112804702	1.604e-11	3.234e-13	2.981e-06	1.023e-20
17:7857597-7857697	9.613e-15	7.463e-12	0.006469	9.903e-19
1:26693138-26693238	1.255e-08	1.72e-14	9.13e-07	4.949e-17
17:41688579-41688679	1.468e-14	5.934e-15	1.108e-10	6.594e-16
7:106217314-106217414	4.351e-10	3.662e-15	6.54e-13	1.315e-19
14:64503727-64503827	2.249e-08	4.365e-11	0.00232	1.521e-18
2:191014249-191014349	2.238e-13	1.594e-05	8.053e-10	1.738e-17
11:63838745-63838845	7.811e-14	2.592e-11	3.937e-11	6.203e-12
11:12674028-12674128	1.54e-14	2.727e-08	1.969e-06	2.159e-17
9:111599794-111599894	1.056e-17	1.062e-12	9.371e-07	4.781e-20
4:2364813-2364913	4.472e-13	1.745e-12	0.0001074	4.186e-14
11:76444311-76444411	1.051e-10	1.596e-10	1.548e-05	2.27e-17
11:65117679-65117779	4.205e-14	2.305e-11	3.726e-11	1.551e-16
11:65615378-65615478	3.142e-14	1.405e-11	4.968e-10	7.275e-15
12:107093995-107094095	5.541e-14	5.065e-10	3.342e-05	1.296e-15
1:9943297-9943397	2.571e-14	1.29e-08	3.455e-10	1.43e-14
10:878559-878659	2.571e-14	1.29e-08	3.455e-10	1.43e-14
12:103930291-103930391	4.139e-10	1.393e-11	1.322e-06	1.703e-19
4:6753116-6753216	7.079e-14	2.544e-12	2.464e-05	3.257e-12
2:8685039-8685139	2.639e-13	7.016e-10	5.645e-12	5.194e-17
X:17737430-17737530	3.533e-15	9.761e-13	2.366e-05	1.813e-16
7:100003919-100004019	5.955e-11	5.372e-14	3.371e-11	1.189e-16
M:11162-11262	1.864e-14	1.948e-11	1.309e-11	4.302e-16
2:197499946-197500046	5.144e-12	3.071e-11	1.528e-07	6.687e-16
2:53786911-53787011	8.794e-14	1.133e-09	8.478e-09	1.949e-18
16:66934411-66934511	4.894e-14	5.483e-12	0.0001516	1.763e-16
5:138543442-138543542	7.076e-14	1.287e-09	0.001024	1.326e-15
5:140107672-140107772	3.657e-10	2.381e-13	1.069e-05	1.825e-14
1:70205604-70205704	2.87e-14	3.83e-12	4.008e-07	1.56e-15
9:101417782-101417882	9.338e-12	3.546e-16	7.008e-17	7.111e-20
3:52289755-52289855	1.698e-12	2.664e-10	1.631e-06	3.428e-15
5:178153949-178154049	7.676e-09	2.718e-11	5.45e-12	4.562e-11
12:71663875-71663975	1.466e-12	5.408e-14	1.869e-05	2.309e-19
19:56140949-56141049	3.216e-13	4.555e-10	2.575e-06	5.179e-20
20:17968823-17968923	0.00436	5.036e-11	0.002782	3.013e-16
11:66546136-66546236	1.861e-14	1.277e-10	7.757e-07	1.39e-13
19:51986843-51986943	2.751e-12	1.13e-13	2.089e-13	4.354e-16
15:67521646-67521746	1.473e-13	9.031e-10	0.0001708	1.515e-17
2:73233305-73233405	5.725e-13	4.103e-10	7.678e-10	2.469e-17
14:45253437-45253537	1.119e-12	3.237e-11	2.261e-07	2.071e-18
1:112707456-112707556	2.227e-10	0.0004069	0.0005569	1.055e-13
12:56688485-56688585	5.053e-12	1.172e-10	3.974e-07	9.381e-20
17:58692607-58692707	1.2e-14	5.212e-14	2.697e-09	3.157e-16
6:144216226-144216326	3.653e-14	1.578e-12	1.801e-05	1.704e-18
13:41061403-41061503	1.542e-11	5.852e-08	1.783e-12	2.086e-18
8:123275492-123275592	3.63e-12	1.565e-11	4.473e-14	3.359e-22
7:45892306-45892406	2.337e-11	1.187e-10	4.113e-13	2.54e-18
4:41214529-41214629	3.716e-13	2.402e-12	1.686e-07	7.08e-18
14:24213473-24213573	4.271e-12	6.454e-11	1.788e-08	1.827e-16
16:46689278-46689378	5.854e-09	1.003e-09	1.616e-05	5.657e-18
12:122527096-122527196	1.69e-11	2.256e-11	3.115e-09	1.25e-16
15:23039655-23039755	2.176e-10	7.344e-09	0.002583	3.712e-14
17:42155068-42155168	7.297e-14	2.999e-10	0.0002049	1.826e-18
17:50719752-50719852	1.733e-14	1.452e-12	0.0001052	5.019e-17
18:46333614-46333714	1.321e-13	7.209e-11	3.294e-09	7.689e-16
13:51995822-51995922	1.472e-12	7.573e-11	9.933e-12	9.468e-15
4:109729905-109730005	2.886e-10	3.714e-11	4.244e-09	2.276e-17
14:20455012-20455112	6.07e-12	8.184e-13	4.137e-09	1.607e-16
1:24642950-24643050	1.17e-07	4.228e-13	1.268e-09	7.773e-18
20:35954571-35954671	4.641e-11	1.136e-09	8.606e-07	4.909e-18
1:150268972-150269072	4.517e-12	6.337e-12	7.542e-10	1.779e-10
6:26365461-26365561	4.424e-14	8.011e-15	1.827e-13	3.109e-21
X:71283586-71283686	0.0001729	9.866e-12	1.636e-07	9.465e-18
4:39977854-39977954	6.986e-16	1.435e-11	0.0009003	9.443e-17
1:25998107-25998207	0.0007329	2.385e-11	2.138e-08	2.27e-16
9:79571508-79571608	2.289e-08	1.533e-12	1.001e-12	1.501e-18
5:121961836-121961936	1.037e-10	2.76e-11	3.729e-12	8.211e-16
M:3444-3544	3.639e-11	4.118e-12	3.22e-11	3.654e-16
19:54115622-54115722	5.91e-12	4.333e-09	4.731e-05	3.346e-14
12:31729098-31729198	1.631e-12	2.024e-09	4.769e-11	2.036e-15
18:57630196-57630296	0.004675	8.046e-06	3.734e-12	2.875e-16
10:102152069-102152169	1.571e-13	5.651e-12	2.576e-07	6.914e-18
17:76709222-76709322	2.283e-08	4.455e-12	0.006412	5.406e-15
X:10119648-10119748	4.382e-09	0.01292	8.425e-12	4.937e-21
12:49980847-49980947	4.91e-12	6.299e-11	0.0002593	2.597e-15
1:244461369-244461469	2.541e-07	7.105e-12	9.1e-11	4.565e-11
7:155310809-155310909	2.448e-13	1.107e-12	3.998e-11	4.938e-12
16:69424441-69424541	3.969e-14	2.275e-08	4.902e-09	1.272e-16
6:25279201-25279301	2.614e-12	2.462e-12	0.0005215	2.501e-16
19:12946239-12946339	3.484e-14	1.663e-11	0.000179	1.761e-16
8:142777024-142777124	5.873e-14	1.711e-11	5.451e-09	6.649e-14
20:44531769-44531869	5.171e-12	2.523e-10	2.722e-05	1.347e-16
20:63272725-63272825	4.725e-10	2.252e-13	9.009e-05	2.56e-16
10:1049067-1049167	2.051e-11	4.664e-13	5.699e-08	7.994e-14
4:189940722-189940822	3.91e-12	3.146e-08	5.54e-10	6.382e-18
5:139341696-139341796	6.187e-15	1.507e-06	0.0006242	3.246e-17
5:36151903-36152003	6.038e-15	1.911e-11	1.049e-05	4.565e-19
X:54358711-54358811	2.821e-14	1.227e-12	2.601e-11	3.201e-18
15:44711323-44711423	6.41e-12	3.044e-14	2.062e-05	6.59e-20
2:27370424-27370524	3.471e-11	1.367e-12	1.079e-10	9.182e-16
3:12964816-12964916	2.092e-14	3.155e-11	7.818e-14	3.704e-16
1:235504557-235504657	8.784e-13	1.107e-08	8.073e-09	1.273e-17
2:206159441-206159541	3.181e-12	1.597e-08	3.88e-12	2.18e-16
1:179882663-179882763	3.39e-13	8.567e-08	3.017e-10	1.496e-16
6:97283267-97283367	2.677e-15	1.148e-12	0.01572	7.034e-14
19:33177174-33177274	9.321e-15	1.309e-11	2.489e-07	5.103e-19
19:48364112-48364212	7.106e-13	2.775e-12	2.124e-06	3.189e-17
6:109382439-109382539	3.515e-14	7.678e-12	3.29e-05	1.655e-18
1:230714259-230714359	8.397e-15	9.36e-13	1.592e-10	1.699e-17
19:1383488-1383588	1.886e-12	3.584e-12	2.604e-08	2.25e-15
3:115146661-115146761	1.863e-13	2.967e-10	0.001081	3.984e-15
17:49192559-49192659	2.493e-15	3.684e-10	9.914e-14	1.218e-18
12:98515469-98515569	5.528e-11	4.183e-10	9.901e-06	2.7e-16
1:27557653-27557753	1.645e-12	1.256e-11	9.24e-12	3.494e-14
X:2929399-2929499	6.293e-12	2.553e-12	1.905e-07	2.966e-14
3:132723203-132723303	3.286e-12	3.093e-11	0.002413	1.334e-18
2:85354617-85354717	3.272e-11	3.466e-13	1.98e-10	1.756e-16
4:94207544-94207644	1.658e-11	2.519e-13	8.661e-07	4.937e-19
8:38996767-38996867	1.141e-12	1.729e-11	1.604e-07	1.55e-16
17:74203570-74203670	7.761e-12	1.229e-09	9.302e-13	1.94e-15
4:1167662-1167762	2.599e-12	5.824e-11	2.464e-05	1.893e-16
1:77682648-77682748	0.000714	6.765e-11	0.009708	7.224e-18
3:169769697-169769797	3.132e-13	1.326e-09	4.733e-07	1.855e-16
5:66144099-66144199	3.587e-12	4.304e-11	0.000397	1.076e-15
7:39949582-39949682	3.233e-12	7.658e-13	7.94e-11	2.315e-15
2:207166108-207166208	2.178e-10	1.045e-12	3.184e-08	6.686e-18
19:17512175-17512275	4.715e-07	2.248e-08	4.271e-11	2.943e-15
17:44708600-44708700	1.342e-14	4.001e-14	3.375e-10	1.955e-18
7:128739115-128739215	6.644e-13	3.502e-14	4.633e-10	1.807e-13
19:51366494-51366594	4.163e-14	2.719e-10	1.994e-09	4.211e-17
17:44947810-44947910	1.238e-14	2.507e-10	2.774e-07	3.904e-17
17:28384510-28384610	1.038e-11	3.274e-13	9.812e-07	1.062e-17
14:49986779-49986879	1.532e-13	6.776e-10	5.26e-05	1.783e-13
16:69565822-69565922	2.827e-08	6.156e-07	1.468e-08	4.832e-15
8:22604572-22604672	1.119e-09	7.489e-09	5.111e-06	5.12e-18
19:36916230-36916330	6.158e-15	2.457e-11	3.35e-08	4.819e-16
X:46574181-46574281	2.048e-15	1.973e-09	0.0003143	1.645e-16
13:27980872-27980972	4.12e-14	1.886e-13	1.787e-06	8.852e-15
9:131125492-131125592	7.902e-15	2.38e-10	1.276e-08	2.004e-17
1:236795084-236795184	2.559e-13	5.499e-12	0.0002276	3.065e-17
12:12611753-12611853	6.289e-08	1.916e-11	9.062e-09	1.777e-16
11:6481400-6481500	1.686e-12	1.989e-10	7.606e-08	3.066e-17
5:177516999-177517099	4.106e-12	4.797e-15	2.105e-11	2.219e-14
6:52664278-52664378	1.473e-12	2.548e-14	4.928e-09	2.165e-16
1:212858092-212858192	2.749e-13	7.939e-12	9.842e-08	1.69e-16
8:10054167-10054267	1.234e-15	3.385e-11	7.49e-08	2.695e-16
22:30922222-30922322	1.015e-15	3.932e-14	0.0002204	4.224e-14
4:56530785-56530885	6.512e-17	1.87e-11	5.374e-07	4.654e-17
17:82519220-82519320	6.351e-11	4.101e-12	1.951e-06	1.106e-17
14:66507965-66508065	3.991e-14	4.702e-13	3.236e-07	7.628e-11
11:94129437-94129537	8.579e-11	1.084e-07	4.818e-08	5.406e-11
12:132710593-132710693	6.367e-12	7.385e-12	4.157e-05	1.285e-15
14:49599207-49599307	6.964e-13	1.037e-11	1.081e-05	1.389e-16
2:84459456-84459556	2.408e-13	4.415e-09	1.117e-05	2.316e-16
15:75023554-75023654	4.132e-11	1.006e-10	3.677e-05	3.686e-18
18:58453359-58453459	9.976e-11	1.369e-13	4.325e-13	8.267e-18
2:101120807-101120907	3.308e-12	2.465e-10	3.761e-11	3.454e-16
16:27314436-27314536	2.188e-11	1.628e-12	1.399e-07	6.161e-17
15:78438003-78438103	9.208e-13	9.368e-13	0.0002063	5.116e-17
X:54530213-54530313	2.422e-12	7.326e-12	1.449e-06	5.638e-16
1:156054769-156054869	1.231e-15	3.279e-08	1.11e-06	4.781e-13
X:41085542-41085642	1.447e-14	3.179e-12	0.0007868	7.858e-15
7:99471805-99471905	8.313e-17	5.527e-18	1.044e-13	1.347e-21
11:67353747-67353847	8.134e-12	9.791e-10	2.644e-06	5.124e-16
6:143450855-143450955	8.091e-12	2.073e-11	7.717e-09	4.276e-16
17:28726540-28726640	3.619e-13	1.024e-07	0.001944	4.643e-17
19:49877058-49877158	0.007788	6.702e-12	3.197e-05	2.6e-18
3:187139745-187139845	3.24e-14	1.693e-11	4.972e-05	7.409e-14
19:49642022-49642122	7.744e-11	1.066e-13	6.058e-08	4.553e-19
X:101408084-101408184	1.365e-11	5.502e-10	8.238e-11	7.657e-16
5:107673721-107673821	9.437e-13	1.163e-12	4.696e-08	3.817e-17
14:77033349-77033449	7.871e-13	8.819e-13	3.161e-08	1.145e-18
6:31739663-31739763	6.243e-13	2.929e-12	0.0006382	3.614e-15
7:143288024-143288124	8.962e-14	2.499e-09	0.0001104	4.642e-15
13:78596926-78597026	1.078e-12	1.486e-13	0.002643	3.232e-19
9:124221058-124221158	8.536e-13	5.917e-12	1.856e-10	3.591e-13
9:113275460-113275560	2.629e-12	7.209e-11	9.936e-07	2.107e-17
7:44999831-44999931	8.293e-13	1.408e-10	1.004e-05	1.488e-14
19:55587362-55587462	8.301e-06	2.205e-10	0.0002224	7.439e-16
4:37686522-37686622	6.615e-10	7.116e-12	3.371e-10	5.026e-17
19:44094320-44094420	5.955e-13	5.212e-11	8.137e-07	3.01e-18
17:76726631-76726731	3.754e-07	1.06e-11	0.0001107	9.13e-18
1:155308747-155308847	8.53e-12	7.317e-12	2.213e-06	1.39e-16
19:36489501-36489601	5.273e-13	1.796e-13	0.001201	2.411e-14
8:53842996-53843096	1.584e-12	2.975e-10	2.327e-05	1.218e-16
7:124929976-124930076	1.705e-14	6.801e-13	1.355e-09	1.027e-16
5:95961961-95962061	1.423e-13	7.36e-11	8.799e-06	2.912e-15
18:58451170-58451270	1.713e-10	2.678e-11	1.937e-12	2.369e-17
7:2403491-2403591	8.535e-13	1.144e-07	0.004986	5.465e-15
6:31972610-31972710	1.1e-09	2.282e-12	0.002001	5.295e-10
8:144095000-144095100	3.583e-13	1.476e-09	2.874e-05	4.359e-17
7:6577420-6577520	8.969e-10	1.41e-08	1.92e-07	2.579e-18
2:218569117-218569217	1.662e-12	3.472e-12	1.168e-05	1.666e-18
19:49640391-49640491	2.698e-11	6.945e-11	1.253e-11	3.744e-17
8:63038807-63038907	1.685e-13	3.99e-08	1.276e-05	2.219e-16
6:138988236-138988336	7.637e-15	8.582e-13	9.689e-12	1.135e-12
11:67081624-67081724	2.897e-12	2.461e-11	9.951e-05	1.968e-12
10:109625103-109625203	2.732e-13	2.5e-15	1.742e-06	8.986e-17
16:46840138-46840238	2.732e-13	2.5e-15	1.742e-06	8.986e-17
7:106598864-106598964	7.228e-15	9.274e-11	9.955e-08	8.647e-19
12:110743091-110743191	2.649e-14	1.173e-12	6.125e-07	3.251e-17
12:120116306-120116406	1.872e-12	1.388e-13	2.176e-07	4e-18
11:695595-695695	2.468e-13	3.159e-13	5.855e-11	3.657e-17
14:24114097-24114197	1.257e-15	8.806e-14	5.465e-05	1.23e-16
4:73417432-73417532	8.857e-11	2.172e-14	3.346e-13	7.398e-17
7:66996865-66996965	1.226e-14	1.287e-14	0.0004218	2.087e-17
16:30065511-30065611	1.521e-12	3.27e-11	1.97e-07	2.25e-17
6:27133924-27134024	3.696e-15	2.091e-13	6.643e-07	1.369e-14
6:53547900-53548000	9.293e-10	1.055e-11	1.333e-05	2.936e-17
6:43171036-43171136	5.259e-09	3.479e-12	1.699e-07	4.369e-18
17:51121057-51121157	1.798e-11	1.297e-11	1.526e-08	5.425e-18
8:144901427-144901527	4.217e-13	1.811e-10	5.945e-10	3.95e-18
20:18507697-18507797	0.001579	3.119e-10	2.396e-12	2.597e-17
17:7035871-7035971	2.066e-12	7.476e-12	3.25e-09	1.484e-16
6:33200797-33200897	0.0009478	1.674e-12	0.003971	1.864e-17
7:19709123-19709223	4.173e-13	0.00603	2.639e-09	6.064e-17
14:20684077-20684177	1.163e-12	2.583e-07	1.466e-05	3.482e-21
20:34955628-34955728	4.49e-12	1.288e-09	6.466e-10	4.252e-19
17:19062179-19062279	1.15e-12	3.184e-11	0.001236	1.353e-18
11:47767249-47767349	8.08e-12	2.261e-11	4.913e-07	3.316e-17
11:60906772-60906872	9.464e-17	5.178e-11	3.098e-09	7.57e-18
12:103965762-103965862	2.239e-13	4.758e-10	4.971e-08	9.289e-18
16:30922505-30922605	7.21e-12	6.101e-11	5.507e-11	2.263e-17
2:68157490-68157590	1.795e-10	1.23e-12	3.529e-10	1.21e-16
4:73416115-73416215	2.356e-11	7.649e-10	6.155e-13	8.325e-15
4:154603762-154603862	1.281e-13	2.217e-11	1.398e-10	1.049e-15
1:114670497-114670597	2.452e-12	3.398e-13	0.001189	2.131e-18
5:52788002-52788102	3.407e-09	7.192e-15	4.808e-09	1.294e-14
8:41529191-41529291	4.976e-12	1.024e-15	2.553e-05	4.291e-18
3:196082117-196082217	7.102e-13	1.347e-10	1.24e-05	1.704e-16
12:990707-990807	2.868e-12	1.196e-08	2.143e-05	9.034e-15
14:69767675-69767775	1.438e-14	2.61e-08	0.0003804	2.24e-17
5:33440654-33440754	3.855e-10	3.755e-12	2.396e-10	1.513e-15
14:37172073-37172173	5.188e-16	4.741e-10	5.339e-06	2.948e-18
20:43657495-43657595	1.387e-14	1.582e-10	0.0001854	2.434e-17
2:214809855-214809955	1.494e-14	8.82e-11	0.0001577	9.231e-13
7:92134749-92134849	4.221e-13	6.588e-12	3.323e-08	2.369e-18
17:48892380-48892480	8.941e-13	3.98e-13	2.192e-11	4.204e-17
6:26027156-26027256	3.327e-13	5.292e-14	8.669e-10	2.082e-18
1:151281570-151281670	5.351e-13	1.524e-07	7.824e-06	3.352e-13
6:163416027-163416127	3.865e-12	2.238e-14	1.59e-06	5.09e-19
1:110407709-110407809	4.692e-11	4.338e-10	1.329e-10	2.162e-17
15:90994612-90994712	6.008e-12	2.012e-12	3.191e-05	2.646e-15
21:39380210-39380310	1.876e-08	6.001e-13	6.063e-05	4.627e-19
19:39412344-39412444	3.736e-11	4.502e-06	3.574e-06	6.938e-18
11:695329-695429	1.167e-11	1.886e-11	9.427e-06	1.753e-12
X:14873198-14873298	9.339e-12	3.679e-11	3.676e-06	1.384e-17
10:91690566-91690666	1.097e-14	1.497e-14	1.668e-14	3.153e-21
17:68019946-68020046	7.245e-08	1.155e-12	5.382e-09	6.704e-19
9:127424372-127424472	1.204e-13	1.325e-09	1.633e-10	2.203e-15
3:194315436-194315536	6.122e-07	4.78e-13	0.0002776	1.728e-16
4:109735637-109735737	2.389e-09	1.103e-08	5.399e-12	3.925e-18
6:167493482-167493582	3.68e-14	2.472e-16	1.81e-10	4.435e-17
19:10653958-10654058	2.976e-09	1.094e-09	9.356e-10	2.024e-18
X:52920915-52921015	7.694e-15	1.886e-09	1.729e-09	1.677e-17
1:52553414-52553514	1.527e-12	1.287e-08	0.0004901	4.102e-16
14:24114738-24114838	4.995e-10	1.17e-11	1.6e-06	2.596e-14
19:8444720-8444820	2.744e-12	1.498e-11	2.312e-07	9.106e-19
17:63848868-63848968	1.199e-10	3.858e-15	2.047e-08	3.736e-16
1:163321786-163321886	1.222e-10	2.042e-11	5.091e-08	1.184e-10
1:119648480-119648580	3.156e-15	8.25e-11	5.781e-05	1.843e-14
5:32710066-32710166	2.668e-06	5.981e-13	0.000175	4.313e-18
8:134832478-134832578	8.718e-14	3.364e-12	1.247e-08	2.37e-17
20:13784918-13785018	1.257e-10	1.78e-12	1.43e-07	1.73e-17
3:59050082-59050182	7.497e-17	2.781e-11	5.67e-07	7.29e-13
1:16644665-16644765	1.78e-13	3.46e-12	2.46e-07	1.922e-18
4:154607016-154607116	1.833e-12	1.792e-10	6.104e-13	3.902e-17
11:47642622-47642722	1.521e-11	6.934e-07	5.145e-05	2.909e-16
6:26124220-26124320	2.374e-12	1.314e-12	3.138e-05	3.906e-17
2:169479384-169479484	9.148e-15	2.188e-09	1.769e-05	1.789e-17
9:83956575-83956675	9.643e-12	1.191e-08	1.573e-07	3.354e-15
5:138464979-138465079	2.47e-11	2.046e-13	3.666e-10	2.178e-19
1:160262512-160262612	5.282e-12	1.352e-12	7.242e-06	3.117e-19
1:29182040-29182140	2.29e-13	4.55e-08	0.0002378	3.566e-16
19:8308039-8308139	1.741e-15	9.704e-13	0.001362	2.605e-19
15:45378741-45378841	1.571e-10	2.291e-12	4.867e-06	2.275e-16
10:73874513-73874613	2.037e-14	1.202e-08	0.0001182	5.144e-15
11:65261683-65261783	6.263e-12	7.583e-12	1.164e-06	2.933e-18
13:79283178-79283278	1.832e-09	1.522e-12	1.179e-12	6.179e-20
14:104736484-104736584	2.411e-08	3.265e-09	1.839e-09	1.657e-14
15:40694995-40695095	9.844e-10	6.264e-12	3.449e-08	1.871e-18
M:13722-13822	1.978e-13	5.202e-13	3.332e-10	7.54e-18
2:206765527-206765627	2.017e-09	7.532e-12	0.0008364	2.103e-13
16:67247601-67247701	2.199e-12	3.814e-12	3.418e-10	1.429e-16
16:11915979-11916079	3.337e-14	3.952e-10	2.699e-10	4.832e-17
16:30445923-30446023	2.671e-13	4.515e-12	1.143e-12	4.036e-20
19:49453330-49453430	9.407e-15	1.159e-12	0.0001332	6.973e-15
5:72955398-72955498	5.84e-15	4.836e-13	1.274e-06	1.589e-17
11:124673776-124673876	8.21e-10	2.258e-11	1.288e-05	3.199e-18
13:28719102-28719202	1.366e-13	1.494e-12	9.711e-06	7.673e-18
3:52536615-52536715	3.58e-11	7.997e-12	9.591e-09	6.106e-14
19:52189893-52189993	7.791e-13	3.978e-12	1.183e-07	7.236e-14
20:10435091-10435191	0.0005525	9.477e-14	1.341e-08	8.77e-16
12:93441889-93441989	4.835e-13	4.689e-11	9.066e-11	9.547e-20
19:18224555-18224655	1.98e-16	8.669e-14	9.412e-12	4.151e-17
4:13627771-13627871	6.846e-11	2.207e-07	0.000131	8.47e-18
22:50251252-50251352	5.223e-12	3.062e-13	8.784e-05	1.513e-12
17:1516655-1516755	2.909e-15	3.186e-08	2.904e-07	1.274e-15
12:47737547-47737647	6.694e-16	8.785e-08	2.328e-09	3.621e-16
12:122526891-122526991	4.224e-12	1.15e-12	0.0002965	8.03e-14
12:118136023-118136123	7.098e-15	1.526e-09	0.0002709	5.297e-15
3:14651645-14651745	0.0003174	7.25e-07	5.17e-09	5.076e-18
19:17511956-17512056	1.987e-08	1.761e-10	5.619e-11	4.352e-15
22:42079638-42079738	5.328e-12	1.005e-09	0.009245	9.731e-18
19:13102599-13102699	1.44e-12	8.564e-07	0.001675	5.978e-16
12:56190293-56190393	1.642e-13	1.488e-08	2.684e-06	4.068e-19
