SEQID	USF2	MAX	BHLHE40
6:89829711-89829811	5.398e-11	7.991e-07	1.268e-09
19:36014415-36014515	1.064e-15	1.621e-10	1.015e-09
1:8644060-8644160	1.657e-08	4.965e-08	1.149e-10
17:82494774-82494874	1.387e-10	7.911e-09	3.075e-11
16:2152800-2152900	2.107e-11	1.025e-06	3.174e-09
12:111446425-111446525	4.295e-06	2.003e-05	3.1e-09
19:7636914-7637014	1.124e-07	4.612e-07	8.257e-07
14:21384158-21384258	0.0002292	0.000309	0.007707
18:2655229-2655329	7.299e-06	0.002245	4.476e-05
4:189940715-189940815	2.076e-12	2.833e-09	3.225e-10
1:2230423-2230523	4.705e-10	7.058e-06	4.708e-08
17:19362846-19362946	3.22e-17	5.814e-07	2.976e-06
7:75486291-75486391	7.793e-08	4.603e-06	4.589e-07
6:34415322-34415422	6.507e-17	6.953e-12	1.746e-11
13:44141836-44141936	3.45e-13	5.895e-09	3.473e-09
2:53787005-53787105	5.053e-11	5.061e-07	1.419e-09
5:78985908-78986008	6.818e-15	4.663e-10	7.075e-10
1:150236027-150236127	2.08e-16	5.127e-12	5.279e-13
3:125644407-125644507	1.845e-11	1.419e-08	4.144e-09
1:27563691-27563791	3.764e-13	1.163e-08	3.703e-09
3:58164477-58164577	5.09e-09	5.538e-08	6.723e-07
21:43929281-43929381	4.734e-10	7.362e-06	5.641e-09
17:29613455-29613555	9.54e-13	3.951e-10	1.595e-11
1:226626641-226626741	1.615e-07	0.004192	0.000231
2:236988940-236989040	2.01e-13	6.513e-06	5.118e-07
15:66617520-66617620	2.462e-14	1.11e-10	1.318e-11
11:63974483-63974583	8.862e-15	2.554e-09	1.152e-08
7:134360146-134360246	9.279e-06	0.0006894	3.887e-05
14:102314289-102314389	4.796e-06	0.0006727	2.278e-05
7:66143143-66143243	2.163e-08	0.001062	0.0001637
9:35604201-35604301	1.758e-14	5.569e-11	9.129e-11
16:68388309-68388409	4.619e-12	1.47e-09	1.172e-10
11:108008880-108008980	0.0004585	0.0003082	0.007703
12:6946417-6946517	5.996e-13	2.826e-09	2.287e-08
2:10036643-10036743	5.046e-11	1.061e-06	8.418e-10
8:64965223-64965323	1.659e-10	4.331e-07	1.373e-07
1:173824541-173824641	1.078e-12	1.867e-10	6.866e-11
21:35019776-35019876	6.587e-12	2.056e-06	9.801e-08
5:62305843-62305943	0.0005165	0.00438	8.716e-07
12:8082215-8082315	1.063e-11	1.655e-07	3.41e-06
1:112955846-112955946	2.03e-09	8.648e-06	6.188e-09
17:50939967-50940067	5.871e-10	1.904e-08	1.658e-09
10:42782662-42782762	2.201e-12	4.889e-10	5.126e-10
12:7109249-7109349	1.024e-06	8.719e-07	2.921e-08
2:26244882-26244982	4.091e-16	1.214e-09	2.757e-12
6:95815539-95815639	2.903e-09	8.978e-05	7.394e-09
3:50238826-50238926	9.795e-12	4.943e-09	3.202e-10
7:113118613-113118713	1.898e-15	3.409e-08	2.96e-08
1:119729216-119729316	7.486e-16	2.351e-10	2.714e-11
22:42079691-42079791	9.574e-12	1.291e-06	1.155e-07
11:66480592-66480692	8.003e-16	7.643e-09	5.262e-12
5:6633028-6633128	7.754e-07	0.001672	4.931e-06
19:47618907-47619007	5.029e-06	5.326e-07	6.869e-09
8:97163492-97163592	7.835e-14	2.098e-08	5.413e-11
7:100081856-100081956	1.246e-12	2.4e-09	6.749e-11
1:61215858-61215958	6.427e-08	1.088e-05	9.83e-07
22:20885908-20886008	2.203e-11	1.802e-08	1.1e-11
21:28992856-28992956	5.299e-14	1.319e-09	2.282e-10
11:66902107-66902207	1.623e-12	4.976e-09	4.746e-11
8:17787199-17787299	5.428e-16	1.59e-09	2.301e-10
17:39980681-39980781	2.85e-19	1.169e-13	1.255e-11
8:17735512-17735612	1.548e-05	7.917e-05	1.43e-08
14:35341749-35341849	1.324e-14	2.91e-09	8.306e-12
7:150368046-150368146	7.496e-07	0.000713	2.068e-05
9:4305223-4305323	9.085e-13	4.086e-09	3.423e-10
5:151156353-151156453	7.805e-15	1.542e-09	1.004e-09
17:76265016-76265116	6.58e-10	8.074e-06	1.864e-09
2:217944117-217944217	5.228e-16	1.308e-11	3.588e-11
4:105708616-105708716	1.224e-12	3.608e-10	1.373e-10
22:41247919-41248019	5.366e-05	1.127e-05	3.369e-06
15:31216430-31216530	1.384e-16	4.207e-10	2.147e-11
22:21938562-21938662	3.974e-23	6.589e-14	2.501e-13
13:110525064-110525164	3.268e-10	1.375e-06	2.679e-07
18:3624129-3624229	1.163e-09	3.311e-08	1.166e-08
10:98420974-98421074	7.446e-05	0.003853	0.0001359
8:85176985-85177085	2.786e-12	8.766e-06	4.452e-06
18:8288965-8289065	4.36e-06	1e-05	2.182e-08
14:23306751-23306851	3.443e-11	1.062e-08	1.266e-10
12:95654035-95654135	9.057e-18	3.732e-11	1.555e-11
1:173868095-173868195	1.24e-09	0.000851	5.359e-05
9:71911495-71911595	0.0007125	0.001517	0.0001556
5:172772517-172772617	1.026e-13	3.449e-09	5.445e-12
12:92035016-92035116	1.269e-07	0.0008007	4.987e-06
5:77776438-77776538	4.318e-11	1.436e-06	4.569e-07
22:21942624-21942724	1.372e-12	5.076e-09	1.47e-10
12:6542394-6542494	2.141e-13	6.403e-11	1.455e-09
9:81536820-81536920	2.141e-13	6.403e-11	1.455e-09
17:5468950-5469050	3.425e-06	0.0029	6.089e-05
17:2710949-2711049	2.284e-09	2.012e-07	2.075e-08
14:67392941-67393041	3.946e-09	1.68e-05	4.521e-08
19:3409660-3409760	2.409e-11	1.9e-08	3.419e-09
1:34866396-34866496	9.184e-07	6.188e-07	1.222e-05
13:49792950-49793050	3.324e-10	3.72e-08	5.677e-10
19:49987206-49987306	3.964e-14	1.095e-09	3.015e-12
15:43510823-43510923	1.863e-11	5.262e-06	4.788e-06
7:103149603-103149703	1.916e-10	1.269e-05	1.171e-07
9:135499858-135499958	0.00946	0.0003106	0.007703
2:233823522-233823622	2.294e-08	0.001325	4.517e-05
22:19605594-19605694	2.294e-08	0.001325	4.517e-05
1:39954923-39955023	1.936e-10	2.234e-06	4.313e-08
20:10671540-10671640	1.46e-05	0.005207	4.831e-05
5:1103775-1103875	0.002087	0.001306	0.0001776
22:38733831-38733931	9.17e-05	1.127e-05	3.369e-06
8:133449540-133449640	9.177e-08	0.0006996	1.097e-06
11:111726385-111726485	7.16e-12	7.029e-08	7.585e-09
6:37791539-37791639	2.032e-13	3.213e-09	7.776e-10
1:234373612-234373712	1.458e-12	2.072e-07	1.129e-09
8:18084198-18084298	1.85e-12	1.218e-11	8.094e-12
15:40807554-40807654	3.303e-13	1.233e-10	1.596e-10
1:1000919-1001019	0.002249	0.002919	6.181e-05
1:225777692-225777792	3.839e-10	9.099e-08	1.203e-08
7:30026818-30026918	8.637e-11	4.097e-08	5.07e-11
1:150213644-150213744	0.001846	0.003557	0.0001604
17:64178304-64178404	2.795e-11	1.74e-07	7.614e-06
11:59551048-59551148	5.076e-12	1.826e-06	3.495e-10
6:122792006-122792106	8.19e-22	2.347e-14	7.02e-16
9:4584805-4584905	9.34e-09	2.719e-05	2.303e-08
10:110462438-110462538	9.965e-14	2.475e-10	1.995e-10
3:20081318-20081418	9.662e-09	2.994e-08	5.65e-10
4:26583937-26584037	7.007e-13	4.95e-09	2.145e-10
19:14572126-14572226	2.412e-08	1.389e-06	2.996e-08
2:38603559-38603659	1.563e-12	1.615e-06	3.066e-08
8:38031506-38031606	2.234e-11	1.049e-06	7.962e-10
22:41347613-41347713	1.651e-11	2.043e-08	4.086e-10
16:28945696-28945796	8.963e-13	5.106e-07	4.758e-08
6:83859519-83859619	4.647e-10	6.042e-08	4.441e-10
7:74478318-74478418	6.211e-06	0.0005677	2.379e-05
11:93570919-93571019	1.111e-16	1.601e-10	4.595e-10
8:80030240-80030340	8.818e-09	6.967e-08	2.937e-07
3:112561881-112561981	0.0003697	0.0002486	0.008049
4:82374103-82374203	3.159e-15	1.927e-08	1.85e-08
15:55498416-55498516	1.215e-12	2.85e-08	8.465e-11
16:83903921-83904021	3.19e-11	1.269e-05	1.165e-07
8:69994614-69994714	1.594e-16	5.349e-10	6.723e-11
1:44775408-44775508	5.801e-10	2.198e-06	3.555e-07
12:128905316-128905416	0.001468	0.003475	4.918e-06
17:7014620-7014720	1.38e-16	1.793e-10	3.685e-12
17:49704099-49704199	0.0001512	0.0001108	4.819e-08
2:233013275-233013375	1.317e-09	2.204e-06	3.403e-07
14:76834522-76834622	2.335e-07	3.096e-05	5.556e-08
14:81219282-81219382	1.482e-13	1.956e-08	1.277e-08
3:119498355-119498455	2.539e-16	5.88e-09	1.142e-12
2:27763364-27763464	4.055e-07	1.544e-05	1.219e-08
16:69089149-69089249	4.822e-05	1.039e-05	9.817e-08
2:27771659-27771759	9.256e-12	2.143e-10	1.508e-09
1:225924255-225924355	0.001788	0.002212	1.319e-06
9:35732398-35732498	8.898e-17	5.685e-10	4.731e-12
1:200670159-200670259	5.966e-13	1.457e-09	1.002e-09
6:33323192-33323292	1.637e-12	9.341e-10	2.212e-11
10:35216692-35216792	8.684e-08	4.862e-06	1.61e-08
4:118827187-118827287	1.499e-10	2.889e-08	1.286e-06
9:134340901-134341001	1.593e-15	8.259e-10	3.815e-12
8:73358621-73358721	1.424e-14	5.453e-11	2.64e-10
3:195852580-195852680	3.853e-20	2.547e-15	2.471e-15
1:223886664-223886764	6.199e-09	2.52e-06	2.179e-07
11:62679078-62679178	0.001115	0.001513	0.0001556
18:68715099-68715199	1.727e-10	9.594e-08	2.066e-08
14:20305896-20305996	3.551e-17	1.657e-09	3.36e-10
2:240898141-240898241	3.761e-11	4.859e-05	9.178e-08
15:89894010-89894110	1.137e-10	3.96e-07	1.302e-05
16:85674188-85674288	1.846e-11	1.226e-09	2.024e-10
21:33915807-33915907	4.911e-13	1.478e-06	2.549e-06
13:49097487-49097587	1.499e-12	1.092e-09	4.942e-12
10:42638132-42638232	2.145e-06	2.441e-05	1.266e-08
9:96031597-96031697	9.858e-10	5.396e-06	6.559e-08
9:128104338-128104438	3.686e-11	4.448e-09	2.281e-09
20:44311247-44311347	3.213e-10	3.464e-06	2.567e-05
20:3159882-3159982	9.953e-16	3.954e-09	9.718e-10
17:76003390-76003490	4.209e-07	8.93e-06	1.447e-08
9:111631149-111631249	1.863e-07	5.471e-07	1.007e-09
9:82488886-82488986	5.128e-05	2.19e-05	5.096e-08
2:58047184-58047284	5.017e-11	4.758e-09	6.719e-09
11:537296-537396	3.382e-05	0.001801	0.003241
22:25400930-25401030	3.512e-15	1.164e-11	1.001e-12
5:33440612-33440712	6.276e-12	2.323e-11	5.073e-13
16:4351272-4351372	2.622e-12	5.241e-06	5.623e-06
5:55307714-55307814	1.74e-10	7.22e-06	5.861e-07
1:234997413-234997513	1.113e-12	4.553e-09	1.18e-10
3:72144965-72145065	4.472e-09	1.03e-08	6.459e-10
17:63848947-63849047	3.694e-05	0.0004279	0.0002643
15:90249457-90249557	1.812e-10	1.797e-06	7.868e-08
22:20212104-20212204	0.0007348	0.002212	1.33e-06
10:5813927-5814027	1.433e-07	0.001115	2.327e-05
11:72434485-72434585	7.41e-11	2.302e-06	1.138e-08
6:35401724-35401824	7.43e-12	2.859e-09	1.653e-10
2:10285697-10285797	1.963e-11	1.835e-07	2.336e-07
22:42536330-42536430	9.313e-10	2.261e-07	8.263e-07
10:102132921-102133021	7.033e-13	1.527e-07	4.2e-10
1:3480400-3480500	2.223e-13	2.569e-10	9.481e-11
18:13551388-13551488	5.929e-06	0.001055	0.0005836
2:172555580-172555680	1.603e-15	5.676e-09	6.006e-09
20:17968855-17968955	4.844e-10	4.687e-07	5.43e-06
19:1304489-1304589	2.234e-08	0.0008499	3.414e-05
X:67044164-67044264	1.159e-12	3.004e-08	8.454e-11
14:68571168-68571268	1.309e-10	7.206e-09	1.134e-09
X:54530404-54530504	3.04e-09	0.0005259	1.063e-06
4:992816-992916	1.182e-05	7.406e-07	2.461e-09
6:44221335-44221435	2.325e-06	2.727e-05	9.011e-07
13:33610487-33610587	3.936e-10	4.697e-10	7.852e-06
7:155205427-155205527	6.066e-11	2.886e-05	2.619e-07
1:205294250-205294350	1.623e-06	7.178e-05	3.253e-09
7:139340273-139340373	6.916e-13	6.867e-10	5.771e-11
7:4830236-4830336	8.367e-06	2.364e-05	4.837e-08
17:82267766-82267866	4.79e-10	4.073e-09	2.86e-10
13:21014988-21015088	8.77e-06	0.0008644	0.000272
3:4987005-4987105	7.918e-09	3.687e-06	6.138e-07
2:219598033-219598133	9.766e-07	6.785e-07	2.002e-07
3:48301435-48301535	3.251e-12	1.524e-08	4.475e-09
14:94081206-94081306	7.534e-11	4.479e-07	1.725e-07
19:34677552-34677652	3.492e-14	1.448e-09	6.915e-10
19:11236772-11236872	2.842e-09	9.23e-08	3.452e-09
1:47523056-47523156	1.121e-10	3.646e-09	3.022e-11
10:16436849-16436949	2.1e-11	4.389e-07	1.618e-09
19:40982709-40982809	3.774e-11	5.098e-10	3.874e-10
13:46675683-46675783	1.561e-06	0.0008008	0.002061
20:50115978-50116078	1.174e-12	6.445e-08	1.505e-08
14:81221344-81221444	0.004407	0.001306	0.0001776
10:68331602-68331702	1.915e-05	0.002882	3e-07
4:38319976-38320076	3.202e-06	5.09e-05	4.665e-09
19:1275816-1275916	5.35e-05	0.001375	0.006595
4:23881321-23881421	1.131e-06	5.957e-05	7.424e-08
13:30674438-30674538	0.0002292	0.005913	0.003796
17:42248731-42248831	4.541e-10	9.195e-10	7.385e-10
2:131492920-131493020	7.395e-12	3.302e-09	9.931e-08
7:45001527-45001627	6.082e-05	3.914e-05	2.328e-08
7:106484665-106484765	0.0002291	0.0005927	0.0001561
9:136094160-136094260	1.866e-06	0.002245	4.476e-05
12:119667861-119667961	4.048e-14	1.565e-08	8.676e-10
7:92245872-92245972	5.687e-16	1.865e-08	4.631e-11
3:58217576-58217676	6.625e-06	0.002882	3.01e-07
6:33200626-33200726	7.83e-11	2.182e-08	2.235e-09
14:103872285-103872385	5.678e-11	1.3e-05	1.169e-07
11:57325045-57325145	6.288e-11	8.118e-08	2.174e-06
20:31696346-31696446	1.505e-12	6.761e-09	2.655e-10
1:112994357-112994457	1.936e-10	8.08e-06	2.065e-09
1:150364081-150364181	1.301e-09	3.91e-06	1.651e-05
2:101630297-101630397	1.642e-06	4.121e-07	1.005e-06
10:86971458-86971558	1.905e-06	0.001193	0.0006932
19:1653074-1653174	1.186e-12	8.798e-09	4.235e-09
11:34654941-34655041	6.116e-10	4.154e-06	8.193e-09
8:102864738-102864838	9.121e-06	0.001673	3.204e-05
15:40565123-40565223	0.001358	0.0006629	0.006576
12:57431078-57431178	6.062e-11	6.85e-06	1.997e-07
2:190353063-190353163	9.855e-16	8.113e-10	2.023e-12
10:78029546-78029646	1.331e-15	2.571e-08	6.179e-09
7:127585609-127585709	8.024e-13	3.402e-10	3.089e-11
6:3745276-3745376	2.433e-16	4.621e-12	2.039e-12
19:48321972-48322072	9.554e-16	5.884e-09	1.115e-09
12:26523917-26524017	0.0003461	2.064e-05	2.182e-06
16:51523009-51523109	4.054e-07	1.544e-05	1.218e-08
16:3401096-3401196	1.246e-12	1.267e-09	3.123e-11
11:112321924-112322024	3.19e-10	1.558e-08	3.031e-09
7:44131247-44131347	1.097e-10	6.75e-08	6.317e-11
17:42387351-42387451	2.955e-16	9.99e-12	1.695e-12
11:2381022-2381122	1.766e-10	4.993e-07	3.795e-09
15:50245047-50245147	1.164e-11	2.96e-09	3.172e-09
6:39115294-39115394	8.108e-11	6.972e-09	6.297e-11
1:37595845-37595945	6.797e-06	0.002305	1.569e-06
1:62436673-62436773	7.798e-16	7.375e-09	2.058e-08
6:105806518-105806618	6.501e-12	6.26e-10	1.706e-09
1:22451862-22451962	5.082e-15	4.394e-10	1.23e-10
1:38012496-38012596	1.522e-08	3.264e-07	1.966e-05
4:56544702-56544802	3.475e-06	6.142e-06	5.62e-06
15:53455339-53455439	2.604e-08	0.0008005	4.987e-06
9:128656825-128656925	4.049e-14	2.556e-10	5.369e-12
6:161162964-161163064	1.889e-05	1.131e-05	3.375e-06
3:37996961-37997061	5.257e-05	0.000947	0.0006828
3:194495092-194495192	4.622e-10	1.8e-07	2.034e-09
8:47735229-47735329	1.11e-16	2.693e-09	1.028e-10
1:161177604-161177704	1.239e-07	4.567e-07	1.839e-09
7:101100319-101100419	1.059e-05	2.41e-06	8.692e-09
16:85294327-85294427	1.381e-13	5.091e-07	3.928e-07
6:160041698-160041798	5.774e-12	7.482e-09	4.756e-10
2:174585247-174585347	7.232e-10	1.463e-06	1.843e-06
10:80491746-80491846	7.488e-12	2.429e-08	1.305e-10
10:120851274-120851374	3.496e-11	1.886e-09	7.688e-10
20:390457-390557	0.0002181	2.299e-05	4.646e-06
13:79406468-79406568	1.068e-11	2.072e-06	2.56e-08
6:133953079-133953179	1.384e-13	2.184e-09	7.419e-10
19:34134292-34134392	5.509e-11	2.331e-06	2.094e-08
17:34981180-34981280	3.831e-11	1.049e-06	2.303e-08
17:17571142-17571242	3.831e-11	1.049e-06	2.303e-08
14:74084755-74084855	3.926e-16	2.416e-09	3.977e-11
1:17580027-17580127	7.831e-11	7.936e-09	4.963e-12
6:27792405-27792505	5.576e-11	2.464e-07	3.603e-11
12:130838354-130838454	1.082e-10	3.05e-07	3.538e-09
7:111561950-111562050	2e-07	3.288e-06	2.913e-08
7:102024816-102024916	4.88e-15	4.403e-10	2.928e-13
9:35111739-35111839	6.573e-11	4.196e-08	1.148e-08
7:32490386-32490486	6.236e-17	1.357e-09	2.469e-09
17:15257403-15257503	2.742e-09	8.75e-06	4.224e-09
2:19989655-19989755	3.588e-05	0.003751	0.0001145
7:70502175-70502275	1.548e-05	7.936e-05	1.994e-07
14:100193171-100193271	2.722e-06	2.176e-07	1.581e-09
14:96104748-96104848	0.000157	1.32e-06	3.489e-08
14:75648503-75648603	3.814e-10	2.645e-09	5.637e-11
4:38318937-38319037	2.735e-16	8.873e-10	4.707e-10
17:9022852-9022952	1.373e-06	0.0007125	1.984e-05
17:6706580-6706680	0.0007348	0.002212	1.333e-06
14:60331273-60331373	9.534e-08	0.000788	0.002338
1:160031859-160031959	4.167e-11	3.455e-08	1.65e-08
5:180831709-180831809	1.9e-06	0.0006994	3.989e-05
2:119580042-119580142	4.798e-07	5.242e-06	7.049e-08
1:244652729-244652829	2.783e-16	2.373e-10	4.803e-11
17:6652044-6652144	1.176e-07	0.0007267	0.0001327
16:87487575-87487675	8.343e-07	0.0008781	0.0002051
17:14300804-14300904	1.192e-10	3.252e-08	3.104e-09
2:70293628-70293728	7.017e-13	2.649e-08	1.692e-08
15:58771063-58771163	0.0003591	0.003436	1.4e-06
5:96935949-96936049	2.778e-13	6.491e-09	6.741e-11
1:56910725-56910825	4.37e-10	2.491e-08	1.119e-09
12:51026451-51026551	2.107e-10	8.405e-06	1.919e-07
17:63550208-63550308	1.11e-12	2.809e-09	7.327e-10
17:32101312-32101412	9.172e-18	8.445e-14	5.032e-14
13:26951679-26951779	2.447e-10	1.544e-07	2.487e-07
1:167222401-167222501	6.112e-06	2.441e-05	1.191e-08
11:61792584-61792684	6.463e-11	4.555e-07	3.967e-09
3:14651513-14651613	1.241e-15	4.984e-11	3.662e-12
11:11976651-11976751	4e-10	4.979e-08	4.688e-11
5:10331559-10331659	0.0001012	0.001812	7.458e-07
19:18464745-18464845	5.368e-15	1.836e-10	6.875e-09
7:100148759-100148859	7.446e-10	9.042e-07	1.222e-08
18:57621874-57621974	1.119e-12	1.132e-05	6.923e-09
21:33286233-33286333	1.984e-06	2.834e-05	3.302e-06
11:95590439-95590539	2.13e-12	1.984e-08	8.119e-10
11:57568248-57568348	2.234e-11	1.285e-07	3.017e-08
19:11114219-11114319	0.0003673	0.0008387	0.001976
15:66504742-66504842	9.584e-16	4.279e-09	6.917e-10
11:65614197-65614297	3.076e-16	4.93e-11	4.729e-12
6:89080595-89080695	1.313e-15	2.577e-09	3.947e-11
13:110062604-110062704	1.453e-11	1.408e-08	3.723e-09
3:32422306-32422406	1.102e-10	1.638e-07	1.008e-05
1:180935671-180935771	1.683e-10	4.545e-06	1.383e-10
14:88045803-88045903	1.038e-22	3.824e-13	3.446e-14
3:51499353-51499453	0.000117	1.722e-06	1.602e-07
22:20790920-20791020	1.608e-06	5.185e-05	1.089e-06
15:58306717-58306817	3.674e-09	4.283e-06	1.337e-06
3:45547289-45547389	1.34e-10	4.188e-08	2.667e-09
6:8064483-8064583	5.693e-12	1.25e-09	1.285e-09
12:68686911-68687011	6.412e-18	3.599e-13	9.893e-12
13:44404328-44404428	4.9e-12	8.002e-09	1.36e-10
6:159789659-159789759	1.626e-16	1.232e-11	5.715e-12
22:41947097-41947197	7.727e-05	0.001006	0.005538
12:56316214-56316314	6.559e-07	8.772e-07	3.892e-06
19:16496181-16496281	4.931e-11	1.198e-06	7.946e-08
10:71836158-71836258	5.798e-06	3.14e-05	1.781e-07
19:53554271-53554371	3.502e-07	1.696e-05	3.455e-06
13:30398820-30398920	1.805e-12	3.09e-11	1.017e-10
16:9091461-9091561	8.371e-13	3.399e-06	1.023e-09
1:6784991-6785091	2.305e-15	6.421e-09	4.762e-09
6:110415630-110415730	5.06e-09	5.231e-08	6.723e-07
14:91510496-91510596	1.749e-12	9.837e-09	3.222e-10
1:207104170-207104270	0.0002048	7.693e-05	5.724e-10
1:205664499-205664599	1.646e-12	5.923e-10	9.574e-12
10:124470751-124470851	1.642e-06	3.865e-07	8.509e-07
7:139691539-139691639	3.918e-06	3.89e-05	3.576e-09
7:149331-149431	1.744e-05	0.005604	2.43e-06
9:124280558-124280658	0.0001634	5.029e-05	5.172e-08
6:113971296-113971396	5.169e-15	2.841e-09	1.241e-08
11:65873668-65873768	3.63e-12	8e-07	1.184e-10
3:129428657-129428757	0.0001322	0.002432	0.0007159
3:15753213-15753313	2.792e-16	7.919e-10	3.243e-12
5:149135580-149135680	1.298e-13	5.522e-09	8.726e-11
3:10460292-10460392	6.795e-11	9.543e-06	6.395e-08
16:88488237-88488337	3.854e-10	7.248e-08	9.859e-09
5:61408675-61408775	1.157e-13	1.507e-10	2.289e-11
3:125054579-125054679	3.885e-10	4.148e-06	2.359e-09
7:129224757-129224857	1.518e-11	4.074e-06	9.547e-08
6:28252276-28252376	8.567e-16	1.519e-10	1.429e-12
19:35049185-35049285	8.758e-16	2.855e-10	1.879e-10
10:96235611-96235711	0.000305	1.723e-05	4.427e-08
3:156555222-156555322	6.396e-16	1.348e-09	2.82e-10
9:131125627-131125727	2.052e-15	3.814e-10	1.698e-11
7:66413747-66413847	2.984e-11	1.658e-05	6.218e-06
17:996847-996947	5.814e-10	7.024e-09	1.918e-09
20:2299427-2299527	1.271e-05	0.001615	0.0001323
2:118088293-118088393	2.718e-11	2.668e-07	1.011e-10
8:22556760-22556860	1.834e-05	0.0009843	7.606e-07
19:5904217-5904317	3.53e-10	5.123e-07	9.474e-09
2:219229712-219229812	3.646e-09	1.49e-07	1.335e-07
6:3403417-3403517	1.202e-11	1.66e-08	5.975e-10
6:31772999-31773099	1.892e-12	5.034e-07	3.061e-08
1:99969786-99969886	6.539e-08	2.911e-06	6.736e-07
12:108566159-108566259	0.0003362	0.001724	0.000157
19:4124267-4124367	3.392e-11	4.939e-06	2.649e-06
10:43408930-43409030	4.035e-11	4.072e-06	9.617e-08
1:25239856-25239956	7.545e-13	4.181e-11	2.44e-10
1:33342389-33342489	7.169e-13	7.411e-09	4.567e-10
1:234617424-234617524	4.405e-06	1.108e-05	2.447e-10
8:55989037-55989137	9.17e-05	1.129e-05	3.372e-06
1:36149629-36149729	2.346e-13	1.314e-08	1.614e-08
2:27582979-27583079	2.71e-12	2.725e-09	1.645e-12
2:20212985-20213085	7.744e-16	1.859e-11	3.526e-12
2:200616338-200616438	0.0001326	0.002432	0.0007159
3:195915088-195915188	4.218e-10	1.232e-08	3.429e-09
15:53416715-53416815	8.598e-21	3.386e-11	4.84e-12
1:226975219-226975319	4.485e-08	2.764e-05	8.543e-10
10:92124944-92125044	3.095e-10	6.979e-08	7.847e-09
9:123109713-123109813	7.942e-11	9.023e-06	3.422e-08
9:83920973-83921073	4.1e-11	1.191e-06	1.882e-06
20:43539341-43539441	2.003e-05	0.001006	0.005538
10:79246757-79246857	9.103e-14	6.47e-09	1.738e-11
6:170554302-170554402	3.942e-13	3.363e-08	2.856e-09
17:75405806-75405906	2.037e-05	1.205e-06	1.79e-08
15:81304440-81304540	1.265e-06	3.044e-05	7.19e-07
15:50355507-50355607	5.233e-09	1.001e-08	1.23e-09
17:82328581-82328681	1.133e-05	0.0002501	2.462e-05
8:116755792-116755892	1.392e-10	9.037e-07	8.629e-06
3:37417363-37417463	9.538e-09	1.948e-05	8.426e-10
3:57556202-57556302	5.029e-12	1.081e-05	2.117e-07
17:74444512-74444612	2.507e-10	1.054e-10	5.429e-12
22:31750115-31750215	4.52e-15	5.901e-08	2.442e-08
6:127343493-127343593	4.228e-10	2.315e-08	1.124e-05
5:96338819-96338919	1.332e-12	1.561e-08	1.629e-10
10:110852416-110852516	1.07e-05	1.784e-07	4.325e-07
8:55773546-55773646	1.954e-13	3.725e-08	4.162e-09
13:110527497-110527597	4.24e-10	5.85e-08	2.329e-09
12:116354211-116354311	0.0001799	1.723e-05	4.416e-08
4:77076261-77076361	3.746e-15	1.455e-08	2.205e-09
22:19144796-19144896	2.553e-13	2.557e-06	2.525e-09
10:75210025-75210125	4.016e-15	2.463e-08	2.803e-10
13:99651199-99651299	5.789e-05	3.108e-05	3.613e-06
16:72042288-72042388	5.16e-14	4.217e-10	1.863e-10
17:51153700-51153800	1.125e-12	8.956e-11	4.552e-08
7:100874982-100875082	6.087e-16	9.075e-09	1.212e-08
19:33397400-33397500	1.249e-10	2.137e-10	5.567e-11
7:151695061-151695161	5.039e-09	3.591e-09	3.947e-09
5:139635949-139636049	9.857e-10	5.396e-06	6.558e-08
3:10115475-10115575	8.314e-11	9.683e-07	2.732e-06
14:69767017-69767117	8.075e-14	8.899e-10	9.475e-11
9:136625291-136625391	4.059e-10	1.367e-08	2.89e-10
16:85940357-85940457	7.743e-06	2.399e-05	8.994e-08
2:65227140-65227240	2.036e-06	3.238e-06	4.183e-07
9:130693889-130693989	1.811e-06	0.001837	2.63e-05
3:12841464-12841564	2.004e-12	1.29e-10	8.194e-12
10:72335049-72335149	3.167e-09	6.831e-07	1.254e-09
19:41439927-41440027	5.688e-10	1.563e-08	6.557e-10
12:120581369-120581469	1.09e-15	2.887e-10	3.023e-11
6:105794399-105794499	2.578e-11	1.765e-08	5.911e-10
10:88227484-88227584	4.017e-09	6.769e-05	1.408e-07
7:130897142-130897242	1.085e-05	0.002882	3.006e-07
13:80979211-80979311	2.985e-06	0.004192	0.000231
9:133144436-133144536	1.27e-10	1.464e-07	1.322e-07
14:102893643-102893743	2.135e-07	1.371e-05	7.57e-08
2:20823050-20823150	6.574e-06	9.122e-07	1.52e-05
19:17341002-17341102	3.736e-10	2.082e-10	2.826e-11
8:1764528-1764628	2.31e-15	1.47e-08	7.602e-12
8:128153265-128153365	4.428e-06	0.002454	0.0003163
4:1346796-1346896	1.518e-11	4.145e-07	2.224e-06
5:147170680-147170780	4.791e-05	3.664e-05	3.449e-08
1:221742326-221742426	1.655e-12	9.902e-09	1.157e-11
14:103897184-103897284	4.429e-12	2.811e-10	2.819e-10
12:53054364-53054464	8.275e-06	2.472e-05	2.063e-08
6:138773660-138773760	7.74e-16	2.236e-10	8.01e-12
12:6852359-6852459	4.2e-09	1.467e-08	5.156e-10
1:33472459-33472559	9.162e-16	3.395e-11	1.354e-09
11:63872315-63872415	1.349e-11	1.604e-07	2.983e-08
19:42268702-42268802	0.0004584	1.396e-05	4.338e-08
