SEQID	HNF4G	HNF4A
11:61975301-61975401	1.671e-08	1.009e-21
5:13250587-13250687	0.009607	3.121e-06
1:39158810-39158910	0.00373	1.871e-05
8:96514427-96514527	0.0001169	3.109e-10
3:119795983-119796083	0.0001997	6.968e-12
3:38347700-38347800	0.0002096	9.575e-07
9:133892485-133892585	2.631e-06	3.126e-15
10:95479570-95479670	1.063e-05	4.9e-16
8:125485913-125486013	0.0003725	2.006e-14
10:77611863-77611963	0.0009496	1.256e-07
9:109811994-109812094	1.061e-08	2.982e-17
11:19508276-19508376	0.008323	1.121e-09
3:124592818-124592918	0.0003477	1.69e-12
2:231681441-231681541	0.001382	1.452e-07
12:75978093-75978193	0.007966	1.861e-10
3:31187489-31187589	2.201e-10	2.581e-28
16:4957915-4958015	3.267e-08	1.045e-17
6:135122609-135122709	0.0009226	1.045e-11
11:578373-578473	0.002405	3.332e-10
18:61823040-61823140	1.844e-06	1.043e-16
12:6058754-6058854	0.0009946	4.758e-11
6:29216707-29216807	0.0005257	4.296e-11
19:34337915-34338015	0.0001159	3.141e-11
4:130073290-130073390	8.175e-07	4.919e-13
3:50195977-50196077	1.092e-08	2.382e-18
3:133670436-133670536	4.828e-07	3.022e-13
3:160948386-160948486	0.0001547	7.515e-10
11:100785877-100785977	2.959e-11	7.921e-28
8:22370889-22370989	0.0001766	3.683e-10
6:167683083-167683183	3.587e-05	2.165e-08
2:233013204-233013304	6.659e-06	2.127e-13
6:34657599-34657699	0.0001552	1.384e-07
9:134323851-134323951	1.942e-09	4.209e-21
11:69008192-69008292	1.267e-05	6.191e-14
2:239296728-239296828	3.192e-05	7.052e-09
17:17078356-17078456	0.008302	5.192e-06
14:24427020-24427120	0.002664	7.107e-08
9:125486229-125486329	0.0007369	1.411e-09
8:77399958-77400058	2.653e-05	4.521e-13
1:151265600-151265700	0.001348	5.971e-14
17:40598631-40598731	0.0007018	1.576e-06
3:131381535-131381635	1.36e-06	1.397e-07
14:94306165-94306265	0.0002737	1.729e-16
5:16160841-16160941	3.248e-05	2.734e-07
19:42433723-42433823	0.008503	1.231e-09
15:57560046-57560146	6.482e-05	9.268e-13
3:69179472-69179572	0.003634	7.33e-09
18:49838055-49838155	7.174e-08	3.804e-15
14:39024231-39024331	0.0007928	1.153e-08
2:191249560-191249660	1.579e-06	1.497e-09
15:101325363-101325463	0.0002409	1.555e-11
4:149493687-149493787	0.0002468	1.815e-07
2:20225985-20226085	3.831e-07	5.102e-13
1:24783887-24783987	0.0001445	1.986e-10
2:240876581-240876681	0.001498	3.495e-10
7:17408720-17408820	2.216e-12	2e-25
6:2715930-2716030	6.059e-05	6.506e-14
1:180935670-180935770	0.001395	1.543e-07
17:68938308-68938408	7.428e-06	5.197e-10
7:1532788-1532888	1.454e-06	3.577e-15
2:63820548-63820648	0.0001646	8.95e-11
15:68205305-68205405	7.024e-07	3.333e-12
5:95873565-95873665	7.024e-07	3.333e-12
9:117662816-117662916	3.898e-06	2.282e-12
10:133520503-133520603	2.411e-05	6.032e-15
6:111692628-111692728	1.014e-09	9.433e-18
1:59936683-59936783	2.044e-05	3.926e-12
2:120384923-120385023	0.009864	2.222e-06
1:89045435-89045535	9.745e-08	1.877e-18
2:210662749-210662849	0.001854	4.345e-08
6:144548732-144548832	1.629e-08	4.62e-14
7:2630303-2630403	0.0003393	4.846e-10
12:105014746-105014846	1.201e-06	1.828e-09
12:69817681-69817781	1.201e-06	1.828e-09
13:95642148-95642248	5.773e-06	1.574e-12
7:44162359-44162459	5.175e-07	6.499e-16
1:56818232-56818332	0.001254	1.792e-11
16:31093505-31093605	5.298e-06	1.009e-15
1:111509444-111509544	2.913e-09	6.904e-20
9:128763165-128763265	0.001002	2.688e-10
18:51150518-51150618	7.066e-05	1.349e-11
2:20196125-20196225	0.00102	3.183e-06
12:3960256-3960356	3.716e-07	7.811e-14
11:61298945-61299045	0.003074	1.791e-12
16:49884091-49884191	0.003074	1.791e-12
5:35050663-35050763	0.004227	1.922e-07
9:128115380-128115480	0.001338	1.372e-08
22:29395043-29395143	0.0007964	3.419e-09
21:33305409-33305509	0.0001021	7.523e-18
6:167735608-167735708	8.314e-05	5.696e-16
18:57141859-57141959	7.338e-09	4.153e-21
6:63510250-63510350	8.23e-05	2.967e-09
8:117928107-117928207	0.0001038	6.487e-18
12:126267832-126267932	5.866e-12	1.687e-25
11:122675501-122675601	5.866e-12	1.687e-25
22:46241097-46241197	0.0007952	1.129e-12
13:98202253-98202353	0.001856	1.224e-11
5:134638872-134638972	0.001241	1.335e-09
5:32249825-32249925	1.019e-09	1.496e-21
11:58880793-58880893	0.004015	0.0001266
15:63474365-63474465	1.945e-05	3.413e-10
18:49682647-49682747	8.108e-09	1.261e-11
2:158458178-158458278	0.002663	2.305e-06
10:11699587-11699687	7.027e-07	2.103e-18
8:97849527-97849627	0.0002825	1.269e-11
5:141874621-141874721	0.0009166	3.354e-09
7:101935747-101935847	1.471e-07	5.155e-11
15:80171998-80172098	0.006342	6.252e-11
12:117417160-117417260	0.0005712	1.381e-11
5:10302040-10302140	2.56e-05	2.561e-08
17:40032492-40032592	0.0003715	2.172e-12
21:17796658-17796758	5.714e-05	3.979e-10
12:98574294-98574394	6.766e-08	3.494e-12
16:89729984-89730084	0.0004736	4.919e-15
9:82369420-82369520	2.135e-07	2.332e-15
20:22507428-22507528	4.38e-05	9.276e-08
20:38162286-38162386	5.589e-10	1.7e-20
8:28070064-28070164	9.326e-06	6.475e-11
17:50766420-50766520	9.996e-08	1.872e-14
11:14258354-14258454	0.00658	5.031e-11
1:29258878-29258978	9.423e-05	2.281e-15
15:71273924-71274024	5.842e-09	2.578e-18
11:126611560-126611660	4.13e-06	6.128e-15
5:150582582-150582682	0.002038	3.509e-09
9:130873136-130873236	1.309e-05	6.111e-14
2:22282349-22282449	0.0001537	3.34e-12
3:32340796-32340896	3.213e-13	3.34e-12
15:78970464-78970564	0.007457	1.081e-17
1:179104976-179105076	0.0001866	1.519e-09
21:31625052-31625152	3.168e-05	2.776e-15
3:188290723-188290823	2.785e-08	6.111e-18
6:126380155-126380255	0.001289	2.081e-10
3:171676803-171676903	9.308e-06	8.948e-10
4:25155056-25155156	0.0007351	1.553e-07
4:87317664-87317764	8.956e-16	4.933e-26
2:20538166-20538266	1.379e-07	1.174e-12
5:74833668-74833768	2.515e-05	3.926e-10
12:51626235-51626335	1.978e-06	1.322e-15
5:132467098-132467198	2.931e-08	1.272e-17
X:7012602-7012702	3.038e-05	2.171e-08
16:17173562-17173662	1.84e-05	2.38e-12
15:84606924-84607024	0.002265	3.997e-15
3:194261823-194261923	8.924e-06	1.515e-17
6:34639474-34639574	1.54e-05	5.759e-13
7:1715876-1715976	7.497e-05	1.737e-12
1:243739765-243739865	0.008895	3.508e-05
17:17900646-17900746	4.41e-05	1.255e-11
9:111559350-111559450	0.000137	3.54e-09
5:55691518-55691618	1.336e-09	1.842e-09
5:67606371-67606471	1.192e-18	1.842e-09
3:72462818-72462918	0.001349	2.161e-11
1:162596946-162597046	0.001972	5.206e-06
19:33041450-33041550	2.805e-05	8.471e-09
5:155460603-155460703	0.001739	7.696e-09
22:30432688-30432788	3.097e-05	2.267e-10
16:10923884-10923984	0.0007581	1.465e-07
11:6230120-6230220	1.402e-05	9.642e-14
20:40551322-40551422	6.574e-07	6.131e-18
6:43278002-43278102	0.0001332	3.549e-13
2:128270815-128270915	0.0004052	8.677e-10
6:7201161-7201261	0.0001284	1.958e-11
17:65087833-65087933	2.461e-09	6.193e-20
22:29054365-29054465	0.0001208	1.186e-12
X:41381804-41381904	0.0003302	3.479e-09
22:49967853-49967953	7.866e-05	3.495e-10
11:44709266-44709366	0.0009156	4.265e-12
14:69637697-69637797	1.149e-06	6.23e-16
11:71179934-71180034	0.0001362	8.763e-11
3:129433740-129433840	8.861e-08	8.401e-20
1:220828317-220828417	0.0001184	5.014e-11
6:42845379-42845479	6.171e-05	3.049e-14
17:10737410-10737510	0.0009899	1.492e-08
7:44076206-44076306	5.491e-05	1.323e-08
13:113009831-113009931	5.122e-05	9.143e-13
10:91556956-91557056	7.235e-08	7.202e-15
6:158034410-158034510	0.0001531	9.153e-10
12:16386119-16386219	4.757e-07	9.194e-15
16:12186916-12187016	0.0006606	2.965e-07
11:67003028-67003128	1.651e-06	3.729e-24
5:132476082-132476182	0.002169	8.538e-06
19:47096356-47096456	0.000238	1.062e-08
17:17527640-17527740	7.809e-08	1.056e-12
3:170966643-170966743	0.0001017	5.147e-11
5:141524917-141525017	6.408e-05	5.87e-11
17:50281843-50281943	2.213e-05	3.215e-12
2:9336915-9337015	1.272e-05	1.326e-13
8:18084910-18085010	0.001854	1.591e-08
12:124750229-124750329	2.52e-07	2.333e-15
2:109623444-109623544	1.386e-05	2.347e-08
2:233349118-233349218	1.718e-05	2.503e-16
16:81549322-81549422	0.001336	3.634e-08
12:10892085-10892185	4.438e-05	1.868e-08
12:6768085-6768185	0.007858	7.77e-08
17:45935953-45936053	1.53e-05	2.312e-14
X:28852009-28852109	0.0007697	1.668e-16
11:16186801-16186901	1.657e-11	1.395e-21
19:40923976-40924076	0.001477	4.719e-09
15:58306678-58306778	1.535e-05	4.017e-17
11:112216941-112217041	2.485e-10	1.492e-20
6:129795368-129795468	0.0001509	1.429e-08
2:172967718-172967818	0.0007008	1.232e-13
2:238294744-238294844	0.0001271	2.075e-09
3:58164343-58164443	1.257e-07	4.928e-16
17:75309125-75309225	0.02423	0.001656
14:69648956-69649056	1.184e-08	1.871e-18
15:58117805-58117905	1.341e-06	1.141e-15
5:35683601-35683701	1.007e-05	6.376e-11
3:10599636-10599736	0.001338	1.112e-13
4:165158907-165159007	0.007199	7.126e-11
3:58246782-58246882	0.0003053	1.443e-09
14:69780231-69780331	0.004667	8.5e-09
1:2522389-2522489	3.11e-05	1.939e-11
6:142868153-142868253	8.21e-08	8.843e-15
1:220767405-220767505	8.067e-05	1.903e-09
8:9102740-9102840	0.002624	4.261e-08
3:12964939-12965039	1.71e-09	3.225e-09
3:72973156-72973256	0.003468	3.973e-08
9:134320930-134321030	2.751e-07	9.864e-18
14:68783983-68784083	3.49e-06	8.053e-13
2:98488859-98488959	0.0005792	1.034e-12
16:78985030-78985130	0.001173	3.266e-10
2:119579867-119579967	5.483e-07	2.822e-13
1:82515803-82515903	0.0003983	1.424e-08
19:2557633-2557733	4.928e-09	1.614e-18
14:59297228-59297328	1.069e-08	3.285e-25
10:70854003-70854103	0.006975	0.0006431
22:42070966-42071066	5.995e-09	3.629e-15
11:67632600-67632700	0.0004238	4.567e-10
11:60852389-60852489	1.997e-10	4.278e-18
2:64730803-64730903	3.897e-05	6.458e-13
11:77589843-77589943	1.305e-06	1.128e-09
13:61563782-61563882	7.558e-07	2.873e-15
15:71279852-71279952	6.355e-05	1.012e-13
5:141590225-141590325	3.509e-08	4.815e-13
4:24228803-24228903	2.011e-06	2.919e-13
4:151481946-151482046	8.517e-06	2.293e-08
4:76831025-76831125	0.0002629	2.614e-14
2:118319354-118319454	4.411e-06	1.701e-10
1:169588296-169588396	7.741e-07	5.195e-14
7:2636412-2636512	5.913e-06	4.726e-10
10:15108508-15108608	0.0003409	1.163e-06
3:134310043-134310143	9.079e-05	1.048e-09
12:16166734-16166834	0.005087	1.877e-06
19:17797625-17797725	0.0001018	1.308e-11
2:73032353-73032453	7.029e-05	1.054e-07
12:122996014-122996114	2.478e-05	2.209e-12
3:32216256-32216356	7.991e-05	1.185e-08
1:154418314-154418414	3.759e-07	6.165e-14
17:59367039-59367139	2.063e-09	8.47e-17
10:77480108-77480208	3.499e-08	1.804e-13
5:173802850-173802950	6.652e-07	4.849e-16
3:187222925-187223025	0.001995	2.599e-05
10:124470840-124470940	8.611e-05	2.794e-13
10:30186713-30186813	0.001925	2.45e-08
2:235000899-235000999	0.008318	8.402e-06
12:109830443-109830543	0.0001768	5.687e-11
19:15479455-15479555	1.234e-05	2.917e-10
3:144119037-144119137	1.456e-05	3.697e-08
3:14114105-14114205	2.742e-05	3.584e-11
17:41941832-41941932	0.003078	4.444e-08
2:133844433-133844533	0.003174	1.684e-08
1:236064240-236064340	0.004143	4.852e-09
8:95067489-95067589	5.172e-12	5.646e-25
1:114720665-114720765	0.001337	2.2e-07
2:127438351-127438451	1.383e-05	1.773e-14
2:47225462-47225562	5.822e-08	2.188e-14
1:40390115-40390215	0.0003189	3.132e-06
1:27563656-27563756	0.0003069	1.688e-15
10:80281969-80282069	8.557e-05	1.065e-12
1:204130425-204130525	8.299e-09	2.728e-17
2:50770430-50770530	8.475e-06	2.609e-13
3:150744726-150744826	0.000499	4.574e-11
3:147184817-147184917	2.225e-05	7.57e-14
12:128861608-128861708	4.565e-06	4.171e-16
3:188036503-188036603	0.0002082	1.562e-11
1:223046179-223046279	0.0005563	2.875e-12
1:94963010-94963110	1.179e-05	7.817e-14
19:33403687-33403787	0.0001653	8.131e-14
6:3743060-3743160	0.0002354	4.071e-11
1:230254487-230254587	1.448e-09	1.041e-17
5:115894557-115894657	1.072e-13	3.238e-25
16:69119109-69119209	2.539e-05	1.651e-06
5:147773688-147773788	0.0001719	3.853e-15
3:149843665-149843765	8.495e-06	2.015e-10
1:23809879-23809979	8.495e-06	2.015e-10
6:52589242-52589342	0.0001492	5.524e-10
11:34318642-34318742	0.003516	1.448e-08
7:41942543-41942643	2.401e-06	1.487e-12
20:10111260-10111360	1.534e-05	8.031e-13
1:241560675-241560775	9.654e-06	2.869e-10
11:112226005-112226105	1.594e-06	5.429e-11
21:41501222-41501322	0.0005672	1.306e-12
2:21044072-21044172	9.293e-05	1.196e-13
3:50211294-50211394	0.002072	7.486e-08
17:35913080-35913180	0.000381	1.043e-12
6:130827341-130827441	0.002637	5.099e-07
9:96408787-96408887	0.0009883	3.314e-10
16:87936576-87936676	4.399e-05	3.324e-09
12:122126885-122126985	3.177e-08	4.048e-21
1:65200516-65200616	3.412e-06	3.769e-12
1:41776949-41777049	3.412e-06	3.769e-12
8:143013492-143013592	0.0002811	8.703e-10
1:211904089-211904189	0.0006535	1.747e-09
10:70109494-70109594	0.008976	0.0008455
1:213759991-213760091	5.508e-05	8.671e-13
11:11813387-11813487	0.0004704	1.205e-13
20:1874549-1874649	0.0004704	1.205e-13
1:206659561-206659661	0.0001493	1.144e-05
6:111676540-111676640	6.352e-05	1.373e-09
12:50932991-50933091	0.003645	4.619e-08
14:52948110-52948210	5.588e-08	5.306e-17
9:105679537-105679637	0.001048	6.248e-08
1:159712174-159712274	0.001151	2.828e-13
5:177379097-177379197	2.01e-08	1.195e-18
1:26359257-26359357	0.001051	1.291e-08
1:56818888-56818988	5.652e-06	4.225e-18
5:143482164-143482264	0.001385	4.531e-10
10:70834906-70835006	0.0005251	1.006e-10
11:68270859-68270959	5.011e-07	2.765e-13
5:144451711-144451811	0.002108	2.064e-09
2:62461898-62461998	0.0003484	3.133e-10
7:15555699-15555799	0.0001584	1.445e-12
15:88615379-88615479	0.00898	3.253e-06
17:32152233-32152333	3.578e-08	3.35e-16
2:75865238-75865338	3.796e-05	3.458e-12
1:151547355-151547455	4.062e-05	2.722e-08
2:61629888-61629988	0.004764	1.069e-09
17:17538772-17538872	1.733e-07	9.268e-11
1:39928972-39929072	3.665e-09	3.362e-18
12:12308588-12308688	7.668e-05	1.39e-11
1:176444470-176444570	2.27e-07	4.835e-16
12:91817682-91817782	4.314e-10	5.921e-20
6:30163356-30163456	5.733e-09	8.178e-18
12:31229580-31229680	0.004015	1.598e-05
14:95222986-95223086	1.699e-05	3.521e-14
8:126301106-126301206	2.756e-05	4.447e-08
1:56508569-56508669	0.001251	2.059e-08
20:31610768-31610868	8.152e-09	3.727e-19
7:36978053-36978153	2.175e-12	6.737e-25
18:28167877-28167977	0.0008042	6.719e-12
11:67448309-67448409	2.646e-09	5.008e-17
2:171729451-171729551	1.051e-07	2.19e-18
20:17875437-17875537	0.003665	1.431e-05
3:24478731-24478831	6.265e-07	1.619e-12
12:95635089-95635189	1.08e-06	1.364e-14
8:135567528-135567628	0.000105	1.629e-15
18:58600808-58600908	2.104e-05	7.758e-10
7:96548860-96548960	4.766e-05	3.654e-10
7:21251572-21251672	0.006975	1.672e-06
6:136511996-136512096	7.319e-05	4.536e-14
8:70773693-70773793	0.001289	4.079e-08
8:70332722-70332822	1.011e-06	1.035e-09
3:197236505-197236605	6.551e-05	2.726e-07
1:234874616-234874716	9.658e-05	3.159e-09
10:121454978-121455078	0.0001233	8.022e-13
14:21024197-21024297	1.356e-06	4.643e-17
16:75264124-75264224	1.733e-05	7.267e-12
3:53093086-53093186	3.063e-07	5.196e-14
6:140050438-140050538	7.914e-08	3.146e-13
3:182244727-182244827	3.414e-08	8.456e-16
14:100816731-100816831	0.00143	3.129e-05
9:91197364-91197464	3.001e-05	6.623e-09
19:40989603-40989703	1.357e-08	1.712e-13
3:58168735-58168835	2.781e-05	2.25e-11
14:24386892-24386992	2.207e-08	6.474e-12
21:43867138-43867238	0.0002508	7.311e-06
6:12001800-12001900	0.002024	5.536e-06
22:35372126-35372226	0.0001493	1.092e-05
4:70714105-70714205	2.867e-10	4.439e-21
7:46155546-46155646	0.0002732	1.372e-12
1:29304253-29304353	1.89e-07	2.013e-13
1:12615985-12616085	0.0002386	9.133e-12
11:15482045-15482145	3.582e-13	1.655e-24
17:57109522-57109622	0.000163	7.006e-14
8:100329136-100329236	0.0001164	6.569e-09
7:6482477-6482577	1.405e-17	1.23e-33
6:137723471-137723571	7.158e-12	9.302e-21
7:124762996-124763096	0.007762	3.926e-06
1:184626740-184626840	2.074e-05	2.703e-08
4:40370032-40370132	0.003802	7.158e-06
4:83034941-83035041	0.001103	3.297e-11
8:61311882-61311982	5.576e-07	1.963e-17
16:53048610-53048710	0.001385	6.667e-09
10:52774722-52774822	0.0003297	3.488e-15
16:75528004-75528104	8.464e-08	1.345e-18
22:27870700-27870800	4.459e-05	4.103e-16
1:156225438-156225538	1.525e-10	1.437e-22
2:74502483-74502583	0.00759	2.157e-05
1:12525564-12525664	2.722e-06	2.37e-17
5:154653576-154653676	2.319e-06	2.796e-18
19:4153409-4153509	3.418e-05	3.294e-08
7:27617841-27617941	3.418e-05	3.294e-08
9:35669593-35669693	0.006097	0.0001278
2:196729558-196729658	0.007762	1.105e-05
6:43060434-43060534	0.000165	2.597e-13
8:120839426-120839526	0.0001339	3.839e-16
12:105317965-105318065	4.106e-05	1.219e-12
11:18384391-18384491	0.0002022	5.558e-14
12:117422164-117422264	0.005488	5.426e-12
3:24451736-24451836	0.0002311	6.816e-11
1:9465686-9465786	1.399e-06	4.789e-17
7:134356099-134356199	0.001051	9.113e-10
7:135634338-135634438	0.0005745	1.844e-09
10:68303955-68304055	0.0005745	1.844e-09
16:543364-543464	0.001337	7.471e-08
2:38407371-38407471	4.959e-11	2.208e-23
17:57096996-57097096	8.115e-05	3.613e-12
11:111330644-111330744	0.002105	8.9e-08
11:27055237-27055337	0.004106	2.385e-07
2:42787846-42787946	4.536e-06	5.598e-13
15:78140338-78140438	2.504e-06	1.943e-14
3:22157095-22157195	2.504e-06	1.943e-14
3:30626113-30626213	2.504e-06	1.943e-14
11:121565137-121565237	1.355e-08	9.042e-16
17:5111897-5111997	0.0001493	4.329e-07
1:223708140-223708240	2.723e-08	2.037e-16
5:74918284-74918384	9.549e-09	8.3e-15
9:112556245-112556345	1.793e-05	1.313e-07
10:76336467-76336567	0.002836	0.0001049
20:43959286-43959386	0.0003603	4.488e-12
8:75505398-75505498	0.0007906	5.187e-14
2:120503997-120504097	2.857e-05	1.462e-11
16:56263858-56263958	1.026e-11	3.666e-22
9:136945030-136945130	0.0001328	1.639e-10
1:155129192-155129292	0.001254	4.377e-09
2:8139219-8139319	1.094e-08	8.482e-11
19:44903929-44904029	0.002762	3.23e-06
5:142521918-142522018	8.428e-08	1.384e-11
1:99748588-99748688	2.649e-08	4.819e-10
10:59315599-59315699	0.001906	2.529e-08
11:62601891-62601991	1.397e-11	3.286e-17
16:13245797-13245897	0.000167	3.734e-14
20:31696313-31696413	0.0003242	9.99e-13
11:33061424-33061524	1.226e-09	7.826e-19
11:43920911-43921011	3.078e-05	3.261e-15
1:44283694-44283794	9.582e-07	2.491e-12
8:30314594-30314694	6.309e-06	1.575e-13
18:50128622-50128722	0.007718	2.348e-09
5:1106077-1106177	5.92e-05	3.913e-07
12:210403-210503	0.0001373	2.681e-11
1:198088025-198088125	0.0001373	2.681e-11
2:101120704-101120804	1.624e-05	1.53e-14
8:100663689-100663789	4.352e-05	3.834e-09
1:194026591-194026691	4.352e-05	3.834e-09
12:59858629-59858729	0.0004104	8.909e-09
17:66235450-66235550	0.0003084	1.25e-09
2:44061118-44061218	5.282e-05	1.099e-12
3:9414981-9415081	2.915e-06	3.789e-09
2:239328682-239328782	4.271e-08	1.493e-15
10:112265863-112265963	1.204e-06	5.758e-14
6:26104849-26104949	5.081e-06	2.188e-16
15:80208038-80208138	5.941e-05	3.142e-10
2:20215362-20215462	0.001059	8.113e-08
1:155107462-155107562	8.409e-05	2.418e-13
1:99739037-99739137	2.728e-10	4.111e-23
13:110507256-110507356	0.0002182	1.536e-09
7:14636085-14636185	0.0002082	5.775e-05
20:22430869-22430969	0.0007883	2.447e-07
1:212518585-212518685	9.233e-05	8.057e-17
1:154497021-154497121	7.074e-05	8.447e-07
10:7700662-7700762	0.0001904	1.088e-11
11:130003720-130003820	5.219e-06	6.2e-14
2:175606448-175606548	0.0002363	3.447e-10
15:92164897-92164997	0.0008925	4.782e-15
19:9819116-9819216	2.509e-06	2.251e-10
7:55178870-55178970	0.001026	1.095e-07
17:19648939-19649039	1.723e-07	2.434e-09
10:35364985-35365085	0.0003169	1.101e-10
6:157954636-157954736	0.0005546	0.0002296
11:66971063-66971163	2.189e-05	1.729e-15
17:29170442-29170542	7.026e-05	2.803e-11
3:154140085-154140185	0.003012	4.267e-09
6:107540683-107540783	7.759e-08	1.374e-10
20:37528221-37528321	0.0005735	8.843e-07
3:129116578-129116678	0.001019	7.833e-14
19:1400507-1400607	0.003646	2.926e-05
4:185713864-185713964	0.0003954	1.539e-08
2:168961790-168961890	2.498e-07	3.626e-17
14:99596961-99597061	0.002231	1.163e-12
1:47969564-47969664	0.002231	1.163e-12
18:62452576-62452676	0.002023	2.781e-08
22:46864460-46864560	0.0008821	3.534e-06
8:114970594-114970694	0.0002343	1.622e-08
13:74168391-74168491	1.964e-05	8.851e-12
10:99849592-99849692	0.001735	7.603e-09
9:98118474-98118574	0.001404	3.442e-08
1:223248459-223248559	1.008e-05	6.335e-15
7:45882066-45882166	0.0001758	4.793e-09
2:73686215-73686315	0.002569	6.666e-07
18:9073616-9073716	6.943e-05	1.301e-11
8:124631248-124631348	6.671e-06	9.289e-15
19:55654502-55654602	3.261e-08	3.097e-15
17:18867266-18867366	0.0005916	5.393e-10
16:21233569-21233669	0.0001745	1.126e-08
3:10224854-10224954	0.001086	1.111e-08
5:172892818-172892918	0.0001646	4.149e-15
10:95069504-95069604	0.003936	2.235e-05
1:116921670-116921770	0.001853	2.391e-10
7:31318445-31318545	0.005681	1.322e-11
17:8477779-8477879	0.001561	6.957e-07
4:37425981-37426081	0.001175	9.145e-10
4:159224563-159224663	1.215e-12	3.492e-22
11:27489231-27489331	2.895e-11	6.307e-20
12:109949197-109949297	0.0001538	7.939e-10
11:12692814-12692914	0.004447	7.662e-08
3:37229840-37229940	0.0002013	2.972e-12
2:102107786-102107886	0.004061	0.0001281
7:66076930-66077030	0.0003351	3.354e-11
16:76532377-76532477	1.863e-05	2.293e-13
12:102511733-102511833	0.001305	2.498e-05
1:12614531-12614631	9.845e-07	4.772e-15
12:108880026-108880126	4.024e-05	1.691e-05
17:68391708-68391808	0.0002621	4.535e-13
3:155354785-155354885	0.01087	4.659e-07
12:3097993-3098093	0.001682	1.117e-09
1:52916736-52916836	1.82e-06	2.276e-13
16:14562856-14562956	1.266e-11	1.348e-22
9:13175854-13175954	2.959e-06	7.779e-14
7:156516433-156516533	1.156e-05	2.595e-11
11:17954506-17954606	1.039e-07	5.063e-09
1:150532339-150532439	0.002469	1.359e-13
1:19013875-19013975	1.053e-10	6.248e-18
16:30999228-30999328	0.0006579	1.275e-14
9:86452349-86452449	0.0005827	1.62e-08
8:94198653-94198753	0.01387	0.0001363
11:119109031-119109131	6.696e-05	1.59e-09
16:85622183-85622283	0.0005671	1.643e-12
21:17523064-17523164	0.0001717	8.697e-08
5:34008249-34008349	0.0001095	3.941e-16
20:45891191-45891291	1.559e-05	4.291e-07
16:81889143-81889243	0.001482	2.588e-10
12:116354081-116354181	1.53e-06	4.069e-11
18:35482104-35482204	2.832e-12	7.339e-26
2:54908728-54908828	0.00311	1.214e-08
9:120735567-120735667	0.00311	1.214e-08
4:7209878-7209978	3.022e-07	1.859e-08
22:30404471-30404571	3.914e-08	5.055e-19
4:38673688-38673788	6.704e-05	2.766e-15
19:58353539-58353639	1.511e-06	5.943e-14
18:50072276-50072376	1.985e-05	6.449e-11
4:76498711-76498811	0.009018	9.532e-05
1:39566903-39567003	0.007589	7.379e-05
11:86941556-86941656	2.592e-06	4.746e-12
3:119795176-119795276	0.002028	9.813e-07
5:172715112-172715212	4.285e-07	5.556e-14
1:45499980-45500080	7.613e-07	1.861e-12
2:27126371-27126471	1e-05	2.815e-13
17:43384513-43384613	3.199e-06	2.563e-15
14:95332074-95332174	8.731e-07	1.625e-15
2:240794438-240794538	0.007592	2.287e-08
6:6975504-6975604	1.347e-05	1.661e-13
2:208354972-208355072	0.0004954	4.135e-07
2:200591452-200591552	5.276e-08	1.939e-13
13:30398901-30399001	0.0002362	3.656e-10
10:119252829-119252929	0.001057	1.077e-09
4:139660932-139661032	3.559e-05	1.855e-09
6:157540071-157540171	0.002569	8.466e-08
5:180808718-180808818	0.008976	1.553e-06
14:77023619-77023719	0.001676	4.13e-10
17:35973484-35973584	0.003222	4.238e-09
18:74369153-74369253	0.002596	3.505e-10
6:138508171-138508271	1.587e-05	5.31e-11
19:2174304-2174404	1.133e-07	1.383e-11
8:97163538-97163638	0.000583	2.453e-11
6:31739662-31739762	6.725e-07	3.219e-14
1:47913452-47913552	0.00426	4.895e-06
3:157120660-157120760	0.001676	1.218e-09
2:229160347-229160447	3.088e-13	3.829e-30
1:92505287-92505387	8.294e-09	3.286e-23
11:65546566-65546666	1.387e-05	5.021e-08
12:57454557-57454657	0.002207	1.568e-07
13:102908278-102908378	0.001857	1.417e-06
1:11940616-11940716	0.0001648	2.762e-13
1:204142447-204142547	0.00707	1.104e-07
9:95064677-95064777	3.583e-07	4.96e-16
12:45990884-45990984	0.01235	3.177e-05
3:188206288-188206388	4.062e-05	2.794e-11
11:124929397-124929497	6.429e-09	7.612e-20
8:142762959-142763059	8.513e-05	4.101e-11
16:79193055-79193155	3.716e-05	3.756e-10
11:3021210-3021310	0.005025	1.41e-12
6:39279699-39279799	2.604e-05	9.241e-14
14:64123368-64123468	2.58e-05	1.922e-15
21:34615383-34615483	0.002762	6.215e-06
1:234538235-234538335	4.181e-13	1.213e-31
10:127873049-127873149	0.004837	1.698e-08
3:12405925-12406025	1.183e-05	8.173e-14
13:108154458-108154558	0.00387	9.444e-06
3:122365690-122365790	0.007849	1.932e-06
10:133360190-133360290	3.342e-07	7.706e-17
10:62045957-62046057	6.344e-09	1.025e-10
3:52775536-52775636	0.0003396	1.518e-09
17:4889225-4889325	0.0001153	7.24e-15
6:3840569-3840669	3.171e-07	2.909e-15
17:74442719-74442819	0.0004623	1.641e-11
1:169570234-169570334	0.00164	6.13e-08
9:136697234-136697334	9.137e-05	2.428e-08
10:25079161-25079261	0.001731	4.814e-06
8:117885880-117885980	0.0004024	1.434e-09
11:13965536-13965636	0.001336	7.708e-07
2:8659364-8659464	8.917e-05	8.788e-08
