SEQID	YY1	CTCF	ZBTB33	REST
11:15101209-15101309	9.386e-14	0.00184	5.128e-10	2.302e-18
17:42025015-42025115	1.623e-11	0.006021	4.461e-12	7.448e-15
8:143430918-143431018	1.239e-08	0.003104	6.974e-09	1.14e-15
6:24992030-24992130	1.078e-13	7.792e-06	2.129e-12	1.224e-15
12:48165277-48165377	1.632e-10	3.223e-05	5.552e-13	1.527e-17
11:36510301-36510401	1.417e-13	0.001731	9.771e-10	3.972e-16
17:77056408-77056508	7.763e-15	0.005059	1.157e-05	3.623e-14
1:153797342-153797442	7.763e-15	0.005059	1.157e-05	3.623e-14
11:67629337-67629437	7.065e-13	0.001832	5.173e-10	3.494e-14
X:77910442-77910542	4.778e-11	1.972e-05	1.241e-09	1.104e-16
4:17549213-17549313	5.599e-10	0.005187	3e-13	8.625e-19
19:19554512-19554612	1.608e-09	0.0001686	2.231e-12	7.847e-17
15:38817810-38817910	3.16e-14	0.0007465	1.593e-11	8.125e-16
14:20691192-20691292	1.574e-12	7.137e-09	6.484e-12	9.337e-16
19:11482751-11482851	6.379e-14	3.59e-05	4.716e-09	2.685e-17
19:8412997-8413097	1.099e-12	7.661e-06	4.941e-10	4.634e-16
17:78925412-78925512	4.968e-14	5.344e-07	2.862e-09	1.113e-17
14:20697855-20697955	2.301e-08	1.761e-07	4.444e-13	1.06e-18
10:62610757-62610857	3.814e-09	2.098e-06	1.275e-12	3.938e-12
1:77979494-77979594	4.539e-13	2.234e-08	2.613e-06	1.58e-16
12:6465652-6465752	3.015e-12	1.601e-11	1.168e-08	5.405e-18
17:58249754-58249854	2.895e-10	0.0001967	5.738e-10	1.065e-16
11:73625816-73625916	6.546e-06	0.004751	1.812e-10	6.828e-15
3:58491887-58491987	8.857e-14	1.01e-05	7.382e-08	2.633e-13
8:124426154-124426254	7.536e-09	0.003283	1.251e-08	1.156e-19
12:124914075-124914175	2.644e-12	9.609e-06	5.967e-09	1.719e-15
10:70364657-70364757	9.19e-10	0.008182	1.348e-09	6.097e-19
17:8746094-8746194	3.854e-09	0.01193	1.347e-08	2.121e-18
3:196969996-196970096	8.985e-16	8.589e-05	4.156e-08	4.88e-17
9:137672924-137673024	4.999e-11	6.541e-05	1.435e-12	1.684e-18
16:46909040-46909140	3.49e-09	0.008054	1.322e-12	2.227e-20
17:41738106-41738206	2.843e-13	0.01153	1.383e-11	4.024e-16
16:23557434-23557534	4.369e-12	0.007597	1.361e-08	8.715e-15
6:43723928-43724028	6.809e-13	0.0003493	3.55e-12	1.089e-14
1:26169745-26169845	1.646e-09	3.442e-07	4.539e-10	2.88e-17
12:124772000-124772100	1.821e-09	2.109e-05	3.219e-06	1.016e-14
16:3458033-3458133	1.563e-11	1.047e-06	7.024e-09	5.488e-14
20:64039064-64039164	2.131e-14	6.027e-05	1.551e-07	3.266e-15
15:69462803-69462903	4.861e-13	3.92e-09	1.954e-10	1.43e-18
9:129139238-129139338	5.147e-13	0.005054	2.81e-10	9.347e-19
5:140351882-140351982	5.147e-13	0.005054	2.81e-10	9.347e-19
17:82154031-82154131	1.579e-07	4.479e-05	1.5e-11	2.419e-19
X:152941682-152941782	4.296e-06	1.75e-10	1.472e-08	7.677e-20
1:157156188-157156288	8.379e-12	2.313e-10	2.913e-09	1.724e-17
21:37759091-37759191	2.05e-07	1.614e-05	2.171e-12	2.219e-15
20:34538776-34538876	1.605e-06	1.455e-11	2.816e-13	1.854e-11
17:68436559-68436659	7.359e-10	0.01018	2.167e-12	5.837e-17
14:77862292-77862392	9.736e-14	2.875e-13	4.708e-12	8.461e-13
17:34171351-34171451	1.471e-07	1.337e-12	3.576e-14	1.912e-14
2:64646460-64646560	1.234e-11	0.001481	6.959e-10	3.869e-14
17:3683091-3683191	5.342e-15	3.417e-06	2.678e-12	1.467e-17
19:680383-680483	3.693e-13	4.424e-08	5.82e-08	2.151e-15
14:100851244-100851344	3.974e-12	0.008626	1.273e-06	1.705e-15
10:100535711-100535811	1.345e-10	1.653e-06	1.163e-09	1.31e-18
8:102810964-102811064	2.43e-12	9.482e-06	3.415e-09	2.496e-16
19:1279807-1279907	6.526e-13	0.007748	2.415e-08	1.264e-18
18:59988238-59988338	4.821e-08	0.0001933	8.543e-09	6.133e-18
11:75023003-75023103	3.62e-11	0.01063	7.795e-13	4.087e-17
4:6720352-6720452	4.253e-11	0.0001725	8.218e-10	7.261e-15
6:159134917-159135017	1.976e-08	3.386e-11	9.967e-11	3.694e-15
12:95217565-95217665	3.772e-14	2.585e-05	6.065e-11	5.947e-18
14:77053418-77053518	5.114e-15	1.423e-06	1.902e-10	1.615e-15
1:61050010-61050110	7.665e-12	0.001292	7.602e-11	2.753e-16
11:74739940-74740040	8.391e-10	0.00306	3.197e-13	3.832e-16
2:42096032-42096132	1.336e-10	0.004957	1.657e-13	4.543e-20
6:105992503-105992603	1.371e-14	4.881e-10	5.047e-10	4.298e-13
19:17938353-17938453	4.757e-09	0.001221	2.949e-11	7.403e-17
8:67490429-67490529	3.089e-12	1.597e-10	3.976e-11	4.642e-18
11:61897735-61897835	1.755e-05	0.004395	4.086e-12	4.946e-17
20:50308734-50308834	8.81e-14	4.312e-06	2.748e-11	4.382e-14
19:18113106-18113206	1.627e-11	0.0007103	6.485e-10	8.935e-16
15:100873253-100873353	7.712e-14	0.000938	2.916e-11	1.724e-17
5:172697678-172697778	3.037e-12	0.0001191	1.142e-10	7.504e-14
6:6547218-6547318	1.06e-09	0.01004	1.475e-11	1.03e-15
22:29154574-29154674	1.542e-11	6.142e-07	8.302e-10	3.341e-16
1:180179004-180179104	2.795e-13	3.389e-06	6.522e-11	5.816e-16
6:35468250-35468350	4.203e-11	5.891e-06	3.487e-10	3.894e-16
14:51979258-51979358	2.448e-12	0.01097	1.674e-08	6.259e-19
11:16606370-16606470	2.119e-09	0.0002847	2.94e-10	2.143e-15
7:157387363-157387463	1.402e-12	0.0006112	2.447e-12	1.458e-16
1:222465424-222465524	1.8e-12	1.262e-06	4.103e-11	2.691e-18
X:72018676-72018776	7.796e-12	0.0004785	8.136e-10	4.695e-16
7:149497741-149497841	4.764e-14	2.033e-08	1.107e-06	4.505e-18
19:41785738-41785838	3.133e-08	0.0006269	2.689e-08	8.028e-16
3:194333845-194333945	4.246e-14	0.00882	3.236e-07	1.069e-14
2:43170056-43170156	2.137e-07	3.713e-05	4.306e-11	2.395e-16
19:48291370-48291470	3.889e-10	0.0001639	3.893e-10	1.012e-15
3:47522212-47522312	2.44e-13	0.001708	1.918e-10	3.295e-15
5:172716901-172717001	8.621e-11	0.0001482	2.417e-08	4.128e-18
7:138008992-138009092	9.111e-12	0.0002382	5.042e-11	1.519e-19
20:56550724-56550824	2.079e-07	4.029e-05	6.678e-11	8.92e-15
20:60211192-60211292	1.422e-10	2.116e-05	1.046e-12	8.815e-18
1:43073813-43073913	1.092e-13	7.168e-13	2.837e-12	5.988e-18
19:48489861-48489961	3.077e-14	0.0002161	9.469e-13	1.64e-14
16:88941906-88942006	3.751e-16	0.0001598	1.069e-08	3.123e-18
10:110226184-110226284	1.663e-10	9.534e-09	1.235e-08	7.009e-14
21:36125635-36125735	1.663e-10	9.534e-09	1.235e-08	7.009e-14
4:26860658-26860758	4.143e-14	2.235e-09	8.264e-11	5.572e-14
2:46063021-46063121	3.994e-11	0.0007627	1.42e-08	1.049e-19
1:220690225-220690325	4.191e-12	1.697e-07	3.863e-10	2.105e-14
2:25951114-25951214	1.799e-10	0.0016	6.159e-12	6.326e-16
9:128035360-128035460	1.141e-09	2.374e-13	2.74e-12	1.626e-19
12:111313954-111314054	9.925e-12	1.506e-08	1.512e-09	5.876e-16
22:37934068-37934168	2.474e-13	1.821e-08	6.973e-12	5.511e-17
5:173619045-173619145	6.042e-10	1.79e-08	9.912e-12	5.974e-19
5:17216223-17216323	1.273e-09	4.439e-07	1.461e-10	6.429e-16
1:200972046-200972146	1.519e-10	0.0002595	5.302e-11	4.489e-16
4:138681179-138681279	1.717e-09	0.01143	1.847e-09	2.003e-17
11:72683899-72683999	1.63e-10	1.511e-05	4.576e-12	1.608e-11
2:238970655-238970755	6.787e-13	2.703e-10	8.993e-11	2.278e-11
11:15208813-15208913	4.788e-13	5.199e-09	3.881e-10	8.91e-15
1:24415548-24415648	4.651e-09	2.647e-06	2.685e-11	2.454e-17
1:33095122-33095222	4.608e-13	0.0001005	3.796e-12	1.804e-19
12:6285186-6285286	1.131e-09	5.329e-13	8.25e-11	3.877e-17
10:102422828-102422928	1.279e-09	2.625e-05	9.141e-11	9.323e-17
11:67606881-67606981	7.802e-13	4.585e-07	3.885e-06	3.634e-17
X:52261667-52261767	2.166e-11	2.783e-10	1.603e-09	8.614e-17
1:155176697-155176797	3.498e-10	1.219e-10	4.593e-12	1.306e-19
14:51780265-51780365	0.00436	0.001604	1.471e-11	6.032e-18
6:152552717-152552817	2.838e-15	8.157e-06	5.796e-13	8.498e-16
1:206658587-206658687	9.82e-10	5.007e-05	3.822e-08	1.315e-15
10:3192958-3193058	3.883e-11	0.0001812	1.029e-12	4.6e-20
8:29340310-29340410	1.124e-06	0.01194	4.076e-11	8.177e-18
12:55619780-55619880	1.693e-12	4.21e-05	6.329e-10	1.776e-19
7:100469346-100469446	1.958e-10	0.003556	1.998e-11	1.985e-15
13:106536602-106536702	7.667e-09	9.643e-05	2.08e-07	4.886e-15
11:64553566-64553666	9.501e-14	0.0007736	2.07e-10	6.828e-12
2:149561462-149561562	1.44e-09	0.006221	5.09e-13	3.577e-16
1:160681629-160681729	2.04e-10	0.000215	2.691e-11	1.793e-14
22:37166622-37166722	4.893e-11	0.01052	1.554e-10	1.563e-19
1:201043048-201043148	5.079e-10	0.004476	8.482e-12	2.518e-13
5:160439211-160439311	1.497e-13	1.432e-07	3.996e-12	7.512e-18
4:165131363-165131463	6.553e-08	1.821e-07	5.95e-12	1.233e-17
16:30651382-30651482	3.973e-11	6.401e-06	4.091e-09	5.221e-14
18:24119131-24119231	3.954e-12	0.01183	7.137e-10	1.175e-16
12:120469780-120469880	8.191e-09	0.0004849	9.137e-11	3.605e-16
7:156893449-156893549	3.545e-11	1.088e-14	1.443e-10	2.855e-17
8:10825498-10825598	5.45e-09	0.002905	3.794e-12	1.749e-18
1:161227530-161227630	2.301e-11	0.003878	1.505e-13	9.738e-19
12:121500027-121500127	7.68e-15	0.01177	1.211e-11	3.097e-17
1:116570417-116570517	7.92e-12	3.769e-08	3.138e-07	3.521e-18
6:16409834-16409934	4.089e-13	0.000262	2.763e-12	2.363e-18
8:66689023-66689123	2.683e-11	0.008189	3.236e-09	1.629e-14
6:42166611-42166711	1.509e-09	1.428e-06	1.192e-09	1.089e-13
7:108497286-108497386	1.362e-11	1.485e-05	7.511e-10	5.953e-14
20:50931595-50931695	2.734e-12	3.437e-10	0.01214	1.653e-16
1:182601445-182601545	8.788e-13	0.00979	6.202e-13	3.41e-19
4:3106704-3106804	4.879e-11	0.002012	3.112e-12	4.488e-16
14:37874813-37874913	6.494e-11	0.009196	1.361e-08	4.699e-17
7:30446017-30446117	3.436e-13	3.802e-09	7.766e-12	3.928e-17
1:247372817-247372917	9.063e-12	0.01167	3.879e-11	5.893e-14
10:68407264-68407364	6.496e-13	3.346e-09	4.218e-10	9.955e-12
3:73101162-73101262	4.027e-10	2.551e-10	2.798e-11	1.647e-14
22:25462649-25462749	3.207e-12	0.001624	8.405e-13	5.805e-16
10:34638589-34638689	1.442e-09	0.009462	2.508e-14	1.258e-17
3:196196760-196196860	3.076e-15	2.253e-05	1.595e-12	2.649e-15
1:211515521-211515621	1.008e-13	0.0002987	1.15e-10	8.812e-15
X:19991158-19991258	2.558e-13	0.001907	7.483e-10	1.235e-11
16:66947284-66947384	1.683e-07	0.008646	1.976e-12	1.408e-19
17:4909206-4909306	6.001e-12	1.231e-06	1.64e-10	4.379e-16
6:144216268-144216368	2.884e-14	4.836e-12	1.801e-05	9.675e-15
13:108322329-108322429	3.566e-13	0.001347	5.255e-11	1.314e-17
12:110469229-110469329	3.085e-12	4.125e-05	2.499e-08	1.504e-18
12:110100290-110100390	6.336e-08	0.01271	2.55e-12	2.494e-18
17:4733315-4733415	8.061e-11	3.312e-08	1.479e-12	5.323e-18
6:15691365-15691465	8.582e-12	0.001943	7.675e-12	1.504e-15
17:8410385-8410485	2.609e-11	0.01119	1.965e-11	4.955e-17
11:119481450-119481550	8.578e-13	0.007178	6.381e-11	1.128e-18
2:205926001-205926101	3.195e-09	0.0009335	1.524e-09	7.105e-14
16:12455341-12455441	1.99e-13	4.058e-14	1.102e-11	7.143e-15
7:74401428-74401528	1.81e-08	2.729e-05	1.422e-10	4.185e-14
16:87909511-87909611	2.184e-14	0.000246	4.903e-07	1.106e-13
12:122054439-122054539	7.513e-08	0.0007691	6.85e-11	7.812e-16
1:212456026-212456126	1.892e-10	0.0119	6.874e-12	1.17e-15
10:117496640-117496740	8.257e-12	0.003064	1.083e-08	4.358e-19
14:24297024-24297124	3.327e-14	5.491e-12	5.132e-12	5.428e-17
17:21043655-21043755	2.902e-13	1.639e-07	1.12e-09	1.943e-14
7:1170012-1170112	1.173e-11	0.0004735	3.109e-10	5.13e-15
1:221435569-221435669	9.92e-10	5.838e-06	1.418e-12	5.48e-18
10:117442998-117443098	5.239e-14	0.01179	2.774e-11	2.603e-16
7:5704613-5704713	1.393e-13	0.007694	6.761e-12	1.004e-14
20:2006796-2006896	7.829e-11	0.01181	4.728e-09	5.599e-18
12:120583480-120583580	1.605e-12	9.921e-10	9.309e-12	3.914e-13
20:39048204-39048304	1.703e-09	0.01137	7.154e-11	5.278e-18
1:204363818-204363918	6.05e-09	5.076e-06	9.284e-09	8.566e-17
11:10933819-10933919	3.382e-10	5.954e-08	3.082e-09	1.182e-15
5:151051760-151051860	6.208e-10	0.004701	8.326e-09	5.66e-18
18:61581958-61582058	5.31e-15	0.01153	1.026e-09	3.305e-17
5:53096102-53096202	2.856e-13	0.003902	2.22e-09	1.452e-11
3:183382568-183382668	1.606e-11	8.553e-06	6.599e-08	9.994e-20
3:185660524-185660624	4.324e-09	0.004656	1.884e-09	2.853e-17
1:1399397-1399497	5.712e-12	6.377e-11	1.072e-08	1.404e-14
1:26105074-26105174	7.24e-12	0.00328	1.068e-10	8.038e-19
1:183609367-183609467	3.204e-10	5.747e-05	4.736e-12	1.044e-18
17:2244915-2245015	1.64e-15	6.441e-05	1.679e-12	1.957e-19
11:62881385-62881485	7.445e-10	7.535e-11	1.624e-09	1.199e-12
6:30103177-30103277	7.921e-12	0.0002596	3.083e-11	3.858e-14
11:59208110-59208210	2.032e-09	1.353e-09	7.817e-09	4.823e-17
12:6825754-6825854	2.049e-12	0.009004	5.388e-13	3.173e-15
16:27368264-27368364	1.285e-10	0.002983	1.678e-11	3.477e-14
20:45362927-45363027	1.757e-10	1.199e-05	6.036e-10	4.136e-18
14:75654278-75654378	5.342e-11	0.0002744	5.898e-10	1.579e-18
17:48618730-48618830	1.112e-07	0.000324	5.82e-10	6.812e-18
11:45105675-45105775	3.688e-13	0.008054	1.345e-12	3.368e-16
16:4359150-4359250	3.602e-09	0.03437	1.653e-12	6.734e-20
7:28096802-28096902	8.364e-13	0.001668	6.349e-13	3.26e-19
19:53906826-53906926	5.741e-13	1.771e-05	2.84e-11	1.583e-18
5:40688297-40688397	1.741e-13	0.0003675	4.431e-11	1.526e-17
13:41353163-41353263	9.152e-09	0.002911	6.812e-12	4.071e-18
16:31868775-31868875	6.336e-10	0.01195	8.812e-12	1.151e-17
1:167267939-167268039	3.271e-14	0.0002659	1.002e-11	3.256e-16
10:102503747-102503847	1.256e-13	4.253e-06	3.814e-11	5.145e-16
1:23497169-23497269	6.301e-09	0.0111	1.819e-12	3.784e-13
2:19863531-19863631	1.518e-09	7.836e-05	7.316e-11	1.073e-16
3:187714574-187714674	6.623e-10	0.0009186	4.708e-13	1.896e-18
1:167688080-167688180	9.844e-08	7.109e-06	4.217e-12	1.291e-15
12:48853347-48853447	5.563e-12	1.41e-06	2.565e-07	3.258e-18
16:10964121-10964221	1.353e-06	6.97e-05	2.146e-09	4.745e-17
1:179369917-179370017	1.785e-09	0.0007883	1.07e-11	8.179e-17
8:124440543-124440643	1.928e-05	0.002767	3.049e-13	1.1e-17
8:2030738-2030838	1.418e-13	0.0002143	3.668e-10	1.123e-17
11:33857981-33858081	1.175e-10	0.009076	3.07e-10	7.423e-15
20:62500257-62500357	1.275e-14	3.82e-11	2.014e-11	3.383e-17
1:160193202-160193302	1.311e-08	0.01026	1.024e-11	4.591e-18
15:42084518-42084618	9.18e-06	1.564e-05	3.602e-09	1.906e-16
4:83640057-83640157	0.002628	0.002078	2.273e-12	8.931e-19
22:30634503-30634603	5.694e-11	0.01598	1.068e-10	2.179e-15
22:38927433-38927533	1.883e-12	1.455e-09	7.839e-11	1.634e-13
2:130356017-130356117	4.498e-13	1.793e-11	1.448e-06	9.071e-20
1:34866470-34866570	2.358e-10	0.006761	3.533e-11	2.142e-15
16:22001087-22001187	1.005e-06	0.009683	7.475e-07	1.901e-14
2:68909980-68910080	3.706e-09	9.839e-07	8.229e-13	2.571e-16
17:56819771-56819871	3.816e-09	3.404e-05	6.008e-11	2.829e-18
1:181038524-181038624	6.108e-11	8.346e-05	4.532e-11	5.598e-15
19:44800563-44800663	6.63e-13	1.752e-07	2.681e-10	1.814e-14
8:9029925-9030025	2.34e-10	0.0007001	9.446e-11	9.175e-17
12:121110496-121110596	8.195e-08	0.01332	7.343e-13	1.164e-14
8:141431635-141431735	5.273e-11	0.01078	1.352e-10	1.854e-16
16:84726185-84726285	6.159e-11	0.0001223	4.017e-10	1.679e-14
21:38356177-38356277	6.571e-10	0.000227	9.583e-08	7.24e-19
1:205591926-205592026	6.882e-11	2.683e-07	1.327e-08	6.686e-17
11:122580596-122580696	6.898e-10	0.001876	8.178e-11	1.607e-16
15:66946820-66946920	2.794e-11	1.413e-05	4.518e-08	3.18e-16
15:50877081-50877181	3.427e-07	2.414e-07	7.063e-13	9.146e-19
1:167533984-167534084	2.258e-10	8.919e-14	7.788e-11	8.12e-17
17:59005053-59005153	7.528e-10	0.0003198	2.089e-12	2.961e-16
21:39388728-39388828	5.571e-11	0.004	2.103e-10	8.226e-18
14:104708813-104708913	5.817e-10	6.813e-11	2.38e-10	1.393e-17
19:10505715-10505815	6.196e-12	7.069e-08	9.103e-11	5.641e-17
5:72018336-72018436	1.084e-14	2.509e-08	7.764e-11	2.091e-14
2:70341288-70341388	6.496e-14	0.0001038	3.175e-10	7.031e-18
6:42661687-42661787	6.471e-13	0.00293	1.458e-11	9.379e-19
15:74771176-74771276	6.094e-14	0.01022	7.302e-10	4.198e-17
19:8506288-8506388	1.971e-09	0.004687	4.959e-10	1.956e-14
1:150561008-150561108	7.142e-13	0.0009643	2.265e-09	7.375e-14
15:64067696-64067796	2.305e-08	0.0001993	1.877e-11	5.342e-16
10:63720141-63720241	6.023e-07	0.0009043	5.329e-12	9.159e-19
7:101283147-101283247	2.411e-11	2.177e-06	1.174e-10	5.781e-14
17:63919339-63919439	4.934e-15	3.046e-05	9.419e-11	1.668e-16
2:168961747-168961847	1.675e-09	0.001297	1.176e-10	9.408e-21
5:158695627-158695727	1.494e-11	0.0005831	2.985e-10	5.51e-19
14:22986683-22986783	1.26e-10	0.009061	2.641e-12	1.579e-17
12:119659449-119659549	4.897e-09	4.677e-06	7.527e-11	1.125e-17
9:34985486-34985586	8.488e-12	0.0002557	3.14e-11	3.468e-19
17:16521423-16521523	3.675e-08	0.0008283	1.299e-10	1.043e-14
11:45340126-45340226	7.119e-13	0.0008494	3.367e-10	1.361e-17
14:103333840-103333940	7.945e-08	5.88e-09	2.693e-08	2.777e-18
19:11382862-11382962	1.128e-14	2.999e-08	3.072e-05	1.206e-16
22:42867857-42867957	2.64e-13	1.403e-05	1.157e-11	1.845e-15
11:14904988-14905088	1.881e-13	1.235e-12	1.218e-09	1.239e-16
20:64083568-64083668	1.209e-09	2.776e-09	4.883e-08	9.286e-13
1:2174452-2174552	7.183e-10	0.01177	2.245e-11	2.028e-16
14:74612637-74612737	3.551e-13	1.206e-08	6.062e-12	3.849e-18
7:92424679-92424779	1.591e-12	7.106e-12	5.99e-11	9.518e-16
17:45022111-45022211	6.624e-15	8.608e-11	7.022e-10	2.934e-17
15:43285731-43285831	1.574e-15	8.608e-11	5.148e-20	2.934e-17
11:47374017-47374117	7.697e-10	0.002297	3.016e-11	2.418e-13
19:50357176-50357276	6.937e-10	0.002927	7.193e-14	3.225e-19
11:73289638-73289738	1.209e-06	3.017e-05	7.535e-08	9.377e-20
15:99059099-99059199	2.27e-13	2.441e-12	4.381e-06	8.746e-19
3:63818703-63818803	2.325e-08	0.004094	1.414e-11	5.487e-20
17:76182331-76182431	5.904e-11	0.0002769	3.354e-12	1.633e-15
7:6589849-6589949	1.062e-12	4.427e-11	3.469e-07	7.657e-14
4:88378962-88379062	1.134e-10	1.252e-05	2.663e-11	3.645e-13
1:37811175-37811275	3.8e-10	2.137e-10	4.408e-11	2.97e-15
10:28382025-28382125	1.982e-11	0.00168	1.278e-11	5.329e-17
20:23421445-23421545	2.99e-15	1.083e-12	1.354e-10	3.039e-15
7:38215814-38215914	2.232e-10	0.001217	6.962e-11	1.114e-15
12:8046118-8046218	5.123e-13	0.00486	6.807e-08	3.375e-09
1:43227349-43227449	4.745e-11	2.008e-10	2.822e-13	2.055e-17
2:43229675-43229775	1.637e-10	0.004304	3.527e-13	2.495e-19
1:116139128-116139228	1.832e-12	0.009936	1.784e-08	4.116e-16
7:106042958-106043058	1.022e-08	0.0008551	5.924e-11	3.637e-17
3:53114048-53114148	1.899e-08	0.009987	3.981e-10	5.668e-16
20:2524482-2524582	3.861e-10	0.007054	1.361e-10	1.016e-17
17:74379535-74379635	2.153e-14	0.002122	7.158e-12	2.198e-17
17:59521590-59521690	1.312e-13	0.0002848	4.159e-12	1.941e-18
6:151014456-151014556	1.765e-14	4.712e-06	3.409e-09	4.413e-17
3:71875499-71875599	2.132e-09	7.181e-05	1.324e-13	2.497e-19
10:31031685-31031785	2.441e-14	4.63e-11	3.848e-11	7.57e-12
11:108222936-108223036	3.416e-13	7.033e-06	4.817e-07	1.63e-19
17:31842683-31842783	1.257e-11	0.009757	2.192e-12	6.037e-14
12:55068567-55068667	2.521e-13	1.495e-06	3.744e-12	1.335e-17
15:81275141-81275241	2.484e-06	0.007532	2.257e-07	2.279e-14
18:9073695-9073795	2.168e-11	0.002155	2.034e-08	4.854e-18
3:38521491-38521591	1.833e-09	2.268e-13	1.837e-11	4.29e-18
1:23635107-23635207	1.463e-13	2.11e-11	1.233e-10	1.697e-18
1:11642577-11642677	4.272e-10	0.0001102	9.52e-11	7.106e-19
19:41563555-41563655	8.055e-12	2.923e-07	6.357e-13	1.147e-17
6:32854110-32854210	1.395e-12	3.081e-06	4.094e-09	3.477e-10
16:66315378-66315478	4.759e-08	0.009921	7.907e-12	2.432e-17
16:71882550-71882650	1.065e-10	1.219e-08	1.227e-08	1.144e-17
11:2892242-2892342	8.1e-11	1.107e-12	3.317e-11	9.04e-17
15:70460314-70460414	1.341e-13	1.039e-14	1.107e-09	4.248e-16
6:11144465-11144565	1.007e-10	0.001804	9.057e-10	1.069e-16
1:110783478-110783578	3.041e-11	4.962e-07	2.649e-10	2.628e-18
22:50544317-50544417	1.437e-08	6.521e-11	1.557e-05	3.44e-15
6:18504131-18504231	9.69e-10	5.128e-05	1.355e-09	3.235e-18
16:66873302-66873402	8.792e-13	6.003e-11	1.322e-11	9.994e-16
1:9234491-9234591	4.962e-12	4.763e-12	2.266e-06	1.532e-17
14:21103658-21103758	2.004e-12	2.597e-13	4.405e-07	3.718e-10
1:32876745-32876845	5.382e-12	0.0104	1.381e-08	2.317e-17
19:42184480-42184580	8.703e-11	0.01045	2.662e-12	4.244e-16
17:50087588-50087688	4.149e-15	0.006218	1.056e-11	1.544e-15
15:66386668-66386768	1.154e-12	3.799e-07	6.917e-10	7.501e-16
1:110203093-110203193	1.202e-05	0.004078	1.271e-11	2.104e-17
11:62311307-62311407	6.386e-14	0.004708	4.807e-12	3e-17
11:65275102-65275202	2.672e-11	1.534e-07	1.99e-12	5.395e-17
14:75307908-75308008	8.883e-11	0.0005914	7.495e-10	3.671e-17
5:172714874-172714974	4.185e-06	1.385e-11	1.473e-11	1.516e-13
11:75706370-75706470	1.639e-09	0.01024	6.681e-08	1.458e-16
21:33361410-33361510	4.876e-05	0.005042	2.185e-12	2.265e-17
17:45133295-45133395	9.881e-09	1.768e-07	2.291e-11	4.833e-11
11:78046365-78046465	2.162e-12	2.398e-13	2.618e-09	1.48e-13
8:97644205-97644305	2.671e-14	4.53e-09	1.074e-09	2.342e-14
14:106664184-106664284	1.103e-13	0.003247	4.849e-11	7.01e-13
12:108512092-108512192	1.279e-10	0.01203	4.94e-12	1.791e-19
2:177263593-177263693	2.611e-14	0.006189	2.123e-08	5.501e-15
12:56258420-56258520	2.239e-08	3.861e-09	6.546e-09	2.936e-15
12:48618613-48618713	1.521e-12	2.215e-05	1.199e-12	6.952e-11
5:132064795-132064895	7.181e-14	0.007036	5.785e-12	3.044e-13
20:5100909-5101009	5.8e-14	0.005091	2.679e-10	1.945e-17
4:112321900-112322000	1.824e-12	0.005585	1.138e-12	6.446e-19
3:40309486-40309586	3.613e-14	1.073e-09	3.285e-08	5.857e-18
6:24933965-24934065	2.824e-08	5.026e-05	1.285e-12	7.597e-18
6:81754021-81754121	2.618e-05	3.813e-06	7.064e-10	3.375e-15
17:39548004-39548104	2.199e-10	7.387e-14	7.862e-10	1.183e-15
14:100240409-100240509	7.897e-12	5.443e-05	3.113e-08	3.145e-17
8:12665634-12665734	1.367e-12	0.009652	1.141e-08	1.985e-11
15:70492821-70492921	4.257e-14	1.018e-08	6.324e-12	7.06e-15
16:66867974-66868074	1.573e-10	0.007546	7.031e-10	2.142e-15
12:98491085-98491185	0.0001124	0.000387	7.199e-10	1.813e-16
3:184250415-184250515	2.587e-11	3.208e-06	2.258e-12	2.747e-15
1:224457680-224457780	1.269e-10	0.0008228	8.944e-13	1.196e-18
8:61467595-61467695	1.87e-09	0.001428	3.023e-12	4.605e-15
15:88246988-88247088	2.817e-14	1.073e-09	4.3e-12	3.258e-17
3:46979701-46979801	1.04e-14	1.84e-11	1.481e-08	2.026e-14
22:38114590-38114690	1.373e-12	0.0002729	1.033e-09	2.53e-15
11:75532533-75532633	1.02e-13	0.001938	3.959e-12	1.043e-17
21:42145609-42145709	6.189e-07	0.008578	9.892e-11	4.614e-12
12:115917346-115917446	5.183e-10	0.005642	3.086e-09	7.021e-19
X:153953513-153953613	3.641e-09	8.064e-07	6.602e-11	6.803e-17
3:196685051-196685151	6.428e-12	0.008372	1.42e-10	2.418e-18
7:151303587-151303687	4.02e-11	0.0103	1.211e-05	5.017e-16
9:128362241-128362341	2.048e-12	6.616e-07	2.272e-10	2.51e-16
6:25070916-25071016	2.548e-11	4.659e-07	8.717e-12	4.8e-18
15:31129430-31129530	5.258e-14	3.574e-05	1.344e-12	7.63e-17
9:114291156-114291256	5.856e-11	0.002011	1.511e-08	2.293e-16
16:68064874-68064974	1.548e-10	2.242e-07	1.227e-11	8.702e-18
5:168486301-168486401	7.169e-15	1.185e-06	3.614e-06	2.556e-14
1:12659144-12659244	3.278e-14	0.01387	3.769e-10	3.259e-16
22:17785381-17785481	1.161e-07	0.0004092	9.734e-09	6.74e-17
16:11396318-11396418	1.895e-07	0.002719	1.155e-11	5.381e-13
9:113658126-113658226	2.529e-09	0.001558	1.402e-12	1.072e-13
14:104723694-104723794	2.316e-16	0.001166	2.047e-09	8.452e-17
22:19910090-19910190	4.941e-09	0.008084	1.299e-09	1.36e-15
19:41793218-41793318	2.788e-07	4.628e-05	6.971e-10	1.112e-12
