SEQID	USF2	MAX	BHLHE40
3:195271784-195271884	1.687e-15	1.299e-09	4.235e-09
3:53140909-53141009	0.0005243	0.001894	0.00454
5:150219311-150219411	0.0005243	0.001894	0.00454
1:35718855-35718955	4.822e-06	0.0009904	1.754e-07
5:14305221-14305321	5.51e-05	0.01041	6.869e-07
7:105581499-105581599	0.007291	0.0003077	0.007703
20:50305395-50305495	3.097e-06	2.701e-05	1.459e-07
2:186422433-186422533	3.377e-06	8.626e-05	4.442e-06
1:145823946-145824046	0.002285	0.0003279	0.00603
16:86261517-86261617	0.002285	0.0003279	0.00603
1:15352614-15352714	0.0001482	0.000947	0.0006828
2:28663452-28663552	1.667e-09	7.555e-08	1.437e-08
2:177212657-177212757	0.0004585	0.0003077	0.007703
5:68434093-68434193	1.028e-09	6.889e-06	7.415e-08
9:95516819-95516919	0.005687	0.0003077	0.007703
2:99880255-99880355	8.302e-10	1.798e-06	2.565e-05
12:121190835-121190935	0.004911	7.153e-06	2.724e-06
1:27725717-27725817	1.135e-07	3.935e-06	1.445e-07
5:159947754-159947854	0.0002461	0.0005876	4.619e-05
11:59669201-59669301	7.963e-10	2.19e-06	7.216e-07
20:61521114-61521214	2.548e-08	0.001623	0.0002067
8:81154181-81154281	0.002229	1.223e-05	5.429e-08
X:101348970-101349070	0.000701	0.004333	5.787e-05
22:39145746-39145846	0.006696	0.001544	0.0002095
3:172658943-172659043	1.269e-05	0.00073	0.0002306
16:89216639-89216739	6.29e-05	0.0004465	0.003317
6:43014150-43014250	3.813e-08	0.000329	0.001016
11:10392912-10393012	3.961e-05	0.001319	0.003274
6:85643808-85643908	1.027e-06	0.0008781	0.0002051
14:75578554-75578654	0.0002518	0.000947	0.0006828
14:73771954-73772054	8.736e-06	0.0008379	0.001974
7:4682070-4682170	4.253e-05	0.002844	1.212e-06
1:183943068-183943168	0.000809	0.0001323	2.102e-07
3:3127332-3127432	0.0001648	0.001812	7.458e-07
20:58852616-58852716	3.846e-05	0.0008532	0.0008318
1:27529041-27529141	0.003945	0.0007457	0.005489
19:55113710-55113810	8.421e-06	0.0008171	0.00324
3:133563480-133563580	9.963e-07	0.000851	5.359e-05
10:92644643-92644743	6.625e-06	0.002882	3.032e-07
12:49130242-49130342	0.0001421	0.0029	6.089e-05
17:7988896-7988996	2.557e-06	0.00401	5.491e-06
15:69462903-69463003	9.544e-11	4.89e-09	1.303e-09
20:35769190-35769290	0.0004246	5.169e-06	3.995e-08
6:26537675-26537775	9.863e-05	0.006408	4.256e-07
9:112225107-112225207	0.002112	0.001212	0.008859
7:137454924-137455024	0.001714	0.002249	5.309e-05
9:91817982-91818082	0.0006381	4.387e-06	9.916e-07
14:58428407-58428507	3.833e-05	0.004333	5.787e-05
7:24971472-24971572	0.001935	6.269e-06	4.431e-06
8:18084094-18084194	8.819e-09	3.313e-06	2.457e-07
10:17273570-17273670	0.002597	0.0007457	0.005489
15:75738990-75739090	8.374e-07	0.005207	4.831e-05
9:79489395-79489495	3.694e-05	0.000428	0.0002643
14:42215080-42215180	0.0002993	8.521e-05	4.137e-06
2:111975163-111975263	9.28e-06	0.0006896	3.912e-05
4:37954220-37954320	1.628e-17	1.739e-08	7.467e-11
8:13150449-13150549	0.003517	1.824e-05	3.233e-06
17:83051678-83051778	1.679e-05	0.002882	3.003e-07
22:36419318-36419418	0.0002291	0.0005927	0.0001561
6:166567374-166567474	0.0002826	0.0006849	0.001632
19:57889019-57889119	1.409e-05	0.0002862	0.003847
5:173616007-173616107	5.017e-07	0.0007922	9.959e-07
7:22489090-22489190	4.007e-05	0.0002862	0.003847
2:200765313-200765413	0.001109	2.492e-05	2.096e-07
8:22973953-22974053	0.003082	2.024e-05	1.397e-06
16:85962338-85962438	0.003082	2.024e-05	1.397e-06
1:224624086-224624186	0.0003364	2.105e-06	4.15e-07
15:68644206-68644306	7.263e-16	2.728e-11	2.146e-09
16:89958142-89958242	2.12e-18	1.136e-12	3.465e-13
7:102274007-102274107	0.0003047	0.0008524	0.0008318
1:179230440-179230540	1.811e-06	0.001837	2.63e-05
9:114305819-114305919	0.0003432	0.001294	0.0009239
12:50025530-50025630	3.99e-11	3.432e-06	1.001e-08
10:50624641-50624741	9.308e-07	0.002882	3.084e-07
10:62816417-62816517	0.0002895	1.234e-05	2.782e-07
22:33921071-33921171	1.425e-16	2.83e-08	6.929e-09
19:1237864-1237964	0.0003593	0.0007064	0.003748
12:122098544-122098644	0.00193	1.388e-05	3.958e-08
10:50067888-50067988	0.001584	0.0002487	0.004588
11:65525411-65525511	0.001148	0.001513	0.0001556
11:61971823-61971923	1.659e-10	4.33e-07	1.373e-07
2:240560185-240560285	1.901e-09	0.0002942	2.357e-05
14:50335484-50335584	0.0005156	0.001894	0.00454
17:81495192-81495292	0.0005156	0.001894	0.00454
1:240352807-240352907	0.0001627	0.000652	5.076e-05
5:36573471-36573571	0.002582	0.001306	0.0001776
X:86047512-86047612	0.005724	4.199e-06	5.435e-06
2:186486510-186486610	8.795e-05	0.003379	4.459e-06
19:49897897-49897997	8.696e-05	6.265e-06	4.432e-06
16:8866470-8866570	7.502e-06	0.001615	0.0001323
6:32968794-32968894	0.002028	0.0006631	0.006576
17:39144534-39144634	2.464e-05	0.001797	0.0002541
11:23903088-23903188	0.0004473	8.283e-06	4.13e-06
3:11509140-11509240	3.989e-05	2.72e-05	5.995e-10
19:10206348-10206448	0.0002025	0.0018	7.519e-06
17:47266060-47266160	0.005404	1.714e-05	1.536e-06
2:112542132-112542232	0.001509	1.866e-05	2.154e-06
12:6423634-6423734	0.0002777	0.0005875	4.579e-05
14:59254645-59254745	7.069e-05	0.0001259	0.004702
17:82931837-82931937	4.991e-06	0.001672	4.92e-06
3:128650215-128650315	3.56e-05	0.0005677	2.377e-05
8:48008270-48008370	1.865e-06	0.0007125	1.984e-05
18:12288159-12288259	8.075e-10	1.584e-07	1.114e-07
15:32851821-32851921	0.0002123	0.0007064	0.003748
5:132086533-132086633	1.984e-06	2.834e-05	3.299e-06
1:26275729-26275829	0.002229	1.223e-05	5.427e-08
13:42040395-42040495	0.0002574	0.0009683	0.0007065
9:107637816-107637916	0.001046	5.624e-05	1.753e-08
1:207831899-207831999	0.002696	7.749e-05	4.291e-08
6:43990730-43990830	0.0001483	0.000947	0.0006828
20:18705573-18705673	3.732e-05	1.511e-05	1.748e-06
13:93535404-93535504	2.753e-17	2.858e-10	1.759e-13
8:486658-486758	0.002189	1.826e-05	1.099e-07
17:9239843-9239943	5.523e-06	0.001672	4.92e-06
4:123488968-123489068	5.523e-06	0.001672	4.92e-06
13:60396341-60396441	9.469e-16	6.411e-08	8.428e-10
19:48720753-48720853	7.79e-10	6.225e-07	7.633e-06
21:32094930-32095030	9.142e-24	8.452e-15	3.937e-17
1:43858475-43858575	1.747e-07	0.0009904	1.767e-07
11:66568593-66568693	1.674e-05	0.001615	0.0001323
15:75047214-75047314	4.175e-06	1.146e-06	9.836e-09
1:234612770-234612870	3.732e-05	1.511e-05	1.748e-06
1:223726593-223726693	2.464e-05	0.00401	5.491e-06
3:53238365-53238465	0.0003483	1.109e-07	1.366e-06
10:78974682-78974782	0.0007653	6.397e-06	4.438e-06
3:49723414-49723514	0.0007011	0.004334	5.799e-05
22:41998642-41998742	0.003942	0.005581	0.000246
6:149423744-149423844	1.893e-09	1.842e-06	1.043e-07
15:75718504-75718604	6.54e-05	0.001696	0.009264
19:1853516-1853616	0.001291	0.0007457	0.005489
11:130522376-130522476	6.3e-10	8.827e-10	3.989e-11
5:52794709-52794809	0.00193	1.387e-05	4.031e-08
6:3750589-3750689	1.055e-08	1.038e-06	1.977e-07
8:102412887-102412987	2.948e-06	0.004192	0.000231
4:53930080-53930180	0.0003133	0.0005875	4.579e-05
17:48486676-48486776	0.0001963	3.99e-07	1.334e-06
19:45326315-45326415	4.608e-16	5.371e-10	1.063e-11
7:65750909-65751009	1.524e-10	4.104e-07	7.399e-08
20:36051046-36051146	2.727e-17	2.356e-09	4.036e-12
16:57235803-57235903	0.003836	0.001306	0.0001776
21:46079459-46079559	0.001214	0.001637	0.0002068
5:73565668-73565768	5.685e-06	1.1e-06	6.648e-08
12:114430364-114430464	5.226e-05	0.001887	5.302e-05
6:132122971-132123071	5.416e-06	0.0006894	3.887e-05
X:22097534-22097634	5.416e-06	0.0006894	3.887e-05
1:203038299-203038399	0.00011	0.001812	7.459e-07
14:67359758-67359858	2.531e-08	3.846e-08	9.249e-07
3:11568657-11568757	9.014e-05	2.834e-05	3.301e-06
3:64023556-64023656	1.56e-09	2.037e-08	2.711e-07
17:44326949-44327049	2.151e-07	0.001325	4.517e-05
16:87778031-87778131	2.231e-07	0.0006725	2.275e-05
10:102803343-102803443	0.0004473	8.28e-06	4.13e-06
9:92325585-92325685	4.542e-05	0.0008561	5.378e-05
8:93916675-93916775	3.572e-11	3.072e-08	0.001043
11:27722734-27722834	0.0006164	0.002432	0.0007159
X:9530877-9530977	1.108e-06	0.001239	0.0002454
6:13302951-13303051	0.0003016	6.653e-05	1.008e-06
X:10633934-10634034	8.548e-05	9.311e-06	4.432e-06
M:16117-16217	2.446e-07	1.434e-06	2.486e-10
19:47277711-47277811	7.348e-14	9.578e-10	8.508e-11
1:28885093-28885193	0.001079	0.002212	1.318e-06
19:45154632-45154732	1.747e-07	0.0009904	1.747e-07
11:62832123-62832223	1.909e-15	1.459e-09	5.095e-10
X:54529766-54529866	0.001326	0.0008528	0.0008318
5:149344911-149345011	0.003326	0.009602	0.04367
17:8190279-8190379	3.174e-09	0.0003783	0.0001306
13:110394362-110394462	0.007466	4.268e-06	7.008e-06
17:38752452-38752552	1.865e-06	0.0007125	1.984e-05
19:36114922-36115022	3.723e-08	0.001623	0.0002067
9:128276026-128276126	1.098e-15	2.345e-09	3.657e-11
15:43150774-43150874	1.098e-15	2.345e-09	3.657e-11
15:98954550-98954650	0.0002895	1.223e-05	5.43e-08
10:27449119-27449219	0.0002895	1.223e-05	5.43e-08
17:80147188-80147288	8.98e-06	0.0001488	0.005546
16:57787031-57787131	8.95e-12	2.669e-07	4.119e-09
15:33114168-33114268	7.801e-06	7.694e-05	4.996e-10
12:122023485-122023585	1.05e-06	0.001325	4.517e-05
7:106421608-106421708	1.845e-16	5.53e-11	6.316e-12
18:79069028-79069128	2.304e-10	2.499e-06	2.755e-06
17:48025076-48025176	3.144e-10	3.243e-06	8.429e-07
5:14174493-14174593	0.00333	0.0007457	0.005489
6:108562702-108562802	9.759e-06	0.00401	1.857e-05
9:90925747-90925847	1.668e-15	8.898e-09	4.107e-10
11:65833581-65833681	5.13e-05	0.00108	4.088e-05
16:57764329-57764429	2.876e-06	0.003165	0.0002785
2:195658222-195658322	2.331e-07	0.0006318	2.73e-05
20:62903338-62903438	6.626e-06	0.002882	3.059e-07
17:78883893-78883993	4.019e-08	0.0008009	0.002061
12:124989042-124989142	6.337e-06	0.0009904	1.745e-07
4:7752771-7752871	0.0002962	0.00169	0.0001741
19:10461444-10461544	8.487e-07	0.0007922	9.982e-07
18:45827834-45827934	0.0006746	2.492e-05	2.091e-07
10:43407829-43407929	0.0003133	0.0005876	4.58e-05
9:89318346-89318446	2.291e-08	0.001325	4.518e-05
16:3024290-3024390	8.632e-06	7.496e-07	1.327e-06
6:10694881-10694981	8.961e-06	0.00118	0.004586
10:77405810-77405910	1.803e-05	0.001616	0.0001323
19:35268877-35268977	1.539e-05	4.498e-06	6.112e-06
3:33128889-33128989	6.972e-23	5.807e-15	4.911e-17
16:56849075-56849175	3.139e-06	0.0007267	0.0001327
1:9267179-9267279	2.07e-07	0.0005948	0.0002493
9:121902777-121902877	1.569e-08	0.004659	1.33e-05
17:17206444-17206544	1.25e-12	6.942e-09	1.566e-10
2:197705306-197705406	2.769e-08	0.001623	0.0002067
19:40570632-40570732	5.012e-12	2.906e-06	6.351e-08
9:93072630-93072730	0.0007125	0.001513	0.0001556
10:110273568-110273668	1.409e-05	0.0002862	0.003847
19:13842985-13843085	0.0006193	1.142e-05	5.672e-06
3:138082751-138082851	6.043e-19	1.33e-11	1.821e-14
2:112692529-112692629	2.354e-05	4.075e-07	1.026e-06
22:30591851-30591951	8.421e-06	0.000817	0.00324
1:234980347-234980447	1.255e-07	1.091e-06	3.416e-08
4:51844769-51844869	1.301e-07	0.0006725	2.275e-05
22:27212948-27213048	7.855e-06	0.00137	0.0003944
8:47512623-47512723	0.0001363	8.473e-07	3.434e-08
18:50947987-50948087	2.237e-09	1.484e-06	5.251e-11
17:42520042-42520142	7.637e-05	0.0002863	0.003847
11:33531995-33532095	1.082e-17	2.868e-12	8.805e-12
17:1717562-1717662	4.102e-11	3.094e-08	6.166e-12
19:46787291-46787391	0.0002291	0.0005927	0.0001561
2:27086580-27086680	9.185e-06	0.0005876	4.58e-05
12:56316137-56316237	0.0002291	0.0005927	0.0001561
8:56682292-56682392	0.002512	0.001521	0.0001559
9:19154224-19154324	1.346e-07	0.002151	3.147e-07
6:145735583-145735683	1.619e-07	0.004198	0.0002312
12:124904857-124904957	3.852e-06	0.002245	4.476e-05
22:45101994-45102094	2.127e-05	0.00119	0.0006932
6:136593921-136594021	1.63e-10	2.227e-09	4.792e-11
11:44556994-44557094	6.047e-21	4.01e-12	8.683e-14
12:40106047-40106147	6.853e-05	0.0002862	0.003847
6:109483210-109483310	0.0005165	0.00438	8.715e-07
16:72198168-72198268	0.00123	0.0002497	0.004588
5:139341665-139341765	6.688e-09	0.0005907	8.437e-06
2:20823042-20823142	6.574e-06	9.122e-07	1.52e-05
14:62694237-62694337	2.109e-16	5.03e-10	1.212e-13
16:28217463-28217563	3.5e-17	8.687e-12	5.619e-12
3:172039505-172039605	6.101e-05	3.63e-05	1.154e-10
16:68491225-68491325	0.0005492	0.001193	0.004868
7:66654356-66654456	1.578e-10	2.086e-08	2.711e-07
15:63291705-63291805	1.578e-10	2.086e-08	2.711e-07
18:7038350-7038450	2.795e-06	0.003853	0.0001359
12:88957492-88957592	3.15e-19	1.571e-12	6.11e-12
17:69733852-69733952	0.0006746	2.492e-05	2.074e-07
20:58309663-58309763	4.468e-05	1.308e-07	1.591e-06
15:98823284-98823384	0.0002653	8.28e-06	4.13e-06
6:33711389-33711489	2.236e-05	0.0008378	0.001974
4:187840934-187841034	8.749e-24	1.017e-13	4.3e-15
15:77546226-77546326	0.0001045	6.976e-05	8.902e-08
1:159780910-159781010	0.0005935	0.00438	8.81e-07
11:28106092-28106192	9.329e-05	3.716e-05	4.231e-06
1:222331398-222331498	0.0007653	6.358e-06	4.431e-06
12:121277102-121277202	0.0002438	0.002555	0.0002314
21:38966182-38966282	2.86e-13	2.082e-10	1.458e-11
2:64854885-64854985	0.0006908	3.72e-06	6.364e-06
12:94173148-94173248	1.593e-10	0.001238	0.0001329
11:64997038-64997138	0.0003133	0.0005875	4.579e-05
1:228445850-228445950	3.267e-06	0.003169	0.0002785
12:116738238-116738338	0.0009327	1.853e-05	2.148e-06
2:231710283-231710383	0.0001555	0.0029	6.089e-05
10:75235914-75236014	0.00183	0.0002486	0.004588
13:21015032-21015132	3.352e-05	0.0004035	0.0001296
15:100570408-100570508	6.885e-06	8.458e-05	3.323e-10
9:136849234-136849334	1.261e-05	0.002256	0.00385
1:91754422-91754522	1.131e-06	0.001239	0.0002454
6:137811518-137811618	0.0009383	2.093e-07	1.368e-06
22:35437208-35437308	1.553e-28	1.439e-19	1.491e-19
9:32572383-32572483	0.0004376	1.845e-05	1.432e-08
21:42010334-42010434	1.623e-05	0.0008241	0.004364
17:2650866-2650966	6.46e-08	5.298e-05	6.503e-07
13:102596818-102596918	0.0001047	0.002588	0.002674
1:43946567-43946667	7.299e-06	0.002245	4.476e-05
9:35116323-35116423	4.902e-05	0.001031	3.596e-05
1:53572510-53572610	2.101e-05	1.052e-06	1.359e-08
4:148442509-148442609	0.002258	7.944e-06	2.861e-07
2:101407059-101407159	0.001936	7.805e-05	4.434e-06
18:46917457-46917557	7.6e-06	0.0001259	0.004702
4:88697872-88697972	1.719e-09	2.801e-07	7.87e-07
6:136078046-136078146	0.0006396	2.457e-05	1.002e-06
12:104286635-104286735	4.264e-18	1.404e-13	7.989e-13
3:188578719-188578819	1.419e-08	1.286e-05	6.738e-07
16:67150947-67151047	0.004664	0.001306	0.0001776
17:2401201-2401301	3.466e-05	0.001264	3.618e-06
17:70855460-70855560	0.0007093	3.804e-05	1.754e-06
1:204359924-204360024	0.004332	0.001306	0.0001776
6:143511683-143511783	0.001517	1.108e-07	1.366e-06
7:44259753-44259853	2.03e-06	0.001615	0.0001323
10:104120956-104121056	0.0001347	0.0005927	0.0001561
5:172361591-172361691	1.323e-15	2.425e-08	1.171e-11
12:6852032-6852132	3.397e-12	5.651e-08	1.492e-08
5:32278541-32278641	1.717e-11	4.679e-11	2.61e-11
16:85306332-85306432	1.125e-19	4.688e-10	5.399e-12
2:20651068-20651168	3.645e-08	7.362e-08	2.809e-05
1:235367659-235367759	7.077e-05	0.0009604	0.001882
17:47323876-47323976	0.001517	1.361e-07	1.405e-06
17:50550890-50550990	0.001518	2.62e-07	2.706e-06
4:118994275-118994375	0.00295	6.266e-06	4.432e-06
11:45333825-45333925	3.489e-23	3.009e-15	1.606e-14
19:2151842-2151942	7.573e-07	0.0007688	1.942e-07
13:46796563-46796663	1.771e-05	0.002449	0.000329
16:2919850-2919950	1.216e-10	4.919e-07	2.709e-07
1:25998207-25998307	3.981e-11	1.129e-05	7.385e-10
1:155219663-155219763	0.005724	3.278e-06	5.408e-06
2:46985316-46985416	4.512e-05	0.0018	7.519e-06
4:184734298-184734398	0.0001012	0.001812	7.495e-07
16:87682116-87682216	9.794e-14	2.71e-09	5.055e-13
7:22854249-22854349	0.0004275	0.004382	2.656e-05
X:73563222-73563322	0.00333	0.0007457	0.005489
20:362588-362688	4.098e-05	0.00401	5.507e-06
8:41201544-41201644	5.644e-06	3.183e-05	2.992e-08
12:6535137-6535237	0.001323	0.0008524	0.0008318
6:28489463-28489563	0.0003149	0.001913	0.0001961
6:75284906-75285006	7.845e-10	2.331e-08	9.966e-09
17:2030668-2030768	0.0006353	0.001879	7.504e-05
16:81493804-81493904	2.746e-23	4.659e-13	1.146e-14
6:140857935-140858035	0.005724	3.278e-06	5.408e-06
15:40941521-40941621	9.689e-05	0.001812	7.458e-07
18:63869490-63869590	0.0005312	2.143e-05	2.755e-05
5:73201977-73202077	0.0002513	0.001887	5.302e-05
2:191377405-191377505	1.131e-06	0.001672	4.924e-06
11:121655822-121655922	1.433e-06	0.00279	0.0006081
1:26723435-26723535	0.007214	3.049e-05	5.408e-06
16:30445981-30446081	4.816e-05	0.001894	0.00454
1:226626660-226626760	1.615e-07	0.004192	0.000231
5:153551925-153552025	0.0009327	1.853e-05	2.146e-06
2:80105182-80105282	9.955e-06	0.0003995	0.0006867
11:123616603-123616703	7.496e-10	5.24e-07	1.949e-09
18:12377461-12377561	7.102e-07	0.0007125	1.984e-05
10:4246921-4247021	3.466e-05	0.001264	3.595e-06
1:235917642-235917742	2.514e-05	5.63e-05	1.776e-08
19:48637697-48637797	2.854e-12	2.862e-09	8.073e-09
7:133082081-133082181	2.651e-09	1.798e-06	2.565e-05
16:87388483-87388583	2.817e-10	2.299e-06	2.373e-07
8:11868075-11868175	4.827e-17	1.061e-12	1.081e-11
6:7107697-7107797	3.215e-06	0.003647	0.0003203
5:135309005-135309105	0.0001189	0.0018	7.52e-06
8:22367133-22367233	5.862e-05	0.003054	1.247e-06
2:231514356-231514456	2.008e-10	1.939e-08	8.364e-09
12:56119524-56119624	9.051e-06	0.00401	5.491e-06
11:46505262-46505362	1.05e-06	0.001325	4.517e-05
12:65566250-65566350	0.003341	0.001306	0.0001776
6:20403480-20403580	1.819e-07	0.0006257	0.0001172
10:24465272-24465372	0.0002341	0.001894	0.00454
18:48673927-48674027	2.284e-12	1.578e-10	1.873e-09
12:67681322-67681422	7.423e-06	2.888e-05	1.432e-06
10:73650663-73650763	0.002258	8.09e-06	2.885e-07
19:38683804-38683904	0.001517	1.163e-07	1.366e-06
7:23470598-23470698	6.177e-05	0.003506	0.001477
7:77866917-77867017	0.0004099	2.19e-05	2.532e-06
2:19801500-19801600	1.548e-09	2.45e-06	3.845e-07
1:236524528-236524628	0.005724	3.284e-06	5.474e-06
17:2030093-2030193	5.183e-06	2.738e-05	1.147e-06
12:6914463-6914563	0.0009729	9.215e-06	2.238e-06
X:14029864-14029964	2.678e-06	0.003379	4.458e-06
2:199459408-199459508	6.231e-06	0.002245	4.476e-05
17:44348299-44348399	4.482e-05	0.002324	1.569e-06
22:32532768-32532868	1.781e-06	0.0004279	0.0002643
10:44865093-44865193	0.00026	0.001583	0.0001626
10:102918117-102918217	3.622e-12	1.17e-07	1.733e-09
X:48919053-48919153	3.9e-06	1.666e-06	2.949e-07
3:72492374-72492474	1.996e-15	1.709e-11	2.407e-13
1:85329205-85329305	8.408e-06	0.00401	5.491e-06
20:59940450-59940550	3.846e-05	0.0008524	0.0008318
17:42112737-42112837	3.982e-06	0.002305	1.567e-06
9:112059342-112059442	0.0002527	0.0006291	2.723e-05
19:40831907-40832007	1.881e-05	0.002163	0.00202
13:114043678-114043778	5.04e-07	0.002178	3.747e-07
14:89417179-89417279	4.087e-07	1.869e-05	8.519e-07
19:4791316-4791416	8.722e-11	7.939e-07	2.828e-06
9:137269450-137269550	4.854e-17	4.372e-13	1.984e-13
11:3169329-3169429	4.854e-17	4.372e-13	1.984e-13
17:68205419-68205519	0.001631	0.0002486	0.004588
18:9073779-9073879	2.968e-06	0.001672	4.92e-06
2:216081766-216081866	0.001202	0.001583	0.0001627
3:62601617-62601717	1.85e-06	0.00401	5.493e-06
5:33781431-33781531	5.172e-08	6.787e-09	3.524e-10
2:234445097-234445197	2.455e-05	0.005207	4.831e-05
16:23641268-23641368	1.353e-09	4.889e-06	2.907e-06
2:133733157-133733257	0.007569	4.121e-05	1.815e-07
20:44702963-44703063	1.915e-05	0.002882	3e-07
5:39102423-39102523	0.0002687	0.000133	4.13e-06
X:110286299-110286399	0.000517	9.595e-06	4.991e-06
2:230416506-230416606	0.0001482	0.000947	0.0006828
11:71206217-71206317	1.343e-05	0.0004909	0.001981
12:124746220-124746320	0.0007689	0.003557	0.0001604
22:32723830-32723930	0.002283	0.0005998	4.585e-05
1:156194494-156194594	0.0002566	0.001953	5.313e-05
20:50931775-50931875	0.0002317	8.489e-07	4.193e-08
14:100297467-100297567	4.851e-08	4.686e-05	8.702e-07
9:136245795-136245895	1.898e-11	2.758e-08	2.932e-12
12:55619784-55619884	4.416e-07	0.005604	2.43e-06
17:43938145-43938245	0.00333	0.0007457	0.005489
16:67248865-67248965	2.43e-05	0.002333	0.0001902
11:63939143-63939243	0.003216	0.0005197	0.009176
1:32964945-32965045	2.685e-05	3.222e-06	3.423e-08
1:41672420-41672520	1.906e-05	0.001709	0.0001399
1:78279091-78279191	2.681e-05	2.495e-05	2.077e-07
22:50219504-50219604	8.483e-06	0.007381	0.004325
6:36658189-36658289	8.483e-06	0.007381	0.004325
15:66386731-66386831	3.838e-10	1.5e-08	1.11e-05
15:68230059-68230159	1.866e-06	0.002464	0.0001562
7:1044511-1044611	0.0006472	0.002394	0.001698
1:26278394-26278494	3.456e-05	0.001264	3.596e-06
8:11802561-11802661	2.034e-10	2.672e-06	1.772e-09
1:3900283-3900383	0.002768	1.323e-05	6.177e-06
8:48554958-48555058	7.157e-05	2.286e-05	1.571e-07
2:46334898-46334998	0.002258	2.445e-05	3.04e-07
15:38254689-38254789	0.001681	0.001319	0.003274
17:63848901-63849001	3.694e-05	0.000429	0.0002644
1:162676190-162676290	0.001509	1.853e-05	2.149e-06
13:50124481-50124581	8.548e-05	9.303e-06	4.436e-06
2:28275127-28275227	4.663e-05	0.0005352	4.921e-05
10:18368883-18368983	1.409e-05	0.0002862	0.003847
10:43110367-43110467	1.413e-09	2.667e-08	1.079e-07
9:82031746-82031846	0.003836	0.001306	0.0001776
1:94045799-94045899	0.0002679	0.001513	0.0001556
X:103686982-103687082	4.663e-05	0.0005352	4.921e-05
20:10074591-10074691	0.0001206	0.0018	7.519e-06
11:12200419-12200519	0.0003284	0.001628	0.0001484
15:75029431-75029531	0.0001636	0.006408	4.257e-07
18:3012580-3012680	0.0005064	0.001154	0.00471
5:1112052-1112152	0.004641	0.001399	0.0001904
11:2898859-2898959	0.0001223	1.573e-05	2.809e-06
9:89604836-89604936	0.0001648	0.001813	1.3e-05
8:121163224-121163324	0.00193	1.388e-05	3.963e-08
5:141619229-141619329	0.0001197	0.001812	7.458e-07
20:5504579-5504679	0.001148	0.001518	0.0001558
12:54000016-54000116	0.0002366	0.001887	5.302e-05
17:76547550-76547650	1.171e-11	1.139e-07	2.21e-09
4:2262308-2262408	8.373e-07	0.005207	4.832e-05
16:69399498-69399598	0.0001516	0.0006658	0.0001752
5:115414619-115414719	0.001915	0.0001035	4.441e-06
2:117814637-117814737	2.062e-07	0.0004269	0.0009415
12:26126548-26126648	0.001326	0.0008524	0.0008319
16:19086774-19086874	5.252e-05	0.000947	0.0006828
17:8288670-8288770	0.004664	0.001306	0.0001776
2:70030127-70030227	0.001214	1.391e-05	7.177e-07
20:62595657-62595757	2.698e-17	1.647e-11	1.213e-12
3:36702248-36702348	1.074e-19	5.675e-12	1.694e-15
11:79093200-79093300	4.469e-22	5.192e-16	1.104e-10
7:29932207-29932307	9.689e-05	0.001812	7.497e-07
18:46098483-46098583	3.833e-05	0.002882	3e-07
12:124589133-124589233	9.717e-16	3.123e-07	1.264e-09
2:42923181-42923281	9.381e-10	4.715e-11	1.409e-11
5:69369471-69369571	9.307e-05	0.0003641	0.00401
8:28093389-28093489	0.001972	0.004434	0.0001994
6:10722775-10722875	0.000123	0.001577	2.863e-05
2:28894601-28894701	5.177e-05	0.003379	4.459e-06
14:92846604-92846704	5.177e-05	0.003379	4.459e-06
7:46456426-46456526	0.001031	0.0002486	0.004588
12:53252067-53252167	0.0001803	0.000917	0.006733
19:17303419-17303519	0.0001683	0.001628	0.0001484
5:179819513-179819613	0.001433	0.002213	1.348e-06
14:76012456-76012556	0.0005425	0.001894	0.00454
4:7358464-7358564	1.271e-05	0.001615	0.0001323
X:13689982-13690082	0.001792	0.0006636	0.006585
17:997029-997129	2.299e-10	9.333e-07	1.069e-07
8:48899389-48899489	2.934e-07	0.0004909	0.001981
11:130726411-130726511	0.0002452	0.00438	8.724e-07
17:2399687-2399787	1.811e-06	0.001837	2.631e-05
17:7844111-7844211	0.0001876	0.00183	9.078e-06
6:22828200-22828300	0.00351	7.157e-06	2.724e-06
1:26111749-26111849	1.048e-17	5.737e-09	1.75e-10
5:177390564-177390664	0.0005096	0.0009848	7.657e-07
12:92971085-92971185	1.13e-22	1.084e-15	6.26e-16
16:97114-97214	6.52e-05	2.687e-05	3.086e-07
8:123517043-123517143	1.06e-05	3.057e-06	4.157e-06
X:101550462-101550562	6.325e-05	0.0001801	0.002054
12:3300166-3300266	1.708e-07	0.0007922	9.959e-07
9:33473875-33473975	4.822e-06	0.0009904	1.744e-07
6:89819728-89819828	4.86e-07	0.0007925	1.007e-06
1:30701071-30701171	1.277e-05	0.004283	0.000549
7:6104636-6104736	8e-12	8.631e-09	3.688e-09
5:146446970-146447070	0.0001189	0.0018	7.518e-06
15:24773150-24773250	0.007174	3.277e-06	5.408e-06
1:182391831-182391931	2.239e-10	1.127e-09	2.445e-08
7:151844676-151844776	1.188e-21	2.312e-13	3.609e-13
10:78756758-78756858	0.000439	5.715e-05	7.886e-08
20:46363988-46364088	1.576e-05	0.001058	0.0001484
10:110496362-110496462	2.083e-22	1.793e-12	5.424e-13
15:52019866-52019966	5.798e-10	7.797e-09	1.427e-09
10:49762303-49762403	0.005687	0.0003079	0.007703
4:40887962-40888062	0.001681	0.001319	0.003274
