SEQID	HNF4G	HNF4A
5:179819023-179819123	1e-08	1.211e-15
20:50388927-50389027	6.161e-07	5.672e-17
1:201028488-201028588	1.097e-12	4.831e-40
14:95499172-95499272	0.0002701	5.19e-11
10:3103180-3103280	0.000137	1.85e-11
20:53778176-53778276	4.788e-06	2.388e-14
17:55650097-55650197	1.52e-07	4.264e-13
12:109735904-109736004	3.627e-05	3.848e-09
5:63165010-63165110	2.217e-10	3.81e-22
14:92540745-92540845	8.195e-08	1.721e-20
6:51972788-51972888	2.171e-08	6.849e-19
15:80260715-80260815	1.462e-06	1.967e-14
4:3085136-3085236	1.462e-06	1.967e-14
1:82728362-82728462	1.922e-11	4.218e-21
1:226975131-226975231	2.471e-07	3.587e-16
11:115523544-115523644	9.453e-07	2.164e-15
15:85011319-85011419	2.911e-18	2.164e-15
2:64404389-64404489	4.422e-06	5.673e-14
2:39121307-39121407	0.0002547	8.69e-09
14:75977698-75977798	1.768e-06	7.55e-14
3:190535176-190535276	0.0001437	1.63e-11
10:131826097-131826197	5.743e-09	2.029e-16
6:46821715-46821815	2.373e-08	4.176e-14
16:82027859-82027959	1.109e-07	2.72e-14
22:21943863-21943963	0.0007176	3.985e-08
1:208183063-208183163	0.005683	4.837e-12
11:32886299-32886399	5.163e-07	1.402e-14
3:4720924-4721024	5.186e-07	1.328e-15
8:120851809-120851909	5.244e-08	3.162e-17
X:18887562-18887662	4.161e-07	1.227e-16
1:230154083-230154183	7.557e-06	5.16e-15
14:54440585-54440685	4.565e-09	1.176e-09
14:103576835-103576935	1.304e-05	7.291e-15
13:80465472-80465572	9.53e-08	1.052e-15
5:178605936-178606036	5.48e-06	2.447e-15
11:31912991-31913091	4.583e-08	5.61e-16
1:192968492-192968592	0.0002385	2.902e-08
9:36102535-36102635	3.456e-06	1.227e-09
6:104229161-104229261	6.475e-08	4.948e-18
16:85525037-85525137	7.287e-09	8.369e-18
21:37082996-37083096	3.333e-07	3.929e-17
4:76571393-76571493	1.645e-10	7.906e-20
4:72084772-72084872	2.07e-06	5.299e-20
12:21826721-21826821	0.0003146	2.697e-08
9:91210460-91210560	3.922e-10	6.483e-21
1:24187555-24187655	1.62e-08	6.001e-21
10:63137432-63137532	0.0002011	5.638e-10
1:27563711-27563811	0.0003068	1.11e-15
12:19013101-19013201	3.762e-07	6.504e-17
5:74687536-74687636	0.0001307	5.839e-08
2:204611382-204611482	7.221e-10	1.37e-11
15:70876850-70876950	0.0003564	6.966e-09
1:60266303-60266403	1.126e-06	3.525e-12
9:14132934-14133034	0.0001078	1.142e-08
17:55645500-55645600	1.093e-05	1.569e-13
2:239285097-239285197	7.18e-11	7.138e-23
17:68020571-68020671	0.006978	1.428e-09
9:110283881-110283981	3.415e-06	1.824e-10
11:68128829-68128929	8.435e-05	6.657e-12
9:2720471-2720571	6.316e-06	9.939e-17
12:20808729-20808829	2.071e-09	1.655e-21
15:39313167-39313267	3.734e-06	5.854e-15
12:22919963-22920063	3.734e-06	5.854e-15
X:36963196-36963296	2.7e-06	4.065e-19
5:110109819-110109919	1.503e-07	1.992e-16
1:52700835-52700935	2.04e-14	2.059e-31
X:40173401-40173501	0.002866	2.224e-09
12:121686952-121687052	4.66e-09	6.681e-17
18:22542471-22542571	2.35e-08	1.128e-19
X:120762031-120762131	8.649e-05	3.712e-16
7:155254104-155254204	8.705e-10	3.115e-20
3:109028910-109029010	0.008813	0.0001578
10:129679380-129679480	6.608e-25	0.0001578
10:102800142-102800242	6.328e-07	3.308e-12
2:133194244-133194344	3e-09	1.918e-20
4:101169066-101169166	7.197e-06	1.558e-17
14:55599622-55599722	7.197e-06	1.558e-17
2:8242789-8242889	1.526e-08	3.374e-21
2:218732526-218732626	0.002569	6.769e-07
7:50565409-50565509	0.0006692	9.16e-14
5:96332876-96332976	2.468e-07	2.265e-16
1:47710703-47710803	4.661e-07	6.198e-13
20:49825888-49825988	1.41e-12	1.773e-20
8:143552208-143552308	0.0002082	4.908e-12
2:191867174-191867274	4.17e-06	3.015e-10
13:106958878-106958978	1.569e-08	3.689e-19
5:178336967-178337067	8.698e-08	4.834e-18
8:25284557-25284657	0.0008868	1.834e-11
7:1466777-1466877	0.0001984	1.673e-08
14:49574872-49574972	0.0005692	1.542e-12
3:61195107-61195207	0.002386	9.951e-08
8:21492328-21492428	9.509e-08	1.506e-17
13:51585061-51585161	0.0001169	4.902e-11
21:43288232-43288332	1.949e-09	2.285e-16
13:20560107-20560207	2.218e-10	4.958e-22
4:39415808-39415908	7.349e-09	6.635e-15
5:115555396-115555496	0.0001241	3.258e-12
10:29318628-29318728	2.18e-08	3.754e-15
21:38312905-38313005	1.742e-09	1.165e-18
5:45133150-45133250	5.091e-09	3.208e-23
17:30263692-30263792	2.088e-07	3.833e-18
5:674504-674604	0.0001437	5.688e-12
1:168834574-168834674	0.0001437	5.688e-12
9:130607775-130607875	1.806e-05	1.855e-10
9:121368306-121368406	0.000772	7.405e-13
1:151311751-151311851	5.936e-09	6.196e-18
15:84763247-84763347	2.842e-10	3.76e-18
1:185871784-185871884	2.675e-06	5.432e-11
22:40826961-40827061	5.339e-05	6.754e-15
13:75530794-75530894	2.435e-12	5.882e-26
8:106617948-106618048	8.593e-07	5.443e-14
11:44616079-44616179	0.00379	1.846e-12
4:152579265-152579365	0.0001284	2.641e-13
15:66770577-66770677	0.00708	2.321e-06
4:7662324-7662424	0.0001049	8.283e-13
17:56915818-56915918	1.131e-07	1.609e-16
20:49674810-49674910	2.353e-05	8.013e-13
8:29773516-29773616	5.079e-09	2.51e-21
16:81592439-81592539	0.001031	2.019e-12
4:99154807-99154907	1.198e-05	1.111e-08
18:61891962-61892062	0.0005394	1.258e-08
8:138165972-138166072	3.337e-07	2.794e-16
18:74282116-74282216	2.967e-06	1.772e-12
13:42524943-42525043	1.417e-17	1.65e-42
2:85756973-85757073	1.075e-09	1.042e-19
19:7293529-7293629	0.0001768	4.221e-10
17:29555981-29556081	8.95e-11	1.411e-23
7:74224340-74224440	6.997e-09	1.785e-16
2:207926293-207926393	6.997e-09	1.785e-16
22:20952877-20952977	0.0002441	9.025e-13
2:177398063-177398163	1.145e-11	5.565e-23
9:86855302-86855402	4.71e-05	2.232e-14
13:101749707-101749807	2.259e-05	1.565e-13
1:211579882-211579982	1.056e-09	3.759e-21
22:50145794-50145894	2.131e-05	5.664e-09
7:46714043-46714143	6.981e-06	1.851e-14
4:71487413-71487513	2.078e-06	2.088e-13
3:190309563-190309663	2.409e-05	4.721e-19
9:78023170-78023270	8.816e-09	2.506e-19
12:93541918-93542018	9.137e-09	1.188e-20
7:140005848-140005948	0.0007648	7.896e-13
17:68386442-68386542	5.824e-07	1.501e-10
19:18046865-18046965	3.068e-07	5.905e-15
6:110564781-110564881	0.002744	5.536e-09
1:206951512-206951612	8.992e-08	1.44e-13
18:48017785-48017885	4.164e-08	1.118e-16
X:7108219-7108319	0.002024	8.592e-08
8:11741476-11741576	2.763e-07	2.165e-13
16:85390797-85390897	4.214e-06	3.398e-17
7:96308430-96308530	1.484e-08	9.496e-22
2:218285732-218285832	1.464e-08	8.095e-18
15:100559498-100559598	3.235e-10	6.988e-22
3:167669833-167669933	0.000127	3.358e-09
11:27545226-27545326	1.721e-06	8.502e-20
12:105053311-105053411	9.917e-10	1.152e-20
20:48923310-48923410	3.78e-08	4.791e-16
2:142878509-142878609	0.001783	9.222e-07
11:78310738-78310838	0.007252	6.03e-07
8:99320874-99320974	0.0001796	4.326e-12
4:168487920-168488020	0.0003233	2.621e-08
14:75258220-75258320	5.198e-09	3.698e-20
14:101334896-101334996	0.0006597	5.933e-09
10:131788122-131788222	2.437e-09	1.666e-20
1:210910177-210910277	4.782e-10	4.958e-21
3:133536346-133536446	7.431e-12	6.247e-21
4:15078091-15078191	5.936e-13	5.132e-23
16:85514689-85514789	1.902e-05	9.449e-14
12:94209383-94209483	7.252e-08	2.04e-16
6:138440893-138440993	1.411e-06	2.044e-15
2:233407927-233408027	3.843e-07	7.225e-17
3:49349002-49349102	0.000115	1.585e-12
9:95025856-95025956	6.38e-07	5.787e-14
6:16832173-16832273	1.482e-06	6.218e-16
12:1634298-1634398	6.483e-06	3.732e-12
3:178089145-178089245	1.363e-14	1.687e-21
6:139370143-139370243	0.001546	6.703e-11
5:55636899-55636999	0.003404	2.2e-08
10:14749532-14749632	0.001475	5.338e-12
1:16176023-16176123	0.000169	4.564e-10
1:78476341-78476441	5.505e-09	1.955e-25
6:22467773-22467873	5.393e-10	2.831e-20
2:48415062-48415162	7.602e-09	1.542e-19
3:187809407-187809507	2.687e-07	2.861e-16
10:77601560-77601660	3.246e-08	4.775e-15
7:12924133-12924233	1.478e-05	3.367e-13
1:6762257-6762357	2.919e-07	6.2e-17
3:45660041-45660141	2.001e-05	1.741e-13
16:89412896-89412996	5.231e-05	8.81e-13
4:3462526-3462626	0.003815	8.93e-08
7:70574474-70574574	0.0001055	1.224e-08
8:109465052-109465152	0.0001759	1.119e-06
4:54062527-54062627	7.515e-05	9.646e-12
4:762728-762828	0.0001182	5.271e-14
1:43531714-43531814	6.901e-10	2.672e-16
6:43270319-43270419	4.895e-05	4.376e-12
7:2641624-2641724	1.863e-09	1.28e-21
11:66288707-66288807	1.181e-06	3.452e-07
1:89553334-89553434	2.52e-08	3.226e-15
X:28225657-28225757	0.007589	0.001545
13:99105279-99105379	1.087e-07	1.414e-15
16:20851739-20851839	6.154e-08	4.051e-16
2:8281396-8281496	1.103e-05	2.478e-10
5:14817098-14817198	3.125e-08	4.565e-16
3:49845879-49845979	0.0005822	5.842e-09
3:194097677-194097777	5.769e-09	1.272e-22
2:200077249-200077349	3.067e-07	3.267e-16
20:38874562-38874662	0.001076	1.384e-11
10:70147023-70147123	2.59e-06	8.909e-12
14:73721592-73721692	0.003746	7.819e-07
6:125753363-125753463	3.609e-10	1.272e-21
X:155054396-155054496	1.619e-06	1.243e-12
6:105793312-105793412	1.752e-07	3.188e-18
16:85189393-85189493	1.752e-07	3.188e-18
3:52778408-52778508	6.462e-06	3.184e-09
6:84408156-84408256	0.0003035	1.5e-09
4:85510015-85510115	1.143e-06	1.584e-13
11:122506156-122506256	5.702e-05	1.359e-11
8:4331630-4331730	1.896e-07	1.052e-18
13:94303752-94303852	2.365e-10	6.144e-18
3:144042090-144042190	1.596e-18	6.144e-18
6:131135127-131135227	4.56e-09	7.116e-18
14:58752930-58753030	1.127e-05	1.344e-14
16:29172383-29172483	4.411e-07	1.253e-16
21:34572117-34572217	1.996e-07	2.517e-12
11:62587890-62587990	1.8e-07	1.597e-16
10:12053629-12053729	4.239e-08	4.085e-15
2:189522210-189522310	2.698e-09	1.042e-23
14:95183258-95183358	4.912e-09	2.954e-20
1:149899552-149899652	3.982e-06	2.377e-13
6:46989634-46989734	1.162e-07	4.092e-15
20:24988405-24988505	2.259e-06	2.917e-13
3:55445740-55445840	1.46e-06	3.125e-16
16:57677777-57677877	3.363e-08	3.029e-19
10:71580603-71580703	1.784e-07	6.891e-13
9:89654249-89654349	4.791e-07	3.737e-17
8:52390897-52390997	3.464e-08	2.846e-19
14:101478250-101478350	1.156e-08	7.128e-20
2:63735404-63735504	6.613e-06	7.246e-13
4:183150124-183150224	0.002833	3.643e-08
12:58887238-58887338	2.849e-07	4.243e-18
1:237953443-237953543	7.95e-08	7.937e-15
13:99630450-99630550	0.0002296	5.571e-13
2:165112410-165112510	3.879e-05	4.536e-08
11:118921388-118921488	5.71e-10	1.116e-18
9:8660542-8660642	3.853e-09	7.075e-16
12:95318206-95318306	7.993e-09	2.146e-16
6:3789927-3790027	1.466e-10	8.245e-21
2:20637182-20637282	5.914e-07	1.371e-15
18:26920777-26920877	2.463e-10	6.049e-20
6:128365688-128365788	3.539e-06	1.042e-20
11:72787415-72787515	7.033e-06	1.975e-15
14:68486162-68486262	1.49e-05	1.646e-09
4:38279693-38279793	0.005086	4.543e-06
5:1103764-1103864	1.211e-08	3.13e-19
21:31731090-31731190	0.001739	1.376e-06
9:69105028-69105128	1.91e-08	2.111e-15
1:23444181-23444281	8.21e-09	4.953e-17
3:126374102-126374202	1.609e-07	1.092e-13
13:94168960-94169060	5.404e-08	4.974e-14
8:17516947-17517047	2.412e-05	1.833e-11
10:112215488-112215588	1.993e-09	1.004e-21
6:28080805-28080905	1.514e-06	7.087e-16
6:43801937-43802037	1.908e-07	8.12e-17
2:47230562-47230662	8.232e-07	1.407e-15
12:110247527-110247627	4.421e-09	4.324e-18
5:6757551-6757651	1.256e-10	7.129e-13
15:85972978-85973078	7.272e-05	6.072e-12
5:132237870-132237970	0.0005382	6.38e-11
20:50624708-50624808	1.347e-09	9.366e-20
17:66448147-66448247	0.009514	3.103e-06
15:90557839-90557939	8.907e-09	6.618e-20
15:85786777-85786877	4.495e-10	7.288e-25
7:36472291-36472391	2.012e-08	8.143e-20
5:144170599-144170699	3.106e-07	1.185e-12
5:176534189-176534289	5.733e-06	3.556e-13
5:10288655-10288755	6.621e-10	5.934e-18
17:50661881-50661981	7.887e-05	4.58e-10
20:49675819-49675919	2.037e-07	6.847e-16
18:67146012-67146112	4.975e-08	2.357e-21
2:47595248-47595348	1.438e-08	8.627e-21
18:28174375-28174475	5.385e-06	6.586e-15
8:54263331-54263431	2.32e-09	7.859e-30
7:151868014-151868114	3.582e-06	1.046e-10
20:419942-420042	3.709e-08	3.595e-18
7:87599372-87599472	1.562e-08	8.471e-19
2:156399325-156399425	2.897e-07	1.638e-17
4:79294203-79294303	0.00052	5.13e-15
6:43672777-43672877	0.0009481	2.735e-10
15:84776772-84776872	0.0009481	2.735e-10
7:7920484-7920584	0.001746	7.49e-08
14:36069367-36069467	4.169e-05	2.028e-11
15:57923482-57923582	9.502e-06	3.15e-16
11:37449260-37449360	2.512e-09	4.687e-17
18:58399142-58399242	5.099e-06	1.503e-10
15:83845410-83845510	5.099e-06	1.503e-10
7:132074090-132074190	2.614e-06	1.177e-14
13:46105057-46105157	1.794e-10	1.721e-18
11:117071429-117071529	1.794e-10	1.721e-18
16:9323382-9323482	1.794e-10	1.721e-18
1:200401427-200401527	1.384e-05	1.08e-14
19:48807297-48807397	5.914e-06	1.016e-14
3:52795555-52795655	6.126e-07	1.299e-14
1:111881591-111881691	1.745e-12	1.732e-27
6:43436741-43436841	0.000286	1.837e-14
6:168274593-168274693	1.698e-08	1.582e-22
3:110902574-110902674	5.785e-09	1.023e-16
17:7022649-7022749	0.002028	3.261e-08
2:196983992-196984092	2.018e-07	6.916e-18
1:91765416-91765516	7.286e-08	2.085e-18
4:15145835-15145935	2.115e-07	7.95e-18
11:47510335-47510435	0.0002303	3.806e-13
20:46607387-46607487	6.988e-06	3.16e-12
15:74418867-74418967	0.001319	1.145e-09
16:48526178-48526278	0.001871	6.34e-15
12:22230023-22230123	3.138e-06	3.376e-12
12:3840967-3841067	0.000125	1.925e-05
X:68536551-68536651	0.0009945	5.081e-11
17:61595621-61595721	6.245e-06	4.393e-15
15:28021781-28021881	1.529e-07	5.232e-13
8:134528089-134528189	7.452e-09	6.267e-18
12:106855285-106855385	1.946e-05	7.308e-11
2:191280967-191281067	2.814e-08	5.099e-17
10:113060282-113060382	0.001108	5.281e-09
2:178279771-178279871	9.983e-05	1.723e-11
6:157303022-157303122	0.0005717	1.469e-07
17:14008101-14008201	0.0001535	1.644e-11
14:103700479-103700579	2.513e-06	9.414e-13
3:107810817-107810917	5.208e-07	1.713e-11
6:148218717-148218817	0.001499	2.019e-07
6:35722469-35722569	1.574e-10	6.595e-20
19:35042428-35042528	5.248e-10	1.139e-18
2:199455739-199455839	4.928e-06	1.833e-13
1:28154932-28155032	4.928e-06	1.833e-13
1:204074670-204074770	7.198e-05	1.054e-09
9:109316353-109316453	7.198e-05	1.054e-09
7:151789685-151789785	1.518e-06	4.058e-14
17:16298338-16298438	8.022e-10	1.379e-18
14:67729110-67729210	7.852e-08	6.574e-14
1:178776701-178776801	1.137e-08	6.393e-16
3:143001475-143001575	4.284e-11	3.508e-20
5:111092226-111092326	4.795e-06	1.219e-15
10:114733056-114733156	4.032e-12	1.311e-24
6:132730751-132730851	5.537e-06	3.908e-12
16:89545261-89545361	8.385e-06	1.358e-12
20:5183837-5183937	1.054e-09	2.793e-17
4:68733023-68733123	1.054e-09	2.793e-17
7:7182784-7182884	4.236e-06	2.775e-13
12:124679734-124679834	9.823e-10	5.57e-15
3:49513933-49514033	7.003e-09	2.01e-16
2:46518979-46519079	8.278e-06	1.644e-14
1:10211519-10211619	1.253e-05	8.019e-10
7:36949816-36949916	7.03e-10	4.238e-25
4:177413244-177413344	9.025e-07	3.993e-12
19:18357666-18357766	1.125e-05	2.905e-13
7:36896582-36896682	1.4e-07	5.046e-17
5:158595018-158595118	1.4e-07	5.046e-17
7:17903510-17903610	1.4e-07	5.046e-17
6:33906593-33906693	3.92e-10	2.81e-21
12:1606176-1606276	1.772e-05	9.133e-15
11:22624882-22624982	6.109e-08	1.967e-08
16:49470152-49470252	1.263e-08	7.723e-19
4:145179300-145179400	0.0005671	2.737e-12
6:157372636-157372736	0.0001889	2.303e-13
3:151859298-151859398	5.776e-05	3.46e-15
17:79845129-79845229	0.001642	4.519e-06
10:25081128-25081228	6.207e-06	8.891e-13
8:11898511-11898611	0.001098	1.208e-09
11:16815305-16815405	4.363e-11	8.371e-18
17:81070963-81071063	6.69e-06	9.045e-17
2:191382981-191383081	6.125e-08	1.234e-17
14:31033976-31034076	2.845e-08	2.653e-19
5:76384246-76384346	5.697e-05	2.608e-13
1:54864644-54864744	5.697e-05	2.608e-13
3:172324005-172324105	3.585e-07	1.811e-18
20:57441677-57441777	0.002895	1.28e-10
17:74758179-74758279	5.878e-09	4.387e-18
19:1394755-1394855	4.383e-07	4.548e-11
5:90917080-90917180	3.672e-08	2.417e-17
5:133049784-133049884	2.033e-06	4.276e-15
14:52458065-52458165	2.033e-06	4.276e-15
5:115051056-115051156	1.666e-05	2.452e-20
12:27303516-27303616	0.0002522	3.234e-12
2:205797040-205797140	1.198e-06	1.505e-11
1:59214830-59214930	2.468e-11	4.057e-20
13:40504350-40504450	6.773e-05	5.836e-14
1:173213068-173213168	0.007762	9.331e-05
10:14588372-14588472	7.255e-06	1.003e-07
2:175180865-175180965	0.0001781	1.916e-11
7:2623319-2623419	1.246e-05	2.439e-10
9:37423024-37423124	1.566e-05	1.47e-11
3:2896428-2896528	0.0007026	6.323e-08
12:10089108-10089208	5.67e-07	4.51e-15
1:40743618-40743718	5.979e-09	4.464e-21
10:94678601-94678701	5.979e-09	4.464e-21
3:126186396-126186496	1.034e-07	2.357e-18
2:11506738-11506838	3.25e-05	2.898e-14
18:67628071-67628171	6.375e-05	2.878e-17
13:113183839-113183939	1.967e-06	3.755e-14
15:91319831-91319931	3.985e-05	4.256e-07
15:59255869-59255969	0.001192	6.792e-11
X:20721112-20721212	2.48e-06	2.329e-14
3:171875966-171876066	3.284e-05	2.657e-08
19:1016711-1016811	2.73e-08	8.294e-19
1:36384915-36385015	0.0002923	4.156e-09
1:151314328-151314428	5.004e-09	1.204e-19
9:125468759-125468859	6.869e-09	2.368e-18
11:71063321-71063421	1.849e-07	1.415e-12
10:112304602-112304702	2.897e-07	5.095e-17
1:109181464-109181564	9.006e-09	7.834e-16
11:114162935-114163035	2.162e-09	2.239e-19
1:42939404-42939504	0.0007126	1.647e-15
9:97572789-97572889	2.262e-05	4.362e-11
18:44624212-44624312	1.978e-09	4.217e-15
8:33113140-33113240	0.0007558	4.467e-06
12:68897835-68897935	8.43e-11	1.121e-18
17:63520455-63520555	3.829e-09	1.51e-18
8:133350471-133350571	5.591e-06	2.556e-15
2:205972158-205972258	3.635e-10	7.968e-23
12:19552504-19552604	1.148e-05	6.294e-16
1:89841640-89841740	4.255e-05	4.03e-09
6:156933251-156933351	2.799e-10	5.275e-22
18:58453215-58453315	5.324e-05	8.866e-12
3:66712317-66712417	4.312e-09	2.348e-21
5:75044527-75044627	8.099e-09	2.015e-20
19:38658709-38658809	1.004e-09	1.758e-18
22:45263838-45263938	3.864e-08	7.067e-17
2:164937931-164938031	0.000625	4.44e-14
22:48903395-48903495	1.727e-05	4.135e-09
20:38350962-38351062	6.085e-06	2.898e-10
2:120482020-120482120	2.878e-07	8.731e-17
7:131331968-131332068	8.163e-06	5.003e-09
4:22238302-22238402	1.41e-05	7.404e-11
3:58342803-58342903	1.582e-07	2.393e-19
X:130704553-130704653	6.019e-07	1.523e-16
1:56491518-56491618	7.815e-07	7.667e-13
1:33296132-33296232	8.435e-15	6.779e-32
9:4740609-4740709	8.571e-06	2.87e-09
15:66642679-66642779	2.996e-06	2.249e-14
22:39304417-39304517	0.0008514	1.745e-14
13:28353776-28353876	2.621e-06	4.356e-11
8:101360951-101361051	4.271e-09	1.547e-16
12:102850209-102850309	2.937e-05	6.68e-11
12:24754914-24755014	3.853e-09	7.093e-16
3:184378091-184378191	1.69e-06	6.765e-14
9:136520204-136520304	1.034e-05	3.269e-14
16:9257991-9258091	4.35e-15	1.976e-34
8:40035707-40035807	0.0003732	2.893e-09
5:172833888-172833988	2.258e-07	1.636e-11
15:60916158-60916258	4.728e-07	6.54e-10
7:105795486-105795586	3.913e-06	1.469e-12
6:39093425-39093525	5.761e-07	9.317e-14
22:36156863-36156963	3.853e-08	8.119e-20
12:94491651-94491751	0.0002549	4.542e-13
12:71139320-71139420	0.0003112	3.554e-15
8:11264947-11265047	7.523e-06	3.916e-15
10:133353701-133353801	1.547e-05	2.556e-16
11:62432854-62432954	7.288e-08	1.063e-18
6:100484661-100484761	1.015e-05	1.058e-10
10:114754526-114754626	0.001851	1.204e-08
14:94323384-94323484	1.892e-07	5.195e-17
X:38336639-38336739	0.0007322	1.051e-08
2:237742252-237742352	0.005488	9.876e-11
1:213767827-213767927	4.327e-09	1.248e-18
X:102658715-102658815	4.847e-09	1.2e-19
1:154398249-154398349	3.569e-08	2.663e-20
2:11722900-11723000	4.271e-07	1.857e-17
20:28602883-28602983	4.338e-08	1.545e-21
5:73613046-73613146	1.341e-06	7.399e-12
9:117523925-117524025	1.774e-07	4.21e-14
16:57238804-57238904	1.819e-06	3.043e-07
17:17547446-17547546	2.446e-13	2.046e-24
11:119230745-119230845	2.446e-13	2.046e-24
9:104073915-104074015	2.929e-12	9.434e-25
6:137341830-137341930	1.455e-06	1.674e-17
17:30243150-30243250	4.486e-21	1.674e-17
8:38991129-38991229	0.001524	5.392e-11
15:35308834-35308934	2.25e-07	8.915e-13
1:45557580-45557680	1.708e-09	1.711e-16
7:41437665-41437765	9.933e-08	6.092e-11
2:214713581-214713681	6.639e-08	1.241e-18
1:2231834-2231934	0.0002757	8.988e-10
2:127128775-127128875	1.686e-08	6.666e-19
7:977661-977761	2.094e-05	3.009e-10
4:165164427-165164527	2.122e-08	2.694e-19
13:80824411-80824511	1.015e-09	7.083e-18
18:23237131-23237231	1.482e-08	3.685e-07
1:166065032-166065132	1.27e-05	9.925e-12
13:27960840-27960940	8.787e-07	4.161e-14
12:33945232-33945332	7.016e-09	1.306e-19
5:172765468-172765568	2.143e-08	7.384e-15
18:33871761-33871861	9.345e-09	9.23e-15
3:48286461-48286561	0.009893	2.664e-06
22:17151082-17151182	2.577e-07	1.151e-09
2:34851976-34852076	9.306e-07	4.63e-14
8:70612288-70612388	0.0001686	1.365e-10
18:7754857-7754957	0.004139	6.162e-06
2:85602031-85602131	0.008318	0.0001653
9:75267751-75267851	7.165e-08	1.088e-19
10:86535450-86535550	2.794e-09	4.151e-18
11:1543691-1543791	3.858e-05	8.959e-13
12:12449771-12449871	5.274e-10	1.059e-17
12:49968554-49968654	8.628e-05	1.415e-10
5:73673207-73673307	1.826e-10	7.765e-21
11:44379655-44379755	4.455e-07	6.148e-17
2:64679036-64679136	8.24e-08	1.257e-20
1:119781573-119781673	3.702e-05	1.489e-09
16:1192512-1192612	8.126e-05	1.902e-09
7:28145236-28145336	1.256e-05	3.667e-11
X:106022392-106022492	3.557e-05	2.101e-12
17:77288922-77289022	1.29e-08	4.359e-20
16:81544852-81544952	0.006359	2.499e-06
3:52216912-52217012	0.006359	2.499e-06
7:100041772-100041872	1.099e-06	3.745e-17
2:64923271-64923371	8.092e-06	4.314e-16
X:39936467-39936567	0.00021	8.105e-10
5:139698278-139698378	1.86e-07	3.682e-14
10:5969000-5969100	1.86e-07	3.682e-14
15:29756753-29756853	3.602e-06	4.482e-13
1:23457245-23457345	2.129e-06	6.361e-09
12:94930429-94930529	1.21e-05	2.655e-10
9:89310942-89311042	5.443e-09	2.02e-11
6:69818399-69818499	0.0001995	9.12e-13
3:115099632-115099732	1.902e-07	1.412e-21
18:22040683-22040783	0.003512	4.471e-12
6:30556874-30556974	0.003587	8.125e-09
7:150324801-150324901	0.0009579	1.511e-09
2:23208515-23208615	8.236e-06	4.639e-11
1:225908413-225908513	1.904e-06	1.327e-11
15:58476890-58476990	4.455e-08	4.279e-18
2:127418880-127418980	7.614e-06	5.534e-17
11:88827127-88827227	4.845e-09	6.869e-20
16:24737575-24737675	2.232e-05	1.811e-07
X:18545918-18546018	9.493e-05	4.403e-13
13:108561270-108561370	2.299e-08	7.806e-19
6:113432942-113433042	3.347e-10	3.306e-22
1:195045248-195045348	3.347e-10	3.306e-22
6:166553906-166554006	7.521e-06	1.363e-06
3:105837305-105837405	6.186e-09	6.443e-18
1:10980199-10980299	1.388e-06	2.907e-14
11:63241008-63241108	2.246e-07	8.768e-15
5:56523110-56523210	4.466e-08	5.01e-17
3:50208939-50209039	1.673e-07	1.994e-16
17:66229426-66229526	1.781e-08	6.433e-12
1:150467121-150467221	3.955e-06	5.235e-13
12:57259795-57259895	0.0003624	2.2e-07
16:85975530-85975630	1.065e-07	5.967e-15
11:63888828-63888928	0.0009508	4.179e-06
9:131734399-131734499	0.0001379	2.353e-10
9:101162374-101162474	0.0004806	3.596e-14
17:17762069-17762169	7.578e-14	1.974e-20
15:40550068-40550168	2.316e-11	1.482e-22
1:212728842-212728942	0.003891	8.6e-08
8:98722316-98722416	4.549e-07	3.853e-12
9:34376977-34377077	5.801e-08	1.014e-13
11:119700174-119700274	0.002867	3.204e-13
5:96662050-96662150	1.643e-10	2.374e-17
15:46526105-46526205	0.000909	3.778e-11
3:122692783-122692883	4.775e-08	2.553e-15
11:102462740-102462840	2.583e-08	2.704e-13
2:228839602-228839702	2.55e-07	1.861e-21
6:170554283-170554383	2.553e-07	1.701e-22
19:1438149-1438249	5.838e-12	2.287e-22
13:44104006-44104106	0.002744	2.175e-07
2:134258085-134258185	1.806e-08	1.26e-20
8:23506910-23507010	1.918e-05	1.182e-24
1:213958502-213958602	1.813e-09	5.736e-18
5:67283417-67283517	0.0005903	3.97e-10
15:78065542-78065642	3.559e-08	2.554e-18
22:17370886-17370986	1.977e-06	3.245e-17
16:56606815-56606915	3.451e-09	2.145e-23
12:98533903-98534003	1.603e-07	6.341e-10
1:36386107-36386207	1.033e-09	3.921e-17
9:113200084-113200184	1.657e-11	3.828e-27
11:95269548-95269648	1.627e-09	9.739e-20
1:2494398-2494498	7.728e-11	9.316e-20
2:31736791-31736891	5.008e-07	5.104e-18
2:207868037-207868137	3.83e-05	7.165e-15
9:134291545-134291645	2.508e-06	1.943e-16
4:70793776-70793876	3.309e-06	7.576e-17
10:96998331-96998431	0.002437	3.1e-08
3:41102084-41102184	0.0001016	7.311e-13
4:48048046-48048146	1.471e-09	2.776e-23
6:152301581-152301681	2.282e-06	3.857e-17
15:68187842-68187942	0.0005421	5.145e-11
4:76578145-76578245	0.0005421	5.145e-11
6:17502439-17502539	2.54e-09	7.422e-15
9:113706012-113706112	1.818e-06	9.641e-16
12:6570377-6570477	1.653e-05	9.476e-15
20:33719982-33720082	1.444e-06	4.239e-06
13:102236465-102236565	1.653e-08	1.201e-14
2:238263532-238263632	0.00068	2.483e-12
