SEQID	MAX	BHLHE40	ATF3	CEBPB	MAFK	FOSL2	NFE2L2	JUND
4:99157600-99157700	2.382e-09	8.468e-11	3.44e-09	1.303e-11	3.57e-13	2.421e-11	1.236e-11	1.543e-16
1:207408012-207408112	1.136e-09	1.583e-10	5.992e-10	7.845e-05	3.099e-05	4.711e-07	1.127e-11	8.748e-11
2:113127125-113127225	8.075e-06	9.97e-09	1.38e-06	4.235e-09	2.412e-12	3.189e-11	6.216e-11	4.152e-16
7:67764463-67764563	2.591e-11	8.7e-11	2.419e-12	1.545e-10	4.966e-10	3.669e-12	1.197e-10	1.854e-14
2:222594835-222594935	4.388e-06	9.916e-07	1.163e-07	1.213e-08	2.55e-06	0.003038	5.068e-10	0.006105
4:7034827-7034927	2.585e-08	1.657e-09	1.078e-06	4.91e-09	4.841e-11	0.0008619	5.574e-08	0.0002296
2:230520573-230520673	1.192e-07	8.405e-11	2.438e-08	6.966e-11	2.816e-14	1.089e-15	8.738e-14	8.975e-22
11:58731959-58732059	5.461e-09	2.044e-10	1.57e-08	1.447e-08	2.43e-10	2.636e-14	1.151e-11	1.324e-17
2:222796818-222796918	8.774e-10	7.286e-11	3.225e-08	2.048e-10	2.061e-07	7.643e-15	1.445e-13	4.103e-20
3:31159742-31159842	2.907e-10	1.208e-08	1.772e-08	0.0002182	4.975e-11	1.006e-10	1.51e-12	6.04e-16
5:35063543-35063643	2.94e-11	4.588e-13	5.763e-11	4.22e-09	1.042e-12	4.517e-05	7.966e-13	1.357e-09
21:25772824-25772924	2.45e-09	3.213e-11	5.116e-09	5.645e-07	1.695e-08	6.343e-05	4.1e-11	0.0003413
5:10331589-10331689	5.099e-11	1.201e-10	7.22e-10	1.537e-10	1.944e-12	5.687e-14	1.353e-10	7.913e-18
9:96031509-96031609	1.682e-09	1.687e-11	2.352e-09	7.74e-08	1.233e-06	5.54e-16	2.18e-12	1.098e-19
2:101117326-101117426	4.403e-11	6.189e-14	3.185e-07	0.0002273	4.001e-09	2.977e-10	3.643e-11	8.836e-16
5:168309346-168309446	6.076e-09	7.55e-09	5.992e-07	8.609e-07	6.318e-16	2.592e-12	5.389e-13	4.303e-19
X:9396987-9397087	1.198e-08	5.528e-10	1.633e-10	3.55e-07	1.691e-12	1.929e-10	5.491e-11	1.898e-13
8:125464121-125464221	1.159e-09	8.566e-10	1.836e-07	1.645e-11	7.235e-10	3.488e-13	3.061e-11	1.733e-15
15:69160279-69160379	8.694e-07	4.145e-07	0.0001982	1.728e-09	3.435e-13	3.679e-13	3.119e-12	6.547e-17
12:89625754-89625854	7.46e-10	8.7e-11	1.797e-05	9.209e-08	2.161e-10	7.805e-16	5.081e-13	3.302e-20
17:28368303-28368403	2.041e-10	2.957e-12	1.547e-11	4.04e-11	4.036e-07	3.091e-15	8.375e-13	4.34e-23
X:150084941-150085041	1.488e-08	1.526e-11	1.484e-08	5.56e-10	3.888e-06	3.226e-15	5.25e-13	9.924e-19
5:134638884-134638984	1.102e-05	2.404e-08	9.834e-10	3.066e-11	1.547e-09	2.846e-10	4.962e-11	3.68e-12
6:136774875-136774975	1.945e-08	1.822e-08	4.15e-07	1.94e-05	3.958e-11	9.479e-06	9.057e-08	8.171e-07
17:45087278-45087378	3.096e-05	1.721e-07	7.509e-10	6.078e-07	7.343e-08	5.563e-13	2.813e-10	1.614e-18
8:40173000-40173100	4.988e-10	1.798e-09	4.212e-09	9.075e-05	1.323e-12	1.587e-09	3.761e-07	1.738e-10
17:27494774-27494874	1.477e-10	5.262e-12	1.547e-09	8.983e-13	2.498e-11	4.556e-05	3.119e-06	4.745e-05
7:142556924-142557024	1.121e-07	5.168e-09	1.537e-09	7.337e-13	0.0005078	0.0003402	9.982e-05	0.0002812
13:57424539-57424639	1.411e-09	3.31e-12	6.781e-12	7.486e-11	1.649e-10	5.521e-12	2.17e-13	3.254e-13
3:25620661-25620761	2.817e-09	3.22e-11	1.317e-08	6.611e-07	2.031e-13	2.216e-15	7.415e-10	2.576e-18
19:2962167-2962267	2.035e-08	2.268e-11	1.911e-09	2.775e-11	2.666e-18	7.855e-18	1.659e-14	2.385e-23
3:129656799-129656899	1.175e-08	1.374e-07	2.971e-07	7.213e-13	3.106e-11	3.357e-09	1.458e-06	1.202e-10
13:102863712-102863812	9.703e-07	6.969e-07	4.742e-08	1.444e-13	3.319e-08	4.129e-16	6.189e-13	6.408e-18
11:114099050-114099150	2.772e-05	1.338e-07	1.619e-06	5.324e-05	3.595e-10	1.665e-12	1.332e-12	7.616e-16
3:194247475-194247575	1.669e-11	4.384e-12	4.531e-12	4.675e-05	4.716e-11	4.727e-16	4.085e-13	7.222e-25
8:128197186-128197286	1.32e-05	2.166e-06	8.863e-07	8.936e-10	1.34e-11	1.598e-05	3.429e-10	7.185e-05
10:58813790-58813890	1.622e-07	1.095e-08	2.065e-10	3.302e-11	3.061e-10	5.603e-11	1.042e-12	4.724e-16
3:30721225-30721325	2.501e-06	3.474e-08	4.331e-09	2.379e-10	6.996e-08	2.546e-05	1.238e-09	9.139e-09
X:78111320-78111420	5.885e-13	8.703e-12	3.327e-10	4.724e-11	1.917e-13	1.018e-17	1.376e-12	5.535e-24
3:61848300-61848400	3.604e-10	1.602e-10	7.524e-12	2.187e-10	1.703e-12	3.227e-12	2.662e-13	1.202e-16
6:130308125-130308225	1.124e-09	4.005e-12	7.198e-07	1.994e-09	4.411e-11	1.227e-05	1.238e-07	1.626e-08
1:25695155-25695255	2.775e-09	1.937e-09	2.578e-06	1.575e-06	5.178e-07	1.79e-08	4.289e-10	3.649e-13
17:13416147-13416247	4.538e-06	7.051e-10	2.134e-07	3.668e-12	3.19e-11	1.259e-15	3.444e-14	2.569e-21
3:188744324-188744424	1.133e-08	2.43e-11	1.633e-09	2.788e-06	1.358e-14	3.012e-13	1.529e-11	7.957e-16
1:225693208-225693308	1.996e-11	1.166e-10	3.464e-13	3.429e-13	2.307e-13	2.477e-13	9.388e-13	2.418e-17
2:54858463-54858563	1.197e-08	3.812e-09	1.695e-07	0.0004003	2.874e-06	4.938e-07	9.727e-06	6.446e-10
15:40092608-40092708	9.374e-11	1.476e-12	4.958e-11	8.659e-10	1.789e-13	6.343e-19	3.432e-12	5.905e-24
7:46512951-46513051	2.107e-09	3.778e-10	2.62e-11	7.645e-08	3.827e-10	1.606e-15	3.252e-14	3.457e-21
2:113894540-113894640	6.884e-13	9.288e-14	9.377e-10	4.388e-08	7.632e-12	2.313e-13	2.162e-10	2.256e-14
2:28134351-28134451	5.329e-08	3.129e-10	4.912e-11	1.333e-13	3.61e-18	2.149e-10	8.004e-14	3.285e-13
15:67063999-67064099	6.552e-11	4.333e-12	0.0001694	0.0001556	1.449e-08	3.648e-10	6.214e-10	1.495e-14
17:27862087-27862187	1.449e-07	7.427e-07	1.32e-06	1.101e-08	1.695e-06	0.005498	1.022e-08	0.007541
7:151793744-151793844	4.426e-09	8.204e-10	2.082e-09	6.642e-07	7.203e-11	1.971e-13	5.064e-12	2.042e-17
11:35101363-35101463	0.0009843	7.619e-07	2.035e-05	2.476e-08	3.192e-10	5.85e-11	1.59e-08	4.276e-15
11:65472204-65472304	4.058e-09	3.185e-09	7.164e-06	2.408e-09	1.237e-08	0.004603	9.003e-05	0.0005716
16:31501745-31501845	1.036e-11	4.382e-13	1.767e-08	3.693e-11	3.431e-11	1.705e-10	2.717e-10	4.47e-13
8:18391211-18391311	7.304e-10	5.142e-10	9.29e-09	1.423e-09	3.963e-14	4.107e-15	5.497e-09	2.427e-18
8:22184784-22184884	2.598e-10	6.683e-11	6.896e-09	4.663e-09	5.551e-11	8.531e-16	1.04e-14	4.31e-24
9:75953362-75953462	1.028e-09	9.319e-11	3.273e-09	1.265e-05	3.161e-07	7.232e-09	2.367e-11	4.58e-11
3:20081249-20081349	4.037e-06	6.558e-06	2.176e-09	1.334e-11	6.774e-09	2.565e-10	3.096e-12	5.52e-12
17:9298295-9298395	2.756e-09	2.527e-09	1.06e-08	2.336e-08	9.336e-08	1.889e-13	8.679e-13	2.212e-18
5:82623329-82623429	7.383e-08	8.698e-12	1.16e-09	2.95e-10	5.534e-09	2.922e-10	4.806e-10	7.937e-13
11:66971076-66971176	2.392e-10	1.519e-11	7.772e-11	2.051e-09	9.061e-10	1.706e-12	1.267e-11	8.47e-18
22:49967847-49967947	1.202e-09	1.071e-10	2.941e-10	3.472e-12	2.245e-11	1.24e-11	6.861e-12	4.987e-17
13:44107836-44107936	1.132e-13	8.812e-15	4.959e-18	5.295e-27	2.245e-11	4.212e-26	6.861e-12	4.987e-17
14:61102924-61103024	2.485e-10	3.329e-12	7.733e-06	3.667e-11	3.231e-09	6.736e-05	2.457e-11	2.931e-06
11:59611944-59612044	2.308e-09	1.166e-10	3.344e-10	8.308e-09	2.916e-13	1.427e-13	1.342e-08	1.732e-18
3:122392177-122392277	6.271e-11	5.026e-12	8.449e-11	2.017e-07	2.097e-12	3.275e-12	2.011e-09	9.771e-17
6:126054500-126054600	4.945e-12	2.719e-13	1.047e-08	4.039e-10	1.179e-05	5.894e-15	4.042e-13	8.46e-18
4:94507912-94508012	1.49e-11	2.775e-13	1.024e-06	3.255e-05	5.187e-07	6.891e-12	3.006e-08	2.777e-19
16:67770543-67770643	3.809e-07	1.597e-08	0.000294	4.315e-09	2.369e-05	1.791e-10	4.035e-08	2.208e-11
20:50423322-50423422	3.404e-10	3.325e-10	2.064e-05	2.481e-09	1.903e-10	5.038e-08	1.466e-11	5.083e-10
8:9002685-9002785	0.001055	0.0005836	9.673e-09	0.002536	6.381e-15	2.273e-15	8.842e-11	5.924e-22
3:152961486-152961586	4.108e-08	1.024e-10	2.013e-09	1.477e-06	1.436e-14	2.794e-07	2.422e-12	2.631e-11
15:90038742-90038842	2.418e-10	2.427e-10	8.86e-07	7.242e-06	1.391e-12	2.783e-13	9.232e-12	4.013e-17
1:169116137-169116237	5.831e-10	2.972e-11	4.184e-08	3.678e-06	1.641e-12	1.311e-13	3.034e-11	7.985e-18
17:78187986-78188086	3.162e-09	2.425e-09	4.94e-08	0.0003382	1.099e-08	3.762e-11	4.26e-13	3.833e-16
5:54626545-54626645	6.648e-14	2.402e-13	3.854e-10	3.41e-08	1.224e-11	1.948e-16	3.85e-12	2.465e-23
1:43548475-43548575	6.648e-14	2.402e-13	3.854e-10	3.41e-08	1.224e-11	1.948e-16	3.85e-12	2.465e-23
3:33003449-33003549	1.81e-08	7.451e-06	2.062e-10	3.534e-06	1.088e-09	3.908e-12	1.877e-12	1.074e-17
15:40593940-40594040	3.765e-11	4.687e-12	3.035e-06	0.0001737	6.064e-10	1.014e-08	4.171e-12	4.653e-16
1:116378049-116378149	2.334e-07	1.033e-09	1.087e-06	1.602e-10	1.096e-06	0.003253	5.648e-08	0.002812
20:6162310-6162410	2.942e-07	7.405e-10	2.434e-10	2.006e-06	3.501e-12	4.077e-10	1.875e-12	7.274e-11
11:952577-952677	9.415e-12	1.606e-12	1.705e-06	2.119e-10	2.527e-06	2.536e-13	9.811e-09	2.471e-17
4:138967482-138967582	2.237e-10	1.018e-10	1.828e-05	5.75e-05	4.082e-08	8.902e-12	5.613e-10	4.097e-17
8:1947080-1947180	1.668e-08	2.173e-08	7.153e-07	5.371e-07	8.871e-13	5.727e-14	1.337e-10	9.998e-18
11:93487198-93487298	9.945e-10	1.251e-10	8.058e-09	0.0002667	2.639e-09	4.97e-14	5.337e-12	2.592e-17
2:101961411-101961511	2.465e-06	2.027e-07	1.735e-08	9.219e-06	1.116e-11	7.786e-13	2.13e-11	9.504e-18
13:29925602-29925702	4.445e-12	2.207e-11	2.576e-11	7.502e-05	1.701e-15	8.211e-15	4.158e-14	1.984e-19
9:108894413-108894513	1.143e-06	1.781e-08	6.476e-11	0.0002182	3.537e-16	2.348e-11	6.227e-12	7.69e-17
1:11134486-11134586	3.549e-07	8.357e-10	1.543e-09	1.71e-09	5.662e-09	6.015e-05	4.38e-08	1.229e-08
21:33405536-33405636	1.681e-15	6.996e-12	4.725e-14	2.868e-22	5.662e-09	3.92e-20	4.38e-08	4.933e-36
15:69561586-69561686	4.392e-07	9.743e-07	6.277e-10	3.905e-09	1.236e-12	1.982e-12	2.042e-11	2.169e-16
11:44955241-44955341	6.71e-10	1.608e-09	1.172e-07	5.043e-08	6.854e-10	0.005015	1.198e-08	0.006871
3:124664965-124665065	3.056e-11	1.164e-09	1.269e-08	2.468e-08	6.908e-06	1.579e-10	2.346e-10	3.286e-14
7:106612044-106612144	1.233e-08	1.768e-11	3.999e-05	5.477e-10	4.98e-12	8.193e-08	1.153e-10	3.7e-09
17:39256741-39256841	1.657e-08	9.923e-10	1.905e-07	1.874e-08	3.434e-05	5.131e-06	6.685e-08	8.966e-11
20:51759078-51759178	2.51e-08	8.909e-08	2.863e-08	3.343e-05	1.801e-12	3.113e-14	1.048e-12	2.391e-20
20:39986752-39986852	5.478e-08	2.177e-07	1.036e-08	0.0002667	1.724e-12	3.411e-10	1.013e-09	1.047e-10
7:44562384-44562484	2.064e-09	3.311e-10	1.078e-06	9.093e-10	7.928e-08	0.003289	0.0001329	0.0006385
2:8364767-8364867	1.657e-11	2.15e-12	2.388e-10	5.93e-06	1.466e-07	5.953e-10	1.537e-11	2.01e-17
18:62999634-62999734	1.081e-10	2.001e-11	4.548e-10	2.409e-12	1.111e-10	3.857e-05	2.524e-11	8.401e-06
19:43596109-43596209	3.98e-10	9.371e-10	1.799e-05	2.253e-08	3.801e-11	6.873e-13	2.336e-11	6.858e-16
5:172660441-172660541	1.309e-09	1.002e-08	3.062e-09	9.512e-11	2.276e-10	1.211e-14	3.646e-13	1.838e-19
10:76024940-76025040	3.921e-09	2.347e-11	9.959e-10	2.701e-12	1.147e-15	4.125e-16	5.249e-11	1.109e-22
1:47523047-47523147	3.285e-09	2.749e-11	1.59e-10	4.09e-09	2.151e-10	6.405e-11	2.354e-13	3.64e-14
1:44819836-44819936	2.033e-12	9.279e-14	3.717e-11	9.466e-06	7.415e-09	8.568e-10	2.774e-12	1.4e-18
1:96425505-96425605	9.464e-09	1.289e-09	6.388e-06	3.846e-06	5.694e-11	1.075e-13	7.339e-13	2.244e-16
15:40744313-40744413	1.715e-08	2.028e-05	1.652e-06	0.0002667	2.132e-08	1.536e-08	1.637e-11	1.305e-09
11:116826955-116827055	2.143e-09	8.192e-10	1.389e-09	2.454e-12	5.387e-10	5.155e-11	1.751e-11	6.295e-12
2:21396442-21396542	1.579e-09	3.828e-10	0.0002331	1.223e-10	8.732e-13	1.458e-14	1.344e-11	2.461e-17
15:50245144-50245244	5.715e-11	4.332e-09	4.047e-13	3.932e-16	2.757e-18	5.919e-17	5.05e-16	8.736e-25
2:26769205-26769305	3.436e-08	3.767e-08	1.15e-07	9.793e-12	6.722e-05	0.003634	6.019e-06	0.001356
2:208254084-208254184	1.857e-08	9.488e-09	2.105e-08	7.74e-08	1.748e-15	2.679e-16	7.597e-14	9.243e-20
10:5652241-5652341	1.396e-09	1.537e-11	2.215e-07	1.826e-10	1.076e-14	2.139e-08	3.461e-09	1.174e-10
2:38187843-38187943	1.984e-07	1.4e-08	2.562e-07	3.503e-08	2.789e-09	1.687e-09	6.953e-08	9.066e-15
3:159818600-159818700	6.047e-07	1.862e-07	2.561e-06	1.825e-09	1.231e-07	3.679e-13	6.656e-12	6.781e-16
10:94936895-94936995	2.693e-12	8.699e-13	1.56e-07	0.0004447	1.4e-08	8.177e-05	5.494e-06	6.265e-06
2:3585882-3585982	4.042e-07	8.322e-08	7.992e-11	3.288e-07	1.838e-14	6.821e-11	1.858e-12	3.206e-17
11:65615620-65615720	6.669e-09	3.892e-10	3.007e-08	1.018e-11	6.471e-10	4.405e-15	4.257e-13	2.098e-19
8:119919936-119920036	3.727e-10	2.827e-12	2.296e-09	4.547e-06	3.622e-07	3.491e-13	1.199e-11	2.415e-18
11:6695538-6695638	2.247e-13	2.403e-13	1.235e-10	5.26e-12	1.438e-10	2.864e-13	2.124e-12	1.847e-12
19:45279950-45280050	5.104e-10	5.884e-11	3.071e-06	2.717e-13	3.666e-13	7.574e-11	1.272e-12	4.348e-12
2:227821725-227821825	4.606e-07	1.388e-09	2.793e-06	6.996e-09	1.094e-08	0.006699	1.308e-07	0.00672
18:79156808-79156908	1.146e-05	2.269e-07	1.144e-06	5.401e-07	1.204e-06	0.006699	1.248e-07	0.00672
2:27015986-27016086	6.934e-10	1.07e-09	1.078e-06	3.025e-10	0.006254	0.003289	0.001757	0.0006385
6:149454599-149454699	8.525e-08	4.505e-08	1.586e-11	4.394e-13	1.234e-15	1.735e-13	2.549e-12	1.583e-17
14:70731626-70731726	8.016e-15	6.221e-14	1.302e-12	1.021e-15	2.38e-16	2.018e-16	2.838e-19	9.48e-24
3:16838681-16838781	6.636e-09	1.357e-11	2.888e-06	3.61e-12	7.759e-10	1.038e-13	1.02e-10	6.078e-16
1:44298212-44298312	1.588e-08	1.269e-08	2.059e-10	2.615e-09	6.76e-14	3.319e-05	2.352e-13	4.955e-09
6:41921174-41921274	3.871e-09	3.047e-10	5.808e-05	2.006e-07	3.021e-13	2.01e-11	1.166e-08	1.63e-15
3:10192214-10192314	6.941e-06	2.003e-08	2.965e-09	1.936e-10	5.16e-07	0.0005423	4.972e-06	0.001867
5:14205080-14205180	2.467e-09	3.054e-09	2.851e-09	0.0002683	2.592e-12	4.81e-12	4.658e-11	3.595e-13
17:82102176-82102276	1.194e-09	4.692e-10	1.42e-09	1.187e-08	6.894e-11	1.279e-09	7.896e-11	4.376e-15
4:151325743-151325843	4.944e-07	4.566e-09	1.114e-11	3.378e-11	4.62e-13	1.953e-16	5.237e-13	6.297e-23
2:134402538-134402638	8.416e-12	8.242e-11	2.191e-11	6.569e-11	3.408e-16	2.794e-13	1.082e-13	8.393e-18
1:220767427-220767527	1.218e-10	5.023e-12	1.177e-11	1.876e-08	4.762e-11	2.717e-08	4.275e-12	2.181e-16
18:22424731-22424831	1.4e-11	2.688e-10	1.282e-09	3.092e-05	3.679e-07	7.752e-13	1.291e-12	1.537e-18
17:78396962-78397062	1.693e-07	1.013e-06	3.321e-10	1.506e-10	3.746e-11	2.334e-12	1.473e-10	8.653e-17
22:22754159-22754259	5.234e-10	6.283e-10	1.234e-07	3.489e-09	1.02e-11	0.00223	1.021e-06	0.00131
10:123039522-123039622	0.0001073	4.243e-08	1.046e-08	1.381e-06	4.22e-13	5.866e-14	3.245e-12	1.087e-17
1:183209616-183209716	5.784e-11	4.771e-10	2.265e-06	1.523e-06	3.791e-10	0.003608	3.093e-06	0.0009598
2:134865529-134865629	1.536e-07	2.15e-09	1.307e-05	6.231e-11	1.535e-11	4.307e-08	6.02e-10	4.605e-09
9:16267418-16267518	1.112e-05	5.097e-07	1.714e-06	2.962e-10	7.706e-13	2.548e-09	5.907e-09	5.162e-10
10:76033673-76033773	6.364e-09	7.886e-11	3.028e-09	1.347e-09	5.234e-13	1.379e-08	3.246e-10	4.803e-13
13:100098954-100099054	3.026e-08	1.398e-09	1.824e-06	1.528e-07	1.926e-09	1.767e-10	2.175e-08	7.826e-17
10:77489814-77489914	3.939e-12	3.383e-12	4.252e-06	2.216e-10	1.528e-16	1.542e-11	1.966e-13	5.989e-17
12:20830645-20830745	1.055e-08	1.722e-07	7.577e-11	6.884e-08	1.4e-14	6.368e-15	1.548e-13	9.835e-21
17:30450810-30450910	1.564e-08	1.735e-07	7.885e-11	4.219e-11	6.415e-15	9.389e-11	7.893e-13	2.175e-16
9:124221167-124221267	1.564e-08	1.735e-07	7.885e-11	4.219e-11	6.415e-15	9.389e-11	7.893e-13	2.175e-16
12:46430544-46430644	5.332e-07	8.369e-07	2.847e-08	1.338e-05	1.921e-10	8.501e-05	8.905e-12	8.153e-05
7:158649420-158649520	5.332e-07	8.369e-07	2.847e-08	1.338e-05	1.921e-10	8.501e-05	8.905e-12	8.153e-05
6:32971945-32972045	4.474e-10	6.256e-11	0.002655	1.519e-07	1.068e-11	2.592e-08	1.102e-10	2.937e-10
2:54600019-54600119	1.033e-08	1.153e-10	2.015e-08	1.538e-09	5.208e-08	5.432e-16	8.703e-12	4.676e-19
8:102628825-102628925	2.266e-10	1.109e-11	2.791e-11	6.183e-12	8.925e-14	5.732e-13	9.134e-13	2.113e-18
5:149134498-149134598	3.719e-06	3.366e-09	2.205e-06	6.53e-12	4.036e-05	0.004598	0.0007441	0.0005716
16:83953112-83953212	1.556e-07	7.431e-06	2.236e-09	1.587e-07	1.161e-08	0.000403	0.001397	0.000171
10:57628777-57628877	7.074e-10	5.392e-10	3.705e-10	1.33e-12	3.281e-11	7.483e-07	9.975e-05	1.832e-05
6:137723436-137723536	2.372e-12	1.95e-13	4.188e-09	1.08e-12	1.532e-11	8.7e-13	1.384e-15	2.601e-22
11:110763635-110763735	4.64e-06	2.61e-06	3.94e-10	3.667e-10	2.55e-10	1.449e-15	1.415e-09	1.036e-18
13:109684955-109685055	2.902e-07	1.167e-10	1.821e-07	8.169e-10	1.113e-10	4.415e-08	3.889e-09	1.388e-10
20:16528258-16528358	1.322e-09	1.139e-10	7.733e-06	2.835e-07	2.876e-09	0.0001106	3.516e-09	0.0001213
10:77486046-77486146	1.505e-09	2.3e-11	1.803e-09	8.184e-07	2.394e-11	5.926e-11	9.181e-09	4.687e-16
12:118089388-118089488	4.042e-12	1.456e-12	0.0001213	8.493e-08	5.079e-06	9.803e-10	4.509e-10	4.182e-11
9:110556118-110556218	4.197e-12	1.762e-11	7.179e-07	0.0005463	6.026e-10	1.498e-12	4.666e-12	8.407e-16
4:91914320-91914420	4.485e-09	4.461e-10	2.633e-07	1.463e-06	1.454e-12	2.193e-12	2.764e-11	1.659e-21
14:69005846-69005946	1.922e-06	4.105e-10	1.081e-06	9.153e-09	9.612e-10	0.005013	5.037e-07	0.002752
14:37566883-37566983	3.117e-10	1.266e-11	9.524e-11	6.686e-12	2.621e-12	1.618e-14	2.878e-14	6.151e-19
17:50763264-50763364	4.136e-08	8.935e-10	2.251e-05	1.138e-08	1.738e-11	4.498e-11	5.797e-13	3.81e-17
20:43959384-43959484	4.317e-09	1.991e-10	1.806e-09	1.207e-11	2.554e-13	2.42e-13	1.193e-10	2.553e-17
12:3792783-3792883	1.586e-11	2.188e-10	2.828e-08	3.982e-07	3.861e-09	2.547e-13	1.485e-11	3.704e-17
4:3106810-3106910	4.99e-09	1.47e-09	1.3e-07	4.421e-11	5.355e-13	0.001299	4.77e-06	0.000463
11:57497952-57498052	5.889e-16	3.324e-17	1.928e-13	3.636e-11	2.914e-20	1.481e-17	7.232e-15	2.866e-23
10:114575933-114576033	0.0001247	2.17e-10	1.553e-08	3.408e-05	1.926e-12	2.682e-07	3.442e-10	2.194e-11
2:70069230-70069330	7.745e-11	7.899e-10	3.204e-07	3.322e-06	1.435e-11	2.357e-15	5.47e-13	6.247e-18
5:80207976-80208076	1.221e-08	2.966e-09	1.024e-06	1.691e-06	4.631e-12	6.887e-09	3.429e-12	1.365e-10
17:10725393-10725493	5.064e-09	7.565e-11	1.327e-08	6.343e-11	5.412e-05	4.504e-11	7.729e-10	4.687e-17
20:40157078-40157178	2.961e-10	8.611e-12	5.294e-11	1.172e-11	5.344e-13	2.775e-15	8.247e-15	4.497e-19
5:40689584-40689684	2.512e-07	1.266e-09	1.122e-06	1.077e-09	4.89e-07	0.004059	4.379e-07	0.005488
7:69079570-69079670	6.63e-09	1.111e-11	6.458e-08	4.395e-09	3.887e-13	4.853e-14	2.919e-12	3.143e-22
5:80215707-80215807	2.582e-07	1.784e-10	2.637e-10	3.078e-10	9.269e-14	4.878e-13	1.046e-11	7.346e-17
6:50093315-50093415	2.321e-09	6.706e-11	1.866e-06	1.07e-06	2.221e-08	3.21e-12	4.368e-12	9.963e-16
3:126341437-126341537	1.023e-08	9.979e-11	1.093e-08	1.629e-09	3.993e-09	1.541e-15	3.045e-12	1.036e-22
15:85000302-85000402	4.239e-11	2.762e-11	6.2e-11	4.706e-09	2.736e-10	2.885e-15	2.773e-12	5.339e-21
15:50238345-50238445	1.108e-08	2.509e-09	1.771e-07	9.789e-08	1.679e-10	3.549e-09	4.12e-08	3.546e-11
9:72232965-72233065	2.705e-10	2.809e-12	1.191e-08	3.971e-09	1.066e-07	9.527e-10	2.499e-08	3.674e-11
17:77430357-77430457	7.573e-09	3.157e-12	1.083e-06	2.087e-09	5.821e-12	5.381e-11	2.862e-09	8.867e-17
2:44167823-44167923	7.38e-10	1.907e-11	6.989e-09	2.298e-10	4.949e-14	1.029e-13	2.03e-12	1.488e-17
3:101519829-101519929	9.782e-09	2.59e-11	9.834e-06	0.001328	6.869e-12	1.658e-12	1.102e-13	1.284e-14
4:72920071-72920171	6.551e-09	2.828e-09	2.127e-07	7.089e-07	8.624e-09	7.154e-16	1.003e-11	6.481e-19
3:193872445-193872545	5.103e-08	6.068e-09	2.205e-06	2.416e-09	3.129e-08	0.004599	1.93e-05	0.0005716
5:95859120-95859220	5.326e-07	8.365e-07	1.923e-06	5.987e-10	6.207e-09	0.00109	1.274e-07	0.0008551
7:151882886-151882986	4.301e-08	2.812e-11	1.132e-06	0.0002748	1.449e-09	5.658e-11	8.94e-11	8.169e-16
22:35993215-35993315	1.18e-10	1.136e-11	9.45e-08	8.707e-09	2.418e-08	7.238e-12	6.972e-09	4.051e-17
15:78018581-78018681	1.046e-09	1.029e-08	2.134e-06	2.493e-11	3.064e-11	7.641e-14	9.244e-10	4.556e-17
6:113642827-113642927	3.727e-09	1.43e-10	1.743e-10	8.214e-07	7.351e-10	4.596e-13	1.003e-11	6.072e-17
7:46934340-46934440	2.432e-10	1.229e-11	2.97e-06	0.0004446	1.375e-10	4.741e-11	1.282e-10	3.152e-12
19:40283528-40283628	2.564e-08	2.793e-09	1.798e-08	9.731e-10	1.704e-08	1.258e-10	2.265e-07	2.767e-14
10:117003477-117003577	7.491e-10	2.713e-12	3.656e-11	1.602e-09	1.936e-17	1.531e-17	5.535e-16	2.912e-24
17:48892507-48892607	2.298e-08	2.54e-09	1.062e-08	3.148e-09	2.43e-13	4.284e-09	2.283e-12	2.012e-11
13:98828719-98828819	4.123e-12	1.056e-11	1.428e-06	1.714e-15	2.43e-13	2.217e-15	2.283e-12	3.974e-17
7:79452169-79452269	1.317e-08	3.733e-11	3.016e-10	9.182e-13	7.116e-09	3.201e-11	1.681e-12	7.325e-14
1:59292785-59292885	2.511e-07	3.971e-08	1.636e-06	2.765e-09	9.517e-07	5.772e-09	1.232e-05	6.611e-12
1:243455886-243455986	4.925e-07	7.291e-11	3.82e-11	4.028e-09	1.137e-12	1.416e-05	5.625e-12	2.76e-11
21:44869977-44870077	3.531e-09	3.141e-09	1.676e-09	1.509e-14	3.03e-11	4.452e-05	3.811e-06	6.926e-05
2:28716480-28716580	4.119e-05	4.295e-08	9.915e-06	3.314e-08	4.759e-12	7.342e-06	8.004e-12	4.571e-05
19:3409743-3409843	3.051e-09	1.642e-09	1.027e-06	8.574e-08	1.179e-11	2.569e-10	7.213e-11	1.849e-12
1:226029088-226029188	3.051e-09	1.642e-09	1.027e-06	8.574e-08	1.179e-11	2.569e-10	7.213e-11	1.849e-12
20:13693100-13693200	3.051e-09	1.642e-09	1.027e-06	8.574e-08	1.179e-11	2.569e-10	7.213e-11	1.849e-12
7:116737421-116737521	1.544e-05	1.261e-08	5.194e-12	5.471e-08	1.141e-12	3.233e-12	5.118e-12	8.469e-15
6:63571853-63571953	1.626e-09	2.487e-11	2.211e-06	6.013e-07	6.15e-11	1.613e-05	7.929e-06	8.272e-09
4:112083368-112083468	2.328e-09	1.539e-10	1.079e-06	6.848e-09	3.208e-08	0.006699	5.879e-07	0.00672
7:867064-867164	2.098e-05	1.944e-08	0.0002275	5.934e-09	1.416e-08	6.975e-16	5.883e-12	7.524e-19
