SEQID	TAL1::TCF3	REST
chr18:28259700-28259800	2.658e-08	2.257e-15
chr17:67163246-67163346	3.531e-07	9.842e-19
chr11:1408921-1409021	6.481e-06	7.166e-17
chr20:44718462-44718562	6.987e-07	4.345e-18
chr4:5038165-5038265	0.0001138	5.884e-17
chr16:68806093-68806193	1.078e-09	2.55e-20
chr12:109216756-109216856	1.375e-08	4.793e-17
chr17:36956167-36956267	4.41e-07	5.108e-19
chr16:67840380-67840480	1.56e-08	2.358e-15
chr6:26577759-26577859	3.158e-08	2.729e-16
chr2:55844619-55844719	8.297e-09	4.439e-19
chrX:70752810-70752910	7.387e-10	5.136e-14
chr6:28367510-28367610	1.993e-08	4.816e-20
chr20:5103632-5103732	1.555e-07	1.9e-16
chr5:76197435-76197535	2.645e-07	1.994e-13
chr1:205218277-205218377	1.784e-08	5.086e-17
chr6:33288298-33288398	3.814e-08	4.606e-13
chr16:57481360-57481460	5.895e-07	1.323e-16
chr14:21099177-21099277	1.648e-07	6.318e-19
chr1:999759-999859	1.871e-08	1.537e-16
chr14:95973717-95973817	2.873e-09	3.747e-14
chr15:44460969-44461069	4.076e-07	1.574e-20
chr12:26842525-26842625	1.341e-09	4.832e-18
chr11:34673238-34673338	4.382e-09	2.872e-20
chr20:17916564-17916664	1.128e-05	1.024e-17
chr19:18497015-18497115	4.024e-08	4.264e-15
chr4:154871699-154871799	3.725e-07	6.689e-21
chr1:45987761-45987861	3.561e-07	7.147e-19
chr3:179169152-179169252	1.596e-08	5.53e-19
chr13:49200281-49200381	6.318e-05	1.608e-14
chr4:79522326-79522426	1.565e-08	3.926e-18
chr3:99808815-99808915	7.33e-09	1.792e-19
chr19:18402814-18402914	8.738e-07	5.723e-19
chr6:125479016-125479116	3.601e-08	7.443e-19
chr9:132647449-132647549	1.149e-06	5.729e-19
chr8:67974215-67974315	1.666e-08	6.442e-16
chr6:30736969-30737069	1.599e-08	4.495e-12
chr2:235019005-235019105	2.413e-05	7.757e-15
chr3:38178433-38178533	1.497e-07	1.71e-19
chr1:234508994-234509094	2.104e-06	1.317e-19
chrX:46907584-46907684	1.935e-07	9.548e-11
chr17:42287923-42288023	7.839e-08	7.323e-15
chr19:46696603-46696703	1.554e-08	1.203e-17
chr12:131357060-131357160	9.422e-07	3.57e-18
chr3:37034501-37034601	1.006e-07	2.943e-19
chr2:121010801-121010901	4.047e-07	2.83e-21
chr12:1601250-1601350	5.336e-07	6.378e-16
chr12:71629905-71630005	7.169e-09	1.126e-20
chr15:91475734-91475834	6.598e-07	9.058e-19
chr6:70468275-70468375	1.474e-06	6.22e-12
chr19:40939730-40939830	4.478e-10	3.078e-17
chr11:2799918-2800018	2.107e-08	1.478e-14
chr15:45016608-45016708	1.169e-06	1.328e-13
chr1:40502436-40502536	1.157e-08	4.276e-14
chr10:102133382-102133482	5.016e-09	3.364e-17
chr1:70687060-70687160	4.417e-08	2.458e-18
chr15:66097587-66097687	2.896e-07	2.445e-17
chr7:99698891-99698991	4.356e-09	2.46e-18
chr12:122331216-122331316	1.393e-07	1.404e-18
chr2:175578867-175578967	2.579e-08	3.468e-16
chr3:193518301-193518401	5.232e-08	1.611e-15
chr19:35453490-35453590	8.483e-10	3.539e-20
chr15:63795535-63795635	6.236e-07	8.558e-16
chr12:121790003-121790103	1.045e-09	2.042e-13
chr11:2381002-2381102	3.048e-08	4.79e-17
chr8:98903277-98903377	4.445e-09	1.144e-18
chr3:38388181-38388281	2.694e-07	5.105e-20
chr11:9594823-9594923	3.881e-08	1.308e-12
chr5:153824501-153824601	1.789e-06	5.294e-16
chr16:69051439-69051539	3.421e-08	9.845e-17
chr3:118781861-118781961	6.462e-07	2.381e-18
chr4:77997114-77997214	1.122e-06	2.765e-17
chr1:41405243-41405343	1.852e-09	5.49e-16
chr14:98047390-98047490	6.891e-09	2.61e-17
chr6:99968889-99968989	1.311e-07	3.627e-21
chr12:54069641-54069741	1.606e-07	5.119e-17
chr1:165806137-165806237	3.448e-06	2.259e-16
chr6:50927140-50927240	5.675e-07	4.345e-16
chr17:79934588-79934688	1.492e-09	2.057e-15
chr9:101094958-101095058	3.727e-08	7.997e-12
chr19:45256687-45256787	1.39e-07	1.194e-14
chr7:27702691-27702791	7.935e-09	1.579e-17
chr6:117996449-117996549	9.115e-10	2.542e-18
chr7:77661377-77661477	3.475e-07	2.475e-14
chr2:128782744-128782844	1.399e-07	1.202e-17
chr11:78967175-78967275	4.673e-05	2.514e-17
chr9:127623795-127623895	5.368e-08	2.473e-13
chr1:84972179-84972279	1.875e-08	2.63e-20
chr18:2994770-2994870	0.002903	3.451e-19
chr1:160061625-160061725	5.31e-08	3.146e-14
chr6:112760349-112760449	8.512e-08	1.054e-20
chr6:158184534-158184634	2.127e-07	7.675e-18
chr9:129567277-129567377	1.677e-08	1.5e-16
chr12:1548979-1549079	2.133e-10	1.327e-17
chr1:111162158-111162258	1.016e-07	1.498e-13
chr6:138229978-138230078	1.121e-07	1.358e-14
chr3:177056576-177056676	2.255e-08	1.748e-15
chr16:88560811-88560911	2.222e-07	0.004178
chr10:103872179-103872279	5.751e-06	5.355e-18
chr4:102253744-102253844	1.774e-06	1.772e-19
chr21:41672364-41672464	5.254e-07	2.637e-16
chr19:33615739-33615839	2.36e-07	8.724e-16
chr8:48872663-48872763	2.951e-06	1.118e-17
chrX:68189343-68189443	3.352e-06	1.591e-17
chr15:101461093-101461193	1.538e-08	1.186e-16
chr5:131450662-131450762	8.908e-09	5.635e-16
chr19:47290074-47290174	8.692e-06	2.452e-16
chr21:35445903-35446003	2.506e-07	2.323e-19
chr3:185694884-185694984	3.395e-09	1.52e-17
chr10:51565290-51565390	1.104e-07	8.872e-17
chr18:814686-814786	3.099e-09	4.189e-17
chr6:42751189-42751289	8.838e-07	9.986e-13
chr4:37688157-37688257	1.016e-07	5.064e-20
chr6:34577572-34577672	4.058e-08	2.666e-15
chr17:45266905-45267005	4.764e-07	5.137e-16
chr12:69753686-69753786	3.024e-09	9.82e-15
chr1:90252314-90252414	1.961e-08	2.56e-20
chr2:65590717-65590817	1.272e-08	1.836e-19
chr7:22721915-22722015	6.6e-05	1.759e-13
chr3:153271566-153271666	2.207e-07	5.728e-20
chr17:56769994-56770094	3.382e-09	6.204e-13
chr11:67250801-67250901	3.394e-08	2.106e-19
chr11:118476325-118476425	1.422e-07	3.809e-21
chr6:31708905-31709005	2.934e-08	4.983e-15
chr5:10306369-10306469	8.52e-09	1.086e-16
chr19:14529073-14529173	8.005e-10	3.763e-19
chr15:50553391-50553491	2.337e-07	5.11e-17
chr11:44569766-44569866	1.253e-08	1.989e-19
chr4:174139994-174140094	2.208e-09	3.289e-16
chr10:17551256-17551356	3.62e-08	2.979e-16
chr2:109018443-109018543	6.321e-08	2.837e-15
chr3:151391927-151392027	1.182e-08	2.238e-18
chr6:26313213-26313313	9.408e-09	6.412e-20
chr2:109253858-109253958	2.6e-07	1.076e-17
chrX:23717867-23717967	2.762e-06	6.678e-14
chr19:15979960-15980060	2.694e-09	1.68e-13
chrX:10147121-10147221	2.731e-08	6.596e-18
chr12:51640132-51640232	8.344e-08	7.455e-18
chr16:29280979-29281079	1.106e-08	6.578e-19
chr7:120628830-120628930	9.757e-08	4.879e-17
chr17:39957899-39957999	2.272e-09	3.261e-18
chr4:124271386-124271486	1.312e-07	3.052e-17
chr1:15750738-15750838	3.412e-08	2.014e-17
chr1:27695496-27695596	6.238e-08	2.378e-11
chr19:49865631-49865731	2.093e-09	4.298e-18
chr8:42072394-42072494	6.351e-06	3.798e-19
chr1:21651197-21651297	2.284e-09	1.767e-16
chr2:230875334-230875434	2.674e-08	2.129e-17
chr19:55690183-55690283	2.594e-08	2.285e-16
chr8:86295583-86295683	1.258e-06	1.798e-15
chr6:160392876-160392976	1.664e-07	6.334e-20
chr15:64539105-64539205	2.04e-09	9.159e-18
chr9:126964785-126964885	4.293e-08	2.737e-19
chr22:27710503-27710603	2.137e-07	2.483e-17
chr6:108616463-108616563	4.22e-08	1.501e-15
chr3:195749189-195749289	1.808e-07	1.065e-14
chr17:40333361-40333461	2.757e-06	2.837e-17
chr4:139163456-139163556	1.878e-09	2.246e-18
chr11:64646510-64646610	4.877e-09	5.792e-19
chr11:100679753-100679853	1.517e-08	1.807e-17
chr7:98725817-98725917	1.088e-06	2.477e-14
chr6:26216805-26216905	9.851e-09	1.276e-18
chr2:138816072-138816172	1.355e-09	5.379e-19
chr8:103740885-103740985	3.28e-07	2.141e-21
chr16:12769821-12769921	2.113e-09	7.115e-20
chr1:213770239-213770339	1.455e-05	8.501e-17
chr1:38259746-38259846	3.197e-08	4.042e-18
chr6:30650406-30650506	8.411e-07	3.678e-20
chr1:236958670-236958770	1.012e-06	1.942e-18
chr2:61108731-61108831	5.686e-07	7.401e-18
chr1:15783203-15783303	3.693e-08	1.05e-17
chr7:1068013-1068113	1.106e-09	1.111e-14
chr3:47707357-47707457	1.869e-07	1.022e-19
chr2:202298342-202298442	6.846e-09	1.7e-14
chr9:136869672-136869772	1.925e-06	3.401e-18
chr1:211307423-211307523	4.673e-08	1.306e-15
chr12:53301008-53301108	8.025e-09	5.438e-17
chr14:59950976-59951076	9.641e-10	3.935e-16
chr22:35773000-35773100	1.775e-07	9.388e-20
chr6:146056051-146056151	3.669e-09	6.862e-17
chr1:32423494-32423594	1.439e-08	3.473e-19
chr9:3057911-3058011	8.09e-08	8.585e-15
chr16:58768118-58768218	4.378e-08	2.567e-17
chr9:71362117-71362217	2.175e-08	9.166e-18
chr8:11662476-11662576	2.363e-08	7.942e-21
chr1:26611345-26611445	1.17e-06	7.955e-19
chr16:88870143-88870243	1.441e-08	3.585e-18
chr8:62621363-62621463	9.364e-09	2.784e-21
chr16:88522357-88522457	7.124e-07	7.513e-17
chr1:45285469-45285569	3.615e-06	3.036e-17
chr11:63742084-63742184	2.041e-08	5.758e-18
chr12:122764458-122764558	5.958e-09	7.86e-16
chr19:11495033-11495133	5.519e-06	6.985e-16
chr6:27791809-27791909	6.705e-08	7.29e-17
chr11:47600560-47600660	2.032e-07	5.109e-18
chr3:142315130-142315230	4.474e-07	3.569e-17
chr11:57424874-57424974	2.674e-08	7.387e-17
chr19:47494500-47494600	8.847e-08	1.623e-16
chr9:90415660-90415760	3.473e-07	1.521e-16
chr6:28964753-28964853	5.554e-09	5.607e-19
chr1:212604433-212604533	1.288e-08	6.49e-15
chr7:4815173-4815273	3.517e-07	6.208e-18
chr11:12846131-12846231	3.157e-06	7.914e-17
chr1:21996437-21996537	4.235e-08	4.258e-18
chr7:149151983-149152083	2.056e-08	1.079e-18
chr19:55455409-55455509	2.444e-09	6.509e-17
chr2:64834221-64834321	4.335e-08	1.039e-17
chr19:9695102-9695202	4.68e-08	3.289e-15
chr9:94877806-94877906	1.058e-07	2.01e-19
chr1:207134501-207134601	8.278e-07	2.826e-18
chr6:91113509-91113609	1.923e-07	7.08e-17
chr6:37018120-37018220	1.304e-08	1.032e-16
chr6:106760929-106761029	8.679e-09	5.941e-13
chr4:2171729-2171829	2.489e-05	3.001e-17
chr1:100710110-100710210	1.089e-07	2.28e-18
chr5:131892783-131892883	6.126e-08	7.291e-16
chr5:149185505-149185605	6.942e-08	1.175e-16
chr11:75110557-75110657	9.334e-05	2.096e-18
chr1:45266018-45266118	1.652e-09	9.095e-19
chr12:56584085-56584185	3.75e-07	3.825e-16
chr6:42750464-42750564	1.05e-06	1.394e-18
chr6:158185710-158185810	8.551e-08	1.278e-19
chr1:229406732-229406832	7.026e-08	5.411e-19
chr10:50735274-50735374	5.72e-09	3.892e-20
chr17:12921580-12921680	1.296e-06	6.26e-19
chr1:100274431-100274531	4.659e-07	1.949e-14
chr8:126569193-126569293	1.19e-06	1.313e-18
chr16:58128277-58128377	5.35e-08	1.298e-13
chr5:149429895-149429995	1.766e-08	1.011e-17
chr3:17734978-17735078	1.83e-09	6.195e-18
chr17:41400977-41401077	8.41e-07	1.475e-17
chr3:58733898-58733998	3.38e-08	9.835e-21
chr20:5656266-5656366	5.562e-08	1.812e-18
chr2:55287129-55287229	5.124e-07	1.318e-16
chr9:136734845-136734945	3.848e-05	2.315e-18
chr17:27188989-27189089	1.289e-07	8.281e-18
chr10:130832310-130832410	6.348e-06	2.872e-16
chr10:88714286-88714386	3.311e-08	1.543e-18
chr1:101251457-101251557	5.129e-07	2.486e-18
chr7:99149766-99149866	1.187e-05	5.362e-18
chr21:34099646-34099746	1.395e-06	8.649e-21
chr6:31802357-31802457	4.643e-08	1.439e-11
chr10:80828549-80828649	5.257e-08	7.863e-17
chr17:64945887-64945987	1.535e-06	2.771e-18
chr19:46029510-46029610	5.601e-10	2.904e-18
chr6:52926540-52926640	4.903e-08	5.426e-17
chr16:17253720-17253820	1.683e-07	6.694e-16
chr5:81574067-81574167	5.911e-08	3.804e-18
chr16:85591019-85591119	1.393e-06	1.482e-16
chr7:106358826-106358926	2.188e-07	3.014e-16
chr5:71857396-71857496	1.19e-07	9.772e-18
chr22:20059543-20059643	1.489e-09	1.139e-15
chr1:155904076-155904176	4.092e-08	3.258e-14
chr19:5773851-5773951	0.0006669	4.799e-17
chr9:124132437-124132537	1.419e-07	1.634e-16
chr10:121280038-121280138	1.315e-07	2.723e-16
chr3:150690558-150690658	1.737e-07	8.341e-18
chr10:87800810-87800910	3.403e-08	3.317e-17
chr12:98850419-98850519	1.951e-08	8.941e-19
chr1:167549397-167549497	2.454e-10	1.192e-17
chr7:88319255-88319355	1.254e-07	1.047e-16
chr16:16082351-16082451	6.304e-08	1.022e-13
chr6:31774544-31774644	1.157e-08	5.595e-13
chr6:27802745-27802845	1.569e-08	3.212e-21
chr12:120729580-120729680	7.336e-10	5.045e-12
chrX:45027276-45027376	1.303e-07	2.353e-17
chr17:61678183-61678283	2.643e-07	1.056e-21
chr1:219347184-219347284	1.967e-06	1.041e-12
chr22:41780486-41780586	7.078e-09	3.728e-15
chr6:155228617-155228717	2.357e-06	2.257e-15
chr16:30076739-30076839	2.318e-07	5.223e-19
chr1:50798807-50798907	3.821e-07	3.368e-18
chr2:228336797-228336897	6.988e-09	3.238e-19
chr2:196351868-196351968	4.042e-08	5.704e-17
chr12:50067467-50067567	7.698e-08	5.939e-18
chr15:59225693-59225793	7.723e-09	1.378e-14
chr8:107823720-107823820	2.311e-08	1.847e-16
chr16:89556912-89557012	2.875e-08	3.3e-16
chr6:119537557-119537657	1.554e-07	2.991e-19
chrX:135962775-135962875	1.427e-07	5.448e-17
chr3:14162459-14162559	5.6e-08	1.735e-18
chr1:205464708-205464808	2.24e-08	1.702e-14
chr1:201910630-201910730	3.811e-08	1.36e-13
chr8:81399700-81399800	6.732e-10	1.835e-19
chr12:1897027-1897127	6.191e-09	3.134e-11
chr6:33258025-33258125	1.57e-08	3.337e-16
chr19:16739340-16739440	5.444e-09	2.255e-19
chr11:56894405-56894505	1.878e-08	3.492e-18
chr15:58495864-58495964	0.0004072	7.114e-19
chr8:30584876-30584976	3.325e-09	1.32e-19
chr1:236687072-236687172	1.132e-08	9.181e-16
chr3:40616345-40616445	2.721e-09	3.518e-18
chr6:15248170-15248270	1.149e-07	2.505e-17
chr12:120912563-120912663	2.398e-08	6.874e-18
chr3:48130840-48130940	7.353e-07	1.015e-11
chr3:196339122-196339222	4.205e-07	2.051e-13
chr16:128081-128181	2.255e-08	1.452e-18
chr2:209502928-209503028	6.626e-09	5.491e-22
chr8:29133745-29133845	1.552e-06	2.488e-20
chr1:200611717-200611817	3.941e-08	1.503e-15
chr1:6052386-6052486	1.954e-08	2.801e-16
chr7:126341244-126341344	3.622e-09	1.152e-19
chr5:81718729-81718829	2.436e-09	2.32e-18
chr1:45477919-45478019	6.151e-07	7.821e-16
chr10:25191266-25191366	1.528e-06	3.285e-19
chr11:3888811-3888911	3.087e-06	2.746e-16
chr21:43967381-43967481	4.647e-08	9.607e-19
chr4:174038764-174038864	7.564e-08	9.636e-17
chr1:28655388-28655488	8.16e-07	1.57e-16
chr22:20009039-20009139	2.023e-09	4.767e-18
chr10:5590890-5590990	1.135e-06	7.449e-16
chr6:26318922-26319022	8.211e-08	9.909e-18
chr6:28956859-28956959	1.051e-08	4.909e-21
chr17:43242867-43242967	5.252e-08	3.056e-16
chr7:98872004-98872104	4.026e-09	3.559e-19
chr11:67044991-67045091	1.293e-05	1.13e-13
chr1:59349184-59349284	2.95e-08	7.131e-17
chr19:8418898-8418998	6.469e-07	4.283e-17
chr6:100016551-100016651	1.373e-05	1.875e-16
chr4:154387306-154387406	5.474e-07	7.073e-13
chr2:42067952-42068052	9.01e-09	9.585e-20
chr10:43897248-43897348	5.237e-08	5.451e-16
chr11:76495562-76495662	9.196e-08	1.219e-19
chr10:74033678-74033778	8.826e-05	1.017e-17
chr9:136371061-136371161	6.022e-08	4.931e-13
chr4:3703095-3703195	1.924e-05	1.786e-18
chr9:134269441-134269541	1.586e-08	4.36e-16
chr13:39573055-39573155	1.874e-07	1.279e-16
chr11:89520840-89520940	4.036e-09	1.157e-19
chr8:10631344-10631444	5.93e-09	7.221e-22
chr10:43892210-43892310	1.428e-09	9.345e-15
chr2:216652690-216652790	0.0001277	4.742e-19
chr17:53828445-53828545	1.746e-09	3.178e-17
chr20:60849769-60849869	8.885e-09	1.749e-15
chr16:79451680-79451780	9.26e-07	8.215e-20
chr1:33190937-33191037	7.119e-08	3.355e-16
chr5:177557973-177558073	2.317e-08	7.462e-16
chr1:180580560-180580660	2.21e-08	1.592e-17
chr1:27816493-27816593	1.516e-09	3.129e-17
chr1:51676858-51676958	2.524e-05	2.005e-14
chr17:27489994-27490094	2.254e-07	2.016e-19
chr10:52305803-52305903	8.955e-09	6.063e-17
chr11:95976490-95976590	6.461e-08	1.163e-20
chr18:72411570-72411670	4.351e-08	6.111e-17
chr9:112049474-112049574	8.659e-07	1.71e-16
chr11:111237125-111237225	1.067e-08	2.726e-17
chr11:110167288-110167388	4.13e-08	8.873e-20
chr9:80636794-80636894	2.054e-08	2.462e-20
chr16:70557300-70557400	1.639e-08	4.217e-18
chr14:23632805-23632905	1.278e-06	1.831e-14
chr11:47969803-47969903	3.43e-10	4.153e-18
chr21:44529296-44529396	1.08e-07	1.731e-19
chr20:39715191-39715291	1.978e-09	5.567e-20
chr19:12912579-12912679	0.0001053	8.879e-16
chr1:151762867-151762967	3.182e-07	2.543e-19
chr14:104625289-104625389	2.5e-08	8.745e-20
chr1:17510407-17510507	3.189e-06	2.387e-17
chr17:57443027-57443127	1.302e-08	3.661e-14
chr8:94743303-94743403	3.466e-09	2.246e-18
chr5:133862892-133862992	2.078e-08	1.103e-17
chr1:936199-936299	2.349e-10	1.094e-13
chr19:45748704-45748804	0.0002102	1.883e-19
chr7:66919114-66919214	8.112e-09	7.232e-18
chr7:75876099-75876199	3.265e-07	2.285e-20
chr18:8909224-8909324	7.792e-09	6.062e-08
chr2:174680611-174680711	2.087e-07	2.679e-16
chr16:50313177-50313277	9.782e-09	1.701e-17
chr19:50269589-50269689	3.865e-07	9.821e-18
chr6:43543218-43543318	4.063e-08	3.773e-09
chr8:28747579-28747679	2.393e-08	3.43e-11
chr20:48629261-48629361	8.013e-07	3.52e-15
chr1:117014049-117014149	8.625e-05	3.981e-19
chrX:153626681-153626781	6.277e-06	1.579e-11
chr11:77348769-77348869	3.697e-06	2.139e-17
chr15:91193619-91193719	3.529e-08	2.482e-18
chr9:100936934-100937034	8.624e-07	1.621e-17
chr1:171283002-171283102	1.558e-06	2.527e-17
chr9:5512062-5512162	1.582e-08	3.249e-09
chr2:120995205-120995305	3.273e-08	1.263e-15
chr1:46950520-46950620	3.784e-08	4.251e-20
chr16:88810308-88810408	1.211e-08	1.076e-16
chr16:25269572-25269672	2.074e-08	2.601e-16
chr3:195297906-195298006	5.215e-08	8.719e-19
chr2:8144510-8144610	4.734e-07	5.259e-11
chr4:10187526-10187626	7.215e-08	3.953e-17
chr3:151569973-151570073	2.373e-08	1.133e-15
chr17:3571411-3571511	1.786e-06	9.076e-16
chr7:39814213-39814313	1.882e-06	7.659e-21
chr3:52086964-52087064	3.358e-07	3.401e-13
chr10:120921411-120921511	3.459e-09	3.02e-20
chr22:40395138-40395238	9.63e-09	8.035e-19
chr12:53259195-53259295	8.805e-09	5.552e-15
chr19:961364-961464	9.382e-07	8.467e-13
chr6:100676996-100677096	6.894e-09	4.314e-16
chr5:138533856-138533956	5.351e-07	9.603e-18
chr11:9482102-9482202	3.133e-08	1.725e-16
chr12:6445911-6446011	1.235e-07	3.633e-17
chr6:149449733-149449833	5.314e-07	3.325e-18
chrX:40013698-40013798	8.921e-10	2.778e-15
chr19:54713917-54714017	8.555e-08	9.586e-17
chr4:119546419-119546519	1.727e-05	8.476e-17
chr2:113403094-113403194	2.818e-08	8.456e-18
chr1:149224612-149224712	8.24e-06	1.283e-19
chr15:89182119-89182219	2.427e-10	1.965e-17
chr7:150759494-150759594	3.092e-07	4.353e-18
chr22:37528456-37528556	1.823e-06	1.646e-14
chr4:79534732-79534832	1.534e-06	8.587e-15
chr11:85854765-85854865	1.021e-08	1.342e-16
chr5:176202038-176202138	9.225e-08	1.927e-16
chr6:28304296-28304396	1.791e-08	1.175e-16
chr5:72778284-72778384	2.219e-09	1.092e-21
chr12:122240812-122240912	8.113e-07	6.594e-11
chr3:29763413-29763513	1.11e-07	2.617e-15
chr11:6651063-6651163	4.425e-08	3.131e-16
chr10:75006883-75006983	1.097e-07	1.063e-17
chr19:39997677-39997777	2.632e-05	2.041e-17
chr19:17403579-17403679	9.282e-08	2.599e-17
chr8:56874053-56874153	1.922e-08	2.179e-15
chr19:48292230-48292330	5.158e-08	5.638e-17
chr4:140222549-140222649	7.429e-08	1.232e-18
chr22:19958124-19958224	3.309e-09	2.607e-17
chr6:26533100-26533200	5.395e-09	9.365e-18
chr4:84377131-84377231	5.513e-06	9.203e-19
chr6:26204646-26204746	1.337e-07	2.137e-17
chr7:131248841-131248941	3.139e-08	7.575e-18
chr10:121356788-121356888	1.641e-06	1.079e-13
chr17:29233305-29233405	7.954e-07	4.072e-18
chr19:15939781-15939881	1.44e-07	1.553e-14
chr3:6560543-6560643	1.841e-08	2.016e-15
chr22:31999245-31999345	5.68e-08	1.085e-17
chr1:113044841-113044941	4.57e-08	1.762e-18
chr6:149867229-149867329	1.27e-09	6.88e-20
chr19:6753410-6753510	2.893e-09	7.537e-17
chr2:10319761-10319861	7.725e-06	2.304e-17
chr17:39678074-39678174	1.393e-07	1.04e-14
chr6:116814018-116814118	0.000115	3.1e-12
chr1:114219282-114219382	7.611e-07	1.725e-16
chr19:47162977-47163077	2.621e-07	9.728e-20
chr13:50265542-50265642	4.177e-06	3.203e-19
chr7:73265215-73265315	4.669e-08	1.087e-15
chr22:43298912-43299012	8.255e-07	9.175e-13
chr2:88982823-88982923	1.386e-08	3.312e-18
chr17:8057744-8057844	4.432e-07	4.528e-18
chr20:1099097-1099197	2.439e-07	1.146e-16
chr4:95328383-95328483	1.588e-07	2.57e-17
chr22:21206560-21206660	1.964e-07	6.916e-13
chr11:57200362-57200462	1.324e-09	1.332e-15
chr13:79221261-79221361	3.534e-08	2.291e-15
chr20:62479173-62479273	2.093e-08	2.955e-18
chr17:43140711-43140811	1.619e-06	2.442e-11
chr8:91592474-91592574	1.017e-06	2.626e-20
chr8:23435562-23435662	1.532e-06	3.601e-20
chr19:9186360-9186460	1.688e-07	3.284e-18
chr15:75135610-75135710	1.525e-07	1.202e-17
chr8:101734245-101734345	1.046e-07	2.932e-15
chr6:33244848-33244948	1.414e-08	2.989e-15
chr22:19794073-19794173	1.636e-08	5.808e-16
chr15:63795987-63796087	2.275e-06	4.231e-18
chr16:85642049-85642149	2.267e-06	1.604e-15
chr4:154059542-154059642	5.9e-08	1.727e-17
chr19:46513191-46513291	3.201e-07	8.018e-17
chr7:126339131-126339231	4.654e-08	5.214e-18
chr17:79603495-79603595	1.027e-08	9.645e-17
chr17:57970480-57970580	5.766e-06	4.043e-14
chr5:111496560-111496660	2.733e-08	9.466e-18
chr9:95054805-95054905	4.162e-06	1.123e-20
chr3:37285660-37285760	2.937e-08	2.915e-18
chr14:74701838-74701938	2.656e-08	1.822e-16
chr3:128215436-128215536	1.353e-08	7.006e-09
chrX:11431048-11431148	9.544e-09	1.005e-18
chr1:119683070-119683170	1.541e-08	1.512e-15
chr4:2757871-2757971	1.807e-07	2.564e-18
chr19:55672044-55672144	9.575e-07	1.35e-17
chr17:12982055-12982155	3.383e-09	6.146e-17
chr8:37757947-37758047	1.244e-07	2.522e-13
chr15:49338663-49338763	6.628e-09	2.08e-17
chr19:50141335-50141435	2.913e-07	3.277e-17
chr10:38719281-38719381	5.719e-08	2.455e-20
chr10:22250834-22250934	0.0002891	2.589e-20
chr1:100828479-100828579	6.105e-08	5.092e-20
chr19:51091853-51091953	5.541e-09	2.35e-15
chr17:72872319-72872419	3.484e-06	7.975e-18
chr19:11494215-11494315	1.679e-07	6.112e-17
chr1:156093689-156093789	1.724e-07	1.428e-11
chr19:41726277-41726377	5.791e-08	1.605e-19
chr3:75707788-75707888	6.408e-08	3.322e-16
chr17:27945081-27945181	1.649e-08	7.433e-18
chr12:112432720-112432820	1.289e-09	2.974e-17
chr11:64864061-64864161	8.416e-08	1.973e-14
chr6:126444540-126444640	3.081e-08	1.043e-19
chr3:134215365-134215465	1.273e-08	4.923e-16
chr11:121526828-121526928	1.271e-07	1.92e-20
chr1:171711416-171711516	1.442e-08	1.056e-18
chr5:10577689-10577789	1.443e-08	2.575e-12
chr2:65454954-65455054	3.945e-07	1.4e-18
chr1:188468978-188469078	7.011e-05	2.551e-18
chr20:26189290-26189390	1.855e-08	3.097e-22
chr5:178848710-178848810	2.049e-07	2.023e-19
chr9:115573518-115573618	4.267e-08	3.118e-19
chr4:154387621-154387721	3.514e-09	4.428e-18
chr15:67390715-67390815	2.112e-08	4.595e-16
chr8:66557431-66557531	1.222e-09	3.446e-21
chr20:36751516-36751616	1.861e-08	2.976e-18
chr13:109815513-109815613	3.472e-06	1.281e-14
chr7:100399665-100399765	4.608e-08	1.191e-19
chr17:47269257-47269357	3.878e-07	1.617e-19
chr7:2204954-2205054	8.264e-09	9.827e-14
chr10:121298206-121298306	5.572e-08	2.655e-17
chr12:52935066-52935166	6.702e-09	1.86e-16
chr1:153541117-153541217	8.46e-09	1.104e-15
chr1:31654423-31654523	5.788e-08	8.989e-14
chr22:39101327-39101427	1.55e-05	8.044e-19
chr6:26053055-26053155	2.746e-06	2.295e-16
chr3:43047397-43047497	1.686e-05	1.192e-16
chr7:102632294-102632394	4.109e-08	1.845e-13
chr22:42063524-42063624	3.588e-08	1.032e-19
chr6:40682005-40682105	8.309e-09	2.695e-18
chr6:135429970-135430070	9.279e-09	2.252e-20
chr7:150076074-150076174	2.22e-06	2.488e-18
chr4:78965977-78966077	9.519e-08	2.498e-18
chr10:88515482-88515582	1.718e-08	1.403e-17
chr2:220159695-220159795	1.562e-06	5.929e-21
chr12:122884575-122884675	3.111e-07	3.669e-18
chr1:227617495-227617595	1.324e-07	2.091e-14
chr7:156686093-156686193	5.619e-08	1.763e-17
chr7:6488209-6488309	2.002e-08	2.166e-16
chr3:24227445-24227545	1.547e-06	1.144e-18
chr1:59347359-59347459	3.203e-08	1.926e-18
chr10:3933394-3933494	8.15e-09	1.67e-18
chr3:39430249-39430349	7.844e-08	2.668e-16
chr6:161412739-161412839	6.14e-12	1.048e-22
chr8:26108077-26108177	4.417e-07	4.28e-15
chr12:64214366-64214466	7.088e-10	4.197e-18
chr11:61627867-61627967	3.085e-07	5.752e-18
chr20:51948225-51948325	2.711e-08	8.231e-18
chr1:11779982-11780082	1.09e-08	4.265e-16
chr6:10887191-10887291	2.215e-08	1.045e-13
chr4:2010614-2010714	7.68e-09	1.078e-17
